ticker,GDW UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.5299
2000-01-04,-3.5928
2000-01-05,-0.4141
2000-01-06,0.8316
2000-01-07,1.2371
2000-01-10,-1.833
2000-01-11,-2.0747
2000-01-12,1.0593
2000-01-13,2.3061
2000-01-14,2.459
2000-01-18,-2.4
2000-01-19,-3.4836
2000-01-20,-3.3970000000000002
2000-01-21,-1.7582
2000-01-24,1.1186
2000-01-25,0.2212
2000-01-26,3.7528
2000-01-27,0.8511
2000-01-28,-4.4304
2000-01-31,3.9735
2000-02-01,1.2739
2000-02-02,-0.4193
2000-02-03,0.8421
2000-02-04,-1.4614
2000-02-07,-1.9068
2000-02-08,2.3758
2000-02-09,-4.6414
2000-02-10,0.2212
2000-02-11,1.2892000000000001
2000-02-14,0.655
2000-02-15,0.6508
2000-02-16,0.2155
2000-02-17,-0.2151
2000-02-18,-4.7414
2000-02-22,1.1312
2000-02-23,-1.5659999999999998
2000-02-24,-0.4545
2000-02-25,-0.6849
2000-02-28,1.3793
2000-02-29,3.4013999999999998
2000-03-01,-1.5351
2000-03-02,1.3363
2000-03-03,5.4945
2000-03-06,-1.6667
2000-03-07,-4.661
2000-03-08,-1.1111
2000-03-09,0.4494
2000-03-10,-0.4474
2000-03-13,0.2247
2000-03-14,0.0
2000-03-15,12.7803
2000-03-16,3.3797
2000-03-17,-2.6923
2000-03-20,-5.1383
2000-03-21,5.4167
2000-03-22,0.5929
2000-03-23,2.1611
2000-03-24,-1.1538
2000-03-27,-3.8911
2000-03-28,-0.6073
2000-03-29,-0.8147
2000-03-30,-0.8214
2000-03-31,3.3125999999999998
2000-04-03,3.006
2000-04-04,-1.3618999999999999
2000-04-05,0.5917
2000-04-06,-0.5882
2000-04-07,-4.142
2000-04-10,7.4074
2000-04-11,-3.2567
2000-04-12,6.3366
2000-04-13,-2.4209
2000-04-14,-6.6794
2000-04-17,4.7035
2000-04-18,3.125
2000-04-19,0.1894
2000-04-20,3.9698
2000-04-24,1.0909
2000-04-25,3.4173
2000-04-26,-2.9565
2000-04-27,-1.7921
2000-04-28,-0.365
2000-05-01,2.5641
2000-05-02,0.8929
2000-05-03,0.177
2000-05-04,-1.0601
2000-05-05,0.0
2000-05-08,3.0357
2000-05-09,0.5199
2000-05-10,-1.8965999999999998
2000-05-11,4.8928
2000-05-12,1.8456000000000001
2000-05-15,2.1417
2000-05-16,-1.4516
2000-05-17,-2.455
2000-05-18,3.5235
2000-05-19,-2.9173
