ticker,MWW UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-11,-5.1383
2008-11-12,-2.8333
2008-11-13,6.6895
2008-11-14,-6.5916
2008-11-17,-9.0361
2008-11-18,-0.9461
2008-11-19,-11.8434
2008-11-20,-2.2752
2008-11-21,6.7627
2008-11-24,14.3302
2008-11-25,-0.9991
2008-11-26,6.8807
2008-11-28,-1.5451000000000001
2008-12-01,-6.8875
2008-12-02,1.9663
2008-12-03,1.3774
2008-12-04,0.7246
2008-12-05,2.4281
2008-12-08,5.5312
2008-12-09,-5.3245000000000005
2008-12-10,4.0422
2008-12-11,-10.8953
2008-12-12,0.4739
2008-12-15,0.4717
2008-12-16,3.7559
2008-12-17,5.9729
2008-12-18,0.7686
2008-12-19,4.2373
2008-12-22,-2.6829
2008-12-23,-3.4252000000000002
2008-12-24,-2.0761
2008-12-26,0.8834
2008-12-29,-5.6042
2008-12-30,7.1429
2008-12-31,4.6753
2009-01-02,4.1356
2009-01-05,-2.3034
2009-01-06,3.0081
2009-01-07,-10.812899999999999
2009-01-08,1.8584
2009-01-09,1.3032
2009-01-12,-5.4031
2009-01-13,-4.7144
2009-01-14,-7.0409
2009-01-15,-0.4094
2009-01-16,0.0
2009-01-20,-3.9054
2009-01-21,4.2781
2009-01-22,-0.2051
2009-01-23,-0.4111
2009-01-26,1.9607999999999999
2009-01-27,0.0
2009-01-28,8.9069
2009-01-29,-2.7881
2009-01-30,-11.9503
2009-02-02,-6.949
2009-02-03,-0.8168
2009-02-04,0.0
2009-02-05,0.1176
2009-02-06,4.9354
2009-02-09,-0.7839
2009-02-10,-8.1264
2009-02-11,1.2285
2009-02-12,0.8495
2009-02-13,-1.8051
2009-02-17,-5.7598
2009-02-18,-1.9506000000000001
2009-02-19,-1.061
2009-02-20,-4.4236
2009-02-23,-7.4334
2009-02-24,2.2727
2009-02-25,-0.7407
2009-02-26,0.7463
2009-02-27,-2.3704
2009-03-02,-4.2489
2009-03-03,-0.6339
2009-03-04,5.2632
2009-03-05,-3.9394
2009-03-06,-1.8927
2009-03-09,-3.3762
2009-03-10,10.8153
2009-03-11,0.3003
2009-03-12,2.8443
2009-03-13,0.4367
2009-03-16,3.0435
2009-03-17,3.7975
2009-03-18,10.2981
2009-03-19,-5.1597
2009-03-20,-4.9223
2009-03-23,15.1226
2009-03-24,-3.6686
2009-03-25,3.5627
2009-03-26,8.1851
2009-03-27,-4.9342
2009-03-30,-6.4591
2009-03-31,0.4932
2009-04-01,3.8037
