ticker,DVA UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.8037
2000-01-04,-1.8182
2000-01-05,-8.3333
2000-01-06,-3.0303
2000-01-07,10.4167
2000-01-10,1.8868
2000-01-11,-0.9259
2000-01-12,-0.9346
2000-01-13,4.717
2000-01-14,3.6036
2000-01-18,0.0
2000-01-19,-32.1739
2000-01-20,10.2564
2000-01-21,6.9767
2000-01-24,-13.0435
2000-01-25,-1.25
2000-01-26,0.0
2000-01-27,-3.7975
2000-01-28,-3.9474
2000-01-31,1.3699
2000-02-01,-1.3514
2000-02-02,2.7397
2000-02-03,-2.6667
2000-02-04,-4.1096
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,-2.8571
2000-02-10,-5.8824
2000-02-11,1.5625
2000-02-14,-7.6923
2000-02-15,3.3333
2000-02-16,0.0
2000-02-17,1.6129
2000-02-18,-3.1746
2000-02-22,0.0
2000-02-23,1.6393
2000-02-24,0.0
2000-02-25,-9.6774
2000-02-28,-10.7143
2000-02-29,-4.0
2000-03-01,-4.1667
2000-03-02,8.6957
2000-03-03,-4.0
2000-03-06,16.6667
2000-03-07,-1.7856999999999998
2000-03-08,0.0
2000-03-09,-3.6364
2000-03-10,-7.5472
2000-03-13,-6.1224
2000-03-14,4.3478
2000-03-15,-10.4167
2000-03-16,6.9767
2000-03-17,0.0
2000-03-20,-8.6957
2000-03-21,-2.3810000000000002
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,14.6341
2000-03-27,-10.6383
2000-03-28,-2.3810000000000002
2000-03-29,4.878
2000-03-30,9.3023
2000-03-31,6.383
2000-04-03,-4.0
2000-04-04,2.0833
2000-04-05,0.0
2000-04-06,2.0408
2000-04-07,2.0
2000-04-10,9.8039
2000-04-11,26.7857
2000-04-12,-21.1268
2000-04-13,-7.1429
2000-04-14,-19.2308
2000-04-17,4.7619
2000-04-18,9.0909
2000-04-19,4.1667
2000-04-20,-6.0
2000-04-24,-4.2553
2000-04-25,-2.2222
2000-04-26,2.2727
2000-04-27,-4.4444
2000-04-28,6.9767
2000-05-01,4.3478
2000-05-02,-2.0833
2000-05-03,-4.2553
2000-05-04,0.0
2000-05-05,4.4444
2000-05-08,-6.383
2000-05-09,-4.5455
2000-05-10,4.7619
2000-05-11,47.7273
2000-05-12,1.5385
2000-05-15,4.5455
2000-05-16,1.4493
2000-05-17,-2.8571
2000-05-18,1.4706000000000001
2000-05-19,0.0
2000-05-22,-7.2464
2000-05-23,-9.375
2000-05-24,1.7241
