ticker,1799685D UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6760000000000002
2000-01-04,-1.3258
2000-01-05,2.1113
2000-01-06,4.1729
2000-01-07,0.5445
2000-01-10,-2.7076000000000002
2000-01-11,-3.154
2000-01-12,-2.4904
2000-01-13,-2.5540000000000003
2000-01-14,0.0
2000-01-18,5.6452
2000-01-19,0.7634
2000-01-20,-6.8182
2000-01-21,2.6423
2000-01-24,-6.7327
2000-01-25,0.0
2000-01-26,-1.9108
2000-01-27,-1.2987
2000-01-28,1.0965
2000-01-31,-0.6508
2000-02-01,0.2183
2000-02-02,0.2179
2000-02-03,-1.5217
2000-02-04,-0.6623
2000-02-07,0.6667
2000-02-08,-0.6623
2000-02-09,-5.5556
2000-02-10,2.3529
2000-02-11,-0.6897
2000-02-14,0.463
2000-02-15,5.7604
2000-02-16,0.0
2000-02-17,1.0893
2000-02-18,-4.9569
2000-02-22,-2.0408
2000-02-23,-2.3148
2000-02-24,-1.4218
2000-02-25,-0.9615
2000-02-28,1.2136
2000-02-29,2.6379
2000-03-01,4.6729
2000-03-02,0.4464
2000-03-03,-0.6667
2000-03-06,-1.1186
2000-03-07,6.7873
2000-03-08,-2.1186
2000-03-09,0.0
2000-03-10,-3.0303
2000-03-13,-1.1161
2000-03-14,-0.2257
2000-03-15,-2.4887
2000-03-16,4.8724
2000-03-17,-2.4336
2000-03-20,0.6803
2000-03-21,0.4505
2000-03-22,-0.2242
2000-03-23,-1.1236
2000-03-24,-0.2273
2000-03-27,-1.139
2000-03-28,1.1521
2000-03-29,5.467
2000-03-30,3.2397
2000-03-31,-0.4184
2000-04-03,3.7815
2000-04-04,-1.417
2000-04-05,-2.2587
2000-04-06,1.0924
2000-04-07,-2.7197
2000-04-10,-0.4301
2000-04-11,1.2959
2000-04-12,5.3305
2000-04-13,1.2146
2000-04-14,-7.8
2000-04-17,-1.5184
2000-04-18,2.2026
2000-04-19,3.8792999999999997
2000-04-20,0.2075
2000-04-24,-0.8282
2000-04-25,1.4614
2000-04-26,1.6461000000000001
2000-04-27,3.4413
2000-04-28,1.1742
2000-05-01,1.354
2000-05-02,4.9618
2000-05-03,-5.4545
2000-05-04,1.1538
2000-05-05,6.4639
2000-05-08,4.4643
2000-05-09,-2.735
2000-05-10,1.2302
2000-05-11,4.1667
2000-05-12,0.1667
2000-05-15,1.8303
2000-05-16,-2.9412000000000003
2000-05-17,1.0101
2000-05-18,-0.1667
2000-05-19,1.1686
2000-05-22,-0.9901
