ticker,ESRX UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-2.9297
2000-01-05,0.2012
2000-01-06,-0.2008
2000-01-07,1.2072
2000-01-10,-1.2922
2000-01-11,-1.9134
2000-01-12,-3.6448
2000-01-13,-2.504
2000-01-14,7.541
2000-01-18,2.8455
2000-01-19,0.0
2000-01-20,-2.668
2000-01-21,-4.1624
2000-01-24,0.6356
2000-01-25,-4.9474
2000-01-26,-4.4297
2000-01-27,-3.5921
2000-01-28,-2.1635
2000-01-31,1.5971
2000-02-01,-0.6046
2000-02-02,1.8856000000000002
2000-02-03,0.2985
2000-02-04,1.1905000000000001
2000-02-07,-4.7059
2000-02-08,-6.0494
2000-02-09,-4.205
2000-02-10,7.4074
2000-02-11,-1.4049
2000-02-14,-2.5907
2000-02-15,1.7287
2000-02-16,-2.7451
2000-02-17,-8.6022
2000-02-18,-1.0294
2000-02-22,-1.1887
2000-02-23,5.1128
2000-02-24,0.4292
2000-02-25,-0.8547
2000-02-28,2.4425
2000-02-29,3.3661
2000-03-01,3.1208
2000-03-02,-2.1053
2000-03-03,-15.5914
2000-03-06,-6.5287
2000-03-07,-18.7394
2000-03-08,4.6122
2000-03-09,5.4108
2000-03-10,3.4221
2000-03-13,-1.2868
2000-03-14,1.3035
2000-03-15,-0.7353
2000-03-16,5.1852
2000-03-17,9.8592
2000-03-20,-2.8846
2000-03-21,2.9703
2000-03-22,8.6538
2000-03-23,-2.5074
2000-03-24,1.3616
2000-03-27,-8.806000000000001
2000-03-28,0.982
2000-03-29,-1.4586999999999999
2000-03-30,-0.6579
2000-03-31,11.2583
2000-04-03,-4.1667
2000-04-04,-4.0373
2000-04-05,3.2362
2000-04-06,0.7837
2000-04-07,-1.0886
2000-04-10,-2.8302
2000-04-11,0.9709
2000-04-12,-4.4872
2000-04-13,-0.8389
2000-04-14,-3.1726
2000-04-17,-0.0437
2000-04-18,6.2937
2000-04-19,-0.9868
2000-04-20,5.1495
2000-04-24,2.8436
2000-04-25,-7.3733
2000-04-26,-3.1509
2000-04-27,2.911
2000-04-28,-4.8253
2000-05-01,3.6713
2000-05-02,2.5295
2000-05-03,-5.2632
2000-05-04,3.9931
2000-05-05,3.8397
2000-05-08,3.2154
2000-05-09,0.7788
2000-05-10,11.9011
2000-05-11,1.9337
2000-05-12,-0.271
2000-05-15,6.5217
2000-05-16,1.4031
2000-05-17,0.3774
2000-05-18,-0.1253
2000-05-19,-5.5207
2000-05-22,4.3825
