ticker,PFG UW Equity
2018-05-11,0.4766
2018-05-14,0.1355
2018-05-15,0.0846
2018-05-16,0.4564
2018-05-17,0.2692
2018-05-18,-1.3256999999999999
2018-05-21,0.6463
2018-05-22,1.318
2018-05-23,-0.9173
2018-05-24,-1.4139
2018-05-25,-0.5805
2018-05-29,-5.1348
2018-05-30,2.0275
2018-05-31,-0.9936
2018-06-01,2.0968
2018-06-04,-0.4606
2018-06-05,-0.4093
2018-06-06,1.6976
2018-06-07,-0.4744
2018-06-08,0.2825
2018-06-11,0.9859
2018-06-12,-1.046
2018-06-13,-0.3347
2018-06-14,-0.548
2018-06-15,0.2488
2018-06-18,-0.6206
2018-06-19,-0.4817
2018-06-20,0.2689
2018-06-21,-0.5185
2018-06-22,0.0359
2018-06-25,-1.4553
2018-06-26,-1.2397
2018-06-27,-2.9352
2018-06-28,0.7417
2018-06-29,-0.0378
2018-07-02,-0.17
2018-07-03,0.7
2018-07-05,0.5636
2018-07-06,0.1681
2018-07-09,2.928
2018-07-10,-0.761
2018-07-11,-2.5014
2018-07-12,-0.2996
2018-07-13,-0.1503
2018-07-16,1.7306
2018-07-17,1.4423
2018-07-18,1.5493999999999999
2018-07-19,-2.1002
2018-07-20,-0.9351
2018-07-23,1.2215
2018-07-24,0.256
2018-07-25,0.3465
2018-07-26,0.8361
2018-07-27,4.0735
2018-07-30,0.9179
2018-07-31,-0.3261
2018-08-01,-3.1336
2018-08-02,-1.0843
2018-08-03,0.3055
2018-08-06,0.5016
2018-08-07,0.4813
2018-08-08,-0.1242
2018-08-09,-1.1723
2018-08-10,-2.9835000000000003
2018-08-13,-0.6854
2018-08-14,1.4923
2018-08-15,-0.4043
2018-08-16,2.3805
2018-08-17,0.4326
2018-08-20,-0.0359
2018-08-21,1.4183
2018-08-22,-0.5311
2018-08-23,-1.6017000000000001
2018-08-24,0.3979
2018-08-27,1.6754
2018-08-28,-0.3366
2018-08-29,-0.5333
2018-08-30,-1.2511
2018-08-31,-0.1086
2018-09-04,0.9422
2018-09-05,1.4719
2018-09-06,-0.5
2018-09-07,-1.1844999999999999
2018-09-10,0.3632
2018-09-11,-0.7058
2018-09-12,-0.6196
2018-09-13,0.5685
2018-09-14,3.8293
2018-09-17,0.0176
2018-09-18,1.3521
2018-09-19,1.8711
2018-09-20,1.0034
2018-09-21,0.2526
2018-09-24,-1.7130999999999998
2018-09-25,-0.4101
2018-09-26,-0.4461
2018-09-27,1.0514000000000001
2018-09-28,-0.0682
2018-10-01,0.0171
2018-10-02,0.4437
2018-10-03,1.6139999999999999
2018-10-04,1.2707
2018-10-05,-0.9411
2018-10-08,1.0833
2018-10-09,-0.7255
2018-10-10,-2.5743
2018-10-11,-5.1824
2018-10-12,-0.863
2018-10-15,-1.0156
2018-10-16,-0.0183
2018-10-17,0.9346
2018-10-18,-2.2694
2018-10-19,-0.5016
2018-10-22,-1.9043999999999999
2018-10-23,-2.1888
2018-10-24,-4.7869
2018-10-25,1.0219
2018-10-26,-6.9796
2018-10-29,-0.3915
2018-10-30,0.9825
2018-10-31,1.7730000000000001
2018-11-01,2.3369
2018-11-02,-1.2663
2018-11-05,1.0093
2018-11-06,0.4996
2018-11-07,2.3405
2018-11-08,0.2429
2018-11-09,-0.4644
2018-11-12,-1.4604
2018-11-13,0.8646
2018-11-14,-1.3878
2018-11-15,0.4139
2018-11-16,-0.5771
2018-11-19,1.6169
2018-11-20,-2.0808
2018-11-21,0.9792
2018-11-23,-0.3301
2018-11-26,1.4076
2018-11-27,-0.2245
2018-11-28,3.0278
2018-11-29,-1.3503
2018-11-30,0.3623
2018-12-03,-2.0479
2018-12-04,-5.0507
2018-12-06,-1.8313000000000001
2018-12-07,-1.3991
2018-12-10,-3.3108
2018-12-11,-2.0033
2018-12-12,1.6877
2018-12-13,1.0986
2018-12-14,0.8555
2018-12-17,0.3439
2018-12-18,-0.2513
2018-12-19,-0.9162
2018-12-20,-0.3005
2018-12-21,-3.5474
2018-12-24,-1.25
2018-12-26,5.5745000000000005
2018-12-27,1.4064999999999999
2018-12-28,-0.955
2018-12-31,1.4003999999999999
2019-01-02,0.4302
2019-01-03,-2.1867
2019-01-04,4.4019
2019-01-07,0.7285
2019-01-08,-1.0739
2019-01-09,1.0191
2019-01-10,0.7018
2019-01-11,0.2178
2019-01-14,1.7818
2019-01-15,1.2383
2019-01-16,1.7925
2019-01-17,1.533
2019-01-18,2.224
2019-01-22,-1.1577
2019-01-23,-1.2116
2019-01-24,0.3679
2019-01-25,1.9959
2019-01-28,-0.5791
2019-01-29,-0.3414
2019-01-30,-2.9827
2019-01-31,4.0091
2019-02-01,-0.9187
2019-02-04,0.1814
2019-02-05,-1.7103000000000002
2019-02-06,-0.1638
2019-02-07,-1.6609
2019-02-08,-0.2711
2019-02-11,1.1499
2019-02-12,0.8681
2019-02-13,0.8402
2019-02-14,-0.7316
2019-02-15,3.9713000000000003
2019-02-19,1.1223
2019-02-20,1.6745
2019-02-21,-0.3255
2019-02-22,1.5754000000000001
2019-02-25,0.4161
2019-02-26,-0.9606
2019-02-27,-0.3043
2019-02-28,0.4197
2019-03-01,-1.3298
2019-03-04,-0.0778
2019-03-05,0.4283
2019-03-06,-1.2214
2019-03-07,-1.8646
2019-03-08,-0.18
2019-03-11,1.3625
2019-03-12,0.336
2019-03-13,0.6895
2019-03-14,1.1348
2019-03-15,0.9286
2019-03-18,1.1884000000000001
2019-03-19,-1.6291
2019-03-20,-2.3878
2019-03-21,1.4599
2019-03-22,-3.8499
2019-03-25,-0.8898
2019-03-26,2.3261
2019-03-27,-0.4786
2019-03-28,0.2004
2019-03-29,0.3599
2019-04-01,3.5664
2019-04-02,-0.5002
2019-04-03,1.0441
2019-04-04,0.6697
2019-04-05,1.1025
2019-04-08,0.2444
2019-04-09,-2.8507
2019-04-10,1.834
2019-04-11,1.346
2019-04-12,2.6375
2019-04-15,-1.057
2019-04-16,2.0814
2019-04-17,0.4511
2019-04-18,-0.8083
2019-04-22,-0.3441
2019-04-23,0.9449
2019-04-24,-0.8281
2019-04-25,1.2525
2019-04-26,2.8684
2019-04-29,0.0871
2019-04-30,-0.4701
2019-05-01,-0.4899
2019-05-02,-0.5977
2019-05-03,1.8394
2019-05-06,-0.4863
2019-05-07,-1.4834
2019-05-08,-0.744
2019-05-09,-0.2499
2019-05-10,1.0556
2019-05-13,-3.966
2019-05-14,1.9174
2019-05-15,-0.9045
2019-05-16,1.3509
2019-05-17,-1.3869
2019-05-20,0.2192
2019-05-21,0.8201
2019-05-22,-0.7231
2019-05-23,-2.4217
2019-05-24,1.1756
2019-05-28,-0.1844
2019-05-29,-0.1478
2019-05-30,0.148
2019-05-31,-3.714
2019-06-03,2.7923
2019-06-04,3.3767
2019-06-05,-0.4745
2019-06-06,1.1001
2019-06-07,0.4171
2019-06-10,-1.2281
2019-06-11,0.1646
2019-06-12,-0.6572
2019-06-13,1.8927
2019-06-14,0.8296
2019-06-17,-1.8780000000000001
2019-06-18,2.0598
2019-06-19,0.3215
2019-06-20,2.7595
2019-06-21,-0.1559
2019-06-24,-0.2082
2019-06-25,-1.8779
2019-06-26,-0.4785
2019-06-27,1.1396
2019-06-28,1.9718
2019-07-01,1.3812
2019-07-02,-1.6178
2019-07-03,1.5232999999999999
2019-07-05,0.2728
2019-07-08,-0.9522
2019-07-09,0.3777
2019-07-10,-0.667
2019-07-11,0.241
2019-07-12,1.5459
2019-07-15,-0.7273
2019-07-16,0.5112
2019-07-17,-1.0002
2019-07-18,2.226
2019-07-19,-0.5528
2019-07-22,-0.8927
2019-07-23,1.6655
2019-07-24,1.2705
2019-07-25,-0.8088
2019-07-26,0.9819
2019-07-29,-1.9281000000000001
2019-07-30,-0.1344
2019-07-31,-2.3388999999999998
2019-08-01,-4.0317
2019-08-02,-0.7361
2019-08-05,-2.8396
2019-08-06,1.1355
2019-08-07,-0.9019
2019-08-08,3.4361
2019-08-09,-1.2570000000000001
2019-08-12,-3.8371
2019-08-13,2.2315
2019-08-14,-3.0152
2019-08-15,-0.4768
2019-08-16,2.1273
2019-08-19,1.1071
2019-08-20,-1.1320999999999999
2019-08-21,0.8823
2019-08-22,0.6513
2019-08-23,-3.2908
2019-08-26,1.472
2019-08-27,-1.0739
2019-08-28,0.0
2019-08-29,1.314
2019-08-30,0.0376
2019-09-03,-1.0334
2019-09-04,0.8354
2019-09-05,2.5495
2019-09-06,1.1132
2019-09-09,2.7706
2019-09-10,1.1427
2019-09-11,0.053
2019-09-12,1.1997
2019-09-13,0.8194
2019-09-16,-1.5735999999999999
2019-09-17,0.4392
2019-09-18,-0.035
2019-09-19,-0.4374
2019-09-20,-0.5975
2019-09-23,0.9901
2019-09-24,-0.9979
2019-09-25,0.4067
2019-09-26,-0.1057
2019-09-27,1.146
2019-09-30,-0.4009
2019-10-01,-3.4302
2019-10-02,-2.664
2019-10-03,-0.6516
2019-10-04,2.6048999999999998
2019-10-07,-0.8402
2019-10-08,-3.5366
2019-10-09,1.7758
2019-10-10,1.2195
2019-10-11,2.5949999999999998
2019-10-14,-0.1626
2019-10-15,1.0315
2019-10-16,-0.7702
2019-10-17,0.1625
2019-10-18,0.9191
2019-10-21,1.4821
2019-10-22,-0.1056
2019-10-23,0.9864
2019-10-24,0.1221
2019-10-25,-5.0348
2019-10-28,1.0457
2019-10-29,-0.1452
2019-10-30,-1.2364
2019-10-31,-1.7305000000000001
2019-11-01,2.1918
2019-11-04,1.5857
2019-11-05,1.5429
2019-11-06,0.0711
2019-11-07,-0.7991
2019-11-08,-1.0025
2019-11-11,0.4702
2019-11-12,0.558
2019-11-13,-2.6311
2019-11-14,0.3493
2019-11-15,0.055
2019-11-18,-0.6225
2019-11-19,0.9396
2019-11-20,-0.9308
2019-11-21,0.1105
2019-11-22,0.5153
2019-11-25,0.4211
2019-11-26,-0.3829
2019-11-27,1.0432
2019-11-29,-0.1992
2019-12-02,-1.2704
2019-12-03,-2.7855
2019-12-04,0.8596
2019-12-05,-0.0189
2019-12-06,1.6480000000000001
2019-12-09,-0.7641
2019-12-10,-0.0188
2019-12-11,0.5259
2019-12-12,2.4944
2019-12-13,-1.03
2019-12-16,0.1658
2019-12-17,0.5149
2019-12-18,0.1464
2019-12-19,0.6577
2019-12-20,-0.0907
2019-12-23,-0.4723
2019-12-24,-0.1278
2019-12-26,0.4569
2019-12-27,-0.382
2019-12-30,-0.2009
2019-12-31,0.6404
2020-01-02,1.3273
2020-01-03,-1.4714
2020-01-06,0.1639
2020-01-07,0.6364
2020-01-08,0.4336
2020-01-09,1.0613
2020-01-10,-0.8544
2020-01-13,0.6284
2020-01-14,-0.5352
2020-01-15,-0.9686
2020-01-16,1.612
2020-01-17,1.7469000000000001
2020-01-21,-2.5666
2020-01-22,-0.009
2020-01-23,-0.5035
2020-01-24,-1.7530999999999999
2020-01-27,-2.6673999999999998
2020-01-28,1.7766
2020-01-29,1.1699
2020-01-30,-0.0918
2020-01-31,-2.7191
2020-02-03,1.7375
2020-02-04,1.318
2020-02-05,2.8582
2020-02-06,-0.0356
2020-02-07,-0.9444
2020-02-10,0.3778
2020-02-11,0.9677
2020-02-12,0.3106
2020-02-13,-0.929
2020-02-14,0.6608
2020-02-18,-1.9517
2020-02-19,1.1763
2020-02-20,0.1252
2020-02-21,-2.8045999999999998
2020-02-24,-4.9256
2020-02-25,-4.3495
2020-02-26,-1.0711
2020-02-27,-4.3718
2020-02-28,-3.9735
2020-03-02,6.0599
2020-03-03,-4.949
2020-03-04,3.3296
2020-03-05,-5.0822
2020-03-06,-3.6683
2020-03-09,-16.2488
2020-03-10,6.1
2020-03-11,-4.3918
2020-03-12,-13.7528
2020-03-13,14.7515
2020-03-16,-17.5527
2020-03-17,-2.2177
2020-03-18,-5.0593
2020-03-19,-1.176
2020-03-20,-4.4998000000000005
2020-03-23,-5.9190000000000005
2020-03-24,22.5579
2020-03-25,10.0642
2020-03-26,3.8662
2020-03-27,-3.6928
2020-03-30,1.8712
2020-03-31,-5.6308
2020-04-01,-12.5718
2020-04-02,-2.9196999999999997
2020-04-03,-0.7143
2020-04-06,7.0049
2020-04-07,1.9462000000000002
2020-04-08,5.6578
2020-04-09,7.0959
2020-04-13,-3.3742
2020-04-14,0.254
2020-04-15,-6.1748
2020-04-16,-3.375
2020-04-17,6.6539
2020-04-20,-2.4398
2020-04-21,-4.5653
2020-04-22,2.1808
2020-04-23,1.4458
2020-04-24,1.7306
2020-04-27,5.7038
2020-04-28,6.0587
2020-04-29,8.7474
2020-04-30,-0.383
2020-05-01,-3.5979
2020-05-04,-0.3704
2020-05-05,-0.3146
2020-05-06,-2.5818
2020-05-07,6.861
2020-05-08,5.2907
2020-05-11,-4.1874
2020-05-12,-4.5889
2020-05-13,-6.9281
2020-05-14,3.4143
2020-05-15,0.6841
2020-05-18,8.6263
2020-05-19,-3.9978
2020-05-20,2.3229
2020-05-21,2.4363
2020-05-22,-0.1892
2020-05-26,5.9572
2020-05-27,4.7534
2020-05-28,-0.4635
2020-05-29,-3.9706
2020-06-01,2.3304
2020-06-02,0.4808
2020-06-03,8.3606
2020-06-04,3.7416
2020-06-05,5.3987
2020-06-08,3.5494
2020-06-09,-2.9762
2020-06-10,-6.1984
2020-06-11,-9.6752
2020-06-12,4.5693
2020-06-15,2.6982
2020-06-16,2.7668
2020-06-17,-3.0543
2020-06-18,-1.4002
2020-06-19,-0.1893
2020-06-22,-2.1816
2020-06-23,1.5514999999999999
2020-06-24,-5.6099
2020-06-25,1.1634
2020-06-26,-2.15
2020-06-29,3.0915
2020-06-30,2.9492000000000003
2020-07-01,-3.3221
2020-07-02,1.5687
2020-07-06,3.6038
2020-07-07,-2.9579
2020-07-08,2.097
2020-07-09,-4.8006
2020-07-10,5.0928
2020-07-13,-0.0716
2020-07-14,1.6006
2020-07-15,4.7731
2020-07-16,0.4488
2020-07-17,-0.5585
2020-07-20,-1.4603
2020-07-21,2.1432
2020-07-22,0.4018
2020-07-23,0.0889
2020-07-24,-0.5553
2020-07-27,-0.134
2020-07-28,-2.8629
2020-07-29,1.0246
2020-07-30,-3.2479
2020-07-31,-0.0471
2020-08-03,1.2727
2020-08-04,0.6283
2020-08-05,3.2609
2020-08-06,-3.8074
2020-08-07,3.1898
2020-08-10,2.7978
2020-08-11,1.3498999999999999
2020-08-12,-1.6134
2020-08-13,-1.1996
2020-08-14,0.7464
2020-08-17,-1.8134000000000001
2020-08-18,-1.4414
2020-08-19,-0.16
2020-08-20,-1.2589000000000001
2020-08-21,-1.2401
2020-08-24,4.7295
2020-08-25,-0.6948
2020-08-26,-1.3654
2020-08-27,1.4529
2020-08-28,-0.0226
2020-08-31,-3.7446
2020-09-01,1.8285
2020-09-02,0.9795
2020-09-03,-1.8014000000000001
2020-09-04,2.1167
2020-09-08,-3.0631
2020-09-09,-0.5702
2020-09-10,-2.5806
2020-09-11,0.7358
2020-09-14,0.6087
2020-09-15,-3.3156
2020-09-16,4.1552
2020-09-17,-0.769
2020-09-18,-2.7367
2020-09-21,-2.8884
2020-09-22,-0.4615
2020-09-23,-2.6532999999999998
2020-09-24,1.1643
2020-09-25,1.0463
2020-09-28,3.8053
2020-09-29,-0.0998
2020-09-30,0.5242
2020-10-01,0.2235
2020-10-02,1.7096
2020-10-05,2.0219
2020-10-06,-0.3582
2020-10-07,3.259
2020-10-08,0.8355
2020-10-09,-2.2555
2020-10-12,0.777
2020-10-13,-3.6215
2020-10-14,-0.0242
2020-10-15,0.7759
2020-10-16,-0.8662
2020-10-19,-0.801
2020-10-20,0.8441
2020-10-21,-0.3154
2020-10-22,4.515
2020-10-23,1.3507
2020-10-26,-3.5156
2020-10-27,-6.2872
2020-10-28,-2.7954
2020-10-29,2.2745
2020-10-30,0.2556
2020-11-02,1.2494
2020-11-03,5.2632
2020-11-04,-0.1914
2020-11-05,3.092
2020-11-06,-3.8131
2020-11-09,15.1559
2020-11-10,-0.8396
2020-11-11,-3.5775
2020-11-12,-2.1076
2020-11-13,3.8349
2020-11-16,4.3629
2020-11-17,1.3866
2020-11-18,0.0
2020-11-19,-0.1225
2020-11-20,0.1431
2020-11-23,3.3468999999999998
2020-11-24,3.8705
2020-11-25,-1.1407
2020-11-27,-1.1538
2020-11-30,-3.1323
2020-12-01,0.7833
2020-12-02,2.499
2020-12-03,0.9831
2020-12-04,1.7913000000000001
2020-12-07,-3.0031
2020-12-08,0.1183
2020-12-09,-1.4182000000000001
2020-12-10,-0.4595
2020-12-11,-2.1076
2020-12-14,-1.9479
2020-12-15,1.0874
2020-12-16,-0.2482
2020-12-17,0.3733
2020-12-18,-0.9298
2020-12-21,-0.9385
2020-12-22,-0.2105
2020-12-23,2.4051
2020-12-24,-0.1236
2020-12-28,0.4125
2020-12-29,-0.5957
2020-12-30,0.806
2020-12-31,1.7015
2021-01-04,-2.6204
2021-01-05,1.035
2021-01-06,4.6917
2021-01-07,1.2524
2021-01-08,0.2319
2021-01-11,-0.1157
2021-01-12,1.4672
2021-01-13,0.2664
2021-01-14,1.8975
2021-01-15,-0.7263
2021-01-19,1.8946
2021-01-20,-1.1782
2021-01-21,-0.3726
2021-01-22,-0.0374
2021-01-25,-0.7856
2021-01-26,-1.2631999999999999
