ticker,ORCL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-16,-0.0312
2013-07-17,0.5
2013-07-18,-0.4664
2013-07-19,-0.4686
2013-07-22,0.0314
2013-07-23,0.6275
2013-07-24,0.9978
2013-07-25,-0.0617
2013-07-26,0.5252
2013-07-29,-0.1844
2013-07-30,0.2155
2013-07-31,-0.6144
2013-08-01,1.2365
2013-08-02,-0.5496
2013-08-05,0.6448
2013-08-06,0.6711
2013-08-07,-0.5455
2013-08-08,0.6094
2013-08-09,-0.3028
2013-08-12,1.0024
2013-08-13,0.0
2013-08-14,0.9624
2013-08-15,-2.5022
2013-08-16,-0.9777
2013-08-19,-1.0799
2013-08-20,0.4367
2013-08-21,0.3106
2013-08-22,0.3096
2013-08-23,-1.9444
2013-08-26,1.7941
2013-08-27,-1.7316
2013-08-28,-0.3776
2013-08-29,0.1263
2013-08-30,0.5047
2013-09-03,0.5022
2013-09-04,0.9369
2013-09-05,-0.1856
2013-09-06,-0.186
2013-09-09,1.7081
2013-09-10,0.3359
2013-09-11,0.4869
2013-09-12,-0.6965
2013-09-13,-1.0064
2013-09-16,1.5712000000000002
2013-09-17,0.8796
2013-09-18,1.834
2013-09-19,0.059
2013-09-20,0.4721
2013-09-23,-0.3231
2013-09-24,-0.8839
2013-09-25,0.6837
2013-09-26,-0.1771
2013-09-27,-0.0887
2013-09-30,-1.8058
2013-10-01,0.9949
2013-10-02,0.5373
2013-10-03,-1.3064
2013-10-04,0.2708
2013-10-07,-1.1141
2013-10-08,-1.4312
2013-10-09,-0.5561
2013-10-10,2.4852
2013-10-11,0.8184
2013-10-14,0.0601
2013-10-15,-1.5925
2013-10-16,0.8244
2013-10-17,-0.4543
2013-10-18,0.0913
2013-10-21,0.152
2013-10-22,-0.1517
2013-10-23,-0.6079
2013-10-24,1.1315
2013-10-25,0.2419
2013-10-28,-0.0302
2013-10-29,1.72
2013-10-30,-0.534
2013-10-31,-0.0895
2013-11-01,0.0896
2013-11-04,0.5368
2013-11-05,-0.623
2013-11-06,1.7015
2013-11-07,-0.2055
2013-11-08,1.0294
2013-11-11,0.0582
2013-11-12,0.9601
2013-11-13,0.8646
2013-11-14,-1.7713999999999999
2013-11-15,1.5707
2013-11-18,0.0286
2013-11-19,-0.4867
2013-11-20,-0.0288
2013-11-21,0.5468
2013-11-22,-0.3148
2013-11-25,-0.1436
2013-11-26,0.4313
2013-11-27,1.0306
2013-11-29,0.0
2013-12-02,-0.5951
2013-12-03,-0.0285
