ticker,EVHC UN Equity
2017-04-26,0.6183
2017-04-27,0.1084
2017-04-28,1.1554
2017-05-01,0.2677
2017-05-02,3.8092
2017-05-03,-0.1715
2017-05-04,-0.7901
2017-05-05,-0.3636
2017-05-08,-2.311
2017-05-09,-0.4091
2017-05-10,1.1966
2017-05-11,1.359
2017-05-12,-1.4975
2017-05-15,1.4672
2017-05-16,-2.1777
2017-05-17,-0.8192
2017-05-18,0.3053
2017-05-19,0.0895
2017-05-22,-0.3577
2017-05-23,-0.2693
2017-05-24,-0.216
2017-05-25,1.0642
2017-05-26,-1.517
2017-05-30,-0.5799
2017-05-31,-0.4557
2017-06-01,2.3988
2017-06-02,-0.3398
2017-06-05,-0.5563
2017-06-06,-0.5594
2017-06-07,-0.3811
2017-06-08,-0.5282
2017-06-09,2.82
2017-06-12,1.4248
2017-06-13,-0.3863
2017-06-14,1.7804
2017-06-15,-0.052
2017-06-16,1.5941999999999998
2017-06-19,0.3923
2017-06-20,-1.2232
2017-06-21,0.172
2017-06-22,3.5371
2017-06-23,0.5804
2017-06-26,2.5721
2017-06-27,0.7394
2017-06-28,1.101
2017-06-29,-1.8939
2017-06-30,0.8205
2017-07-03,-2.0265
2017-07-05,1.4495
2017-07-06,-2.7452
2017-07-07,1.7663
2017-07-10,-1.3139
2017-07-11,0.526
2017-07-12,1.1609
2017-07-13,-0.9213
2017-07-14,0.7993
2017-07-17,-0.2266
2017-07-18,-0.8273
2017-07-19,1.7828
2017-07-20,1.1409
2017-07-21,-0.5243
2017-07-24,-3.7215
2017-07-25,-2.3225
2017-07-26,-1.2398
2017-07-27,-2.356
2017-07-28,-1.0919
2017-07-31,0.4808
2017-08-01,-0.7974
2017-08-02,-2.1972
2017-08-03,0.1279
2017-08-04,1.7694
2017-08-07,-1.3264
2017-08-08,0.9083
2017-08-09,-2.1602
2017-08-10,-2.9071
2017-08-11,0.2274
2017-08-14,-2.9684
2017-08-15,-0.9938
2017-08-16,0.4133
2017-08-17,-2.2344
2017-08-18,0.6616
2017-08-21,2.0912
2017-08-22,0.2926
2017-08-23,-1.0504
2017-08-24,-0.0983
2017-08-25,2.4203
2017-08-28,-0.999
2017-08-29,-0.7762
2017-08-30,0.7628
2017-08-31,1.7275
2017-09-01,-0.1908
2017-09-05,-2.6381
2017-09-06,-4.2411
2017-09-07,-0.5536
2017-09-08,1.5464
2017-09-11,2.7817
2017-09-12,-0.6519
2017-09-13,-1.0738
2017-09-14,-1.005
2017-09-15,-1.5431
2017-09-18,-1.6911
2017-09-19,-9.5658
2017-09-20,2.9228
2017-09-21,0.879
2017-09-22,-0.1564
2017-09-25,-2.3943
2017-09-26,-0.8024
2017-09-27,-1.0862
2017-09-28,2.8037
2017-09-29,2.1591
2017-10-02,0.0445
2017-10-03,-0.2668
2017-10-04,-0.6243
2017-10-05,0.0
2017-10-06,-0.0673
2017-10-09,-3.6147
2017-10-10,-1.2812000000000001
2017-10-11,-1.2742
2017-10-12,-0.4541
2017-10-13,-2.1849
2017-10-16,1.7428
2017-10-17,0.7961
2017-10-18,-2.7046
2017-10-19,10.8979
2017-10-20,0.1109
2017-10-23,-2.1715
2017-10-24,-1.2458
2017-10-25,-2.3165
2017-10-26,1.5966
2017-10-27,0.3004
2017-10-30,-3.1106
2017-10-31,1.308
2017-11-01,-34.2019
2017-11-02,-2.7827
2017-11-03,-0.7706
2017-11-06,-0.7027
2017-11-07,-4.2086
2017-11-08,-3.6159
2017-11-09,3.7919
2017-11-10,-3.0315
2017-11-13,3.6473
2017-11-14,10.286200000000001
2017-11-15,-0.3156
2017-11-16,2.8843
2017-11-17,-0.6838
2017-11-20,-0.2065
2017-11-21,3.484
2017-11-22,0.2
2017-11-24,-0.5323
2017-11-27,0.5686
2017-11-28,2.1616
2017-11-29,3.6132999999999997
2017-11-30,0.3142
2017-12-01,-3.7269
2017-12-04,0.2928
2017-12-05,1.2974
2017-12-06,-2.2414
2017-12-07,2.1946
2017-12-08,2.7885
2017-12-11,2.5881
2017-12-12,1.5198
2017-12-13,-0.0898
2017-12-14,-1.2286
2017-12-15,4.0655
2017-12-18,-1.2828
2017-12-19,-2.1264
2017-12-20,-1.5691000000000002
2017-12-21,5.8246
2017-12-22,-0.4056
2017-12-26,-1.8615
2017-12-27,2.4303
2017-12-28,0.2315
2017-12-29,-0.2309
2018-01-02,1.794
2018-01-03,-0.5117
2018-01-04,1.1429
2018-01-05,-1.1299
2018-01-08,0.1714
2018-01-09,-0.3993
2018-01-10,0.4296
2018-01-11,2.2241
2018-01-12,-0.3626
2018-01-16,-1.8477000000000001
2018-01-17,-0.7131
2018-01-18,0.1436
2018-01-19,2.7826
2018-01-22,0.7815
2018-01-23,-0.8585
2018-01-24,0.5307
2018-01-25,0.389
2018-01-26,1.0518
2018-01-29,1.1504
2018-01-30,-1.8683999999999998
2018-01-31,-0.6898
2018-02-01,-0.8058
2018-02-02,-1.9607999999999999
2018-02-05,-3.4857
2018-02-06,2.7235
2018-02-07,0.3458
2018-02-08,1.4934
2018-02-09,4.2728
2018-02-12,-0.4342
2018-02-13,-0.7632
2018-02-14,2.4993
2018-02-15,2.0096
2018-02-16,-0.9719
2018-02-20,-0.8223
2018-02-21,0.3744
2018-02-22,0.3464
2018-02-23,-1.248
2018-02-26,-1.3982
2018-02-27,0.1909
2018-02-28,4.7904
2018-03-01,3.9481
2018-03-02,0.075
2018-03-05,0.9238
2018-03-06,3.1667
2018-03-07,2.542
2018-03-08,0.0702
2018-03-09,0.2337
2018-03-12,1.4456
2018-03-13,-1.8157
2018-03-14,-7.7481
2018-03-15,1.218
2018-03-16,-2.2061
2018-03-19,-2.5122
2018-03-20,0.0263
2018-03-21,0.7098
2018-03-22,-2.036
2018-03-23,1.0125
2018-03-26,0.3693
2018-03-27,0.9724
2018-03-28,0.026
2018-03-29,0.0
2018-04-02,-1.249
2018-04-03,0.7905
2018-04-04,1.2288000000000001
2018-04-05,0.4649
2018-04-06,-2.8535
2018-04-09,2.3287
2018-04-10,-7.3442
2018-04-11,3.7957
2018-04-12,1.5327
2018-04-13,-0.9004
2018-04-16,1.8974
2018-04-17,-0.0262
2018-04-18,0.9444
2018-04-19,-1.2993999999999999
2018-04-20,-1.5008
2018-04-23,-0.2673
2018-04-24,-0.7505
2018-04-25,2.8625
2018-04-26,-2.2053
2018-04-27,1.3423
2018-04-30,-1.5364
2018-05-01,0.4843
2018-05-02,0.8032
2018-05-03,-1.5936
2018-05-04,0.6748
2018-05-07,-1.0724
2018-05-08,5.3659
2018-05-09,4.7068
2018-05-10,4.9865
2018-05-11,-0.9827
2018-05-14,-1.3705
2018-05-15,0.2156
2018-05-16,1.4822
2018-05-17,0.0471
2018-05-18,-1.1067
2018-05-21,3.0714
2018-05-22,-0.8547
2018-05-23,0.3961
2018-05-24,0.2785
2018-05-25,0.8331
2018-05-29,0.2525
2018-05-30,-0.2976
2018-05-31,-1.5385
2018-06-01,2.5187
2018-06-04,-3.0937
2018-06-05,1.4319
2018-06-06,1.2729
2018-06-07,-1.8053
2018-06-08,1.5592000000000001
2018-06-11,2.3144
2018-06-12,-0.1344
2018-06-13,0.4261
2018-06-14,0.0
2018-06-15,-0.2456
2018-06-18,0.0672
2018-06-19,0.0
2018-06-20,0.1566
2018-06-21,-0.0447
2018-06-22,-0.1564
2018-06-25,-0.4924
2018-06-26,-0.1574
2018-06-27,-1.1714
2018-06-28,0.4787
2018-06-29,-0.1588
2018-07-02,0.6135
2018-07-03,-0.6549
2018-07-05,0.0227
2018-07-06,0.4318
2018-07-09,0.0226
2018-07-10,0.905
2018-07-11,0.3139
2018-07-12,-0.0671
2018-07-13,0.0
2018-07-16,-0.0447
2018-07-17,0.358
2018-07-18,-1.7168
2018-07-19,0.1588
2018-07-20,0.3398
2018-07-23,-0.0903
2018-07-24,0.0
2018-07-25,-0.4067
2018-07-26,-0.431
2018-07-27,0.7519
2018-07-30,0.1809
2018-07-31,-0.0903
2018-08-01,-0.2259
2018-08-02,0.3623
2018-08-03,0.1579
2018-08-06,-0.0676
2018-08-07,0.4959
2018-08-08,0.1795
2018-08-09,0.0448
2018-08-10,-0.0224
2018-08-13,0.0672
2018-08-14,0.6264
2018-08-15,-0.1779
2018-08-16,0.2895
2018-08-17,-0.1555
2018-08-20,0.3559
2018-08-21,0.1773
2018-08-22,0.0221
2018-08-23,-0.0442
2018-08-24,0.2434
2018-08-27,-0.0442
2018-08-28,0.1104
2018-08-29,0.1765
2018-08-30,-0.3523
2018-08-31,0.2431
2018-09-04,0.022
2018-09-05,-0.1543
2018-09-06,0.1325
2018-09-07,0.0661
2018-09-10,0.2423
2018-09-11,-0.1538
2018-09-12,0.2862
2018-09-13,-0.0658
2018-09-14,0.1098
2018-09-17,0.1975
2018-09-18,0.1095
2018-09-19,0.1094
2018-09-20,-0.0218
2018-09-21,-0.2185
2018-09-24,0.1095
2018-09-25,-0.2625
2018-09-26,0.1316
2018-09-27,0.1095
2018-09-28,0.0656
2018-10-01,0.2624
2018-10-02,0.1745
2018-10-03,-0.0218
2018-10-04,0.0218
2018-10-05,0.0653
2018-10-08,0.0
2018-10-09,0.0435
2018-10-10,0.0217
