ticker,EVHC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-05,2.632
2016-12-06,-0.0697
2016-12-07,-3.5007
2016-12-08,1.4742
2016-12-09,2.0937
2016-12-12,-2.6925
2016-12-13,-1.6631
2016-12-14,-3.7761
2016-12-15,-0.2121
2016-12-16,-0.0152
2016-12-19,-0.8352
2016-12-20,-0.291
2016-12-21,0.814
2016-12-22,-1.036
2016-12-23,0.585
2016-12-27,0.6734
2016-12-28,-1.7787
2016-12-29,-0.4643
2016-12-30,-1.5861
2017-01-03,0.0316
2017-01-04,5.0703
2017-01-05,-0.8719
2017-01-06,-0.4853
2017-01-09,2.484
2017-01-10,-3.0186
2017-01-11,2.6986
2017-01-12,1.2690000000000001
2017-01-13,-0.8256
2017-01-17,1.8879000000000001
2017-01-18,0.5544
2017-01-19,-2.1619
2017-01-20,-0.3559
2017-01-23,0.4614
2017-01-24,1.0074
2017-01-25,1.1294
2017-01-26,-1.3488
2017-01-27,0.1764
2017-01-30,-1.7610999999999999
2017-01-31,1.5835
2017-02-01,1.3235000000000001
2017-02-02,-0.0871
2017-02-03,0.799
2017-02-06,-0.735
2017-02-07,0.1597
2017-02-08,1.3479999999999999
2017-02-09,1.3587
2017-02-10,-3.4288
2017-02-13,-1.1543
2017-02-14,0.6504
2017-02-15,3.0695
2017-02-16,-1.3109
2017-02-17,3.3641
2017-02-21,1.2432
2017-02-22,-1.7246000000000001
2017-02-23,-0.9547
2017-02-24,1.1905999999999999
2017-02-27,1.4288
2017-02-28,-3.3283
2017-03-01,-6.3
2017-03-02,0.6403
2017-03-03,2.5754
2017-03-06,0.0591
2017-03-07,-2.3764
2017-03-08,0.9223
2017-03-09,-1.4981
2017-03-10,1.597
2017-03-13,-1.5569
2017-03-14,-2.0073
2017-03-15,0.4966
2017-03-16,-0.6794
2017-03-17,-0.653
2017-03-20,-1.1581
2017-03-21,-1.6941000000000002
2017-03-22,-0.3221
2017-03-23,0.614
2017-03-24,3.1797
2017-03-27,0.8249
2017-03-28,-1.3584
2017-03-29,-2.3787
2017-03-30,-1.6031
2017-03-31,-0.0978
2017-04-03,-0.5382
2017-04-04,-1.3281
2017-04-05,0.2991
2017-04-06,0.1325
2017-04-07,-0.4964
2017-04-10,0.8813
2017-04-11,0.1483
2017-04-12,-0.7571
2017-04-13,-0.3814
2017-04-17,-1.0654
2017-04-18,-1.3125
2017-04-19,-2.029
2017-04-20,-3.6547
2017-04-21,-1.4812
2017-04-24,1.2285
2017-04-25,-0.3985
