ticker,LNT UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5
2000-01-04,0.0
2000-01-05,4.8951
2000-01-06,0.0
2000-01-07,1.3333
2000-01-10,0.2193
2000-01-11,-0.2188
2000-01-12,1.0965
2000-01-13,0.8677
2000-01-14,-1.2903
2000-01-18,-0.6536
2000-01-19,0.8772
2000-01-20,3.9130000000000003
2000-01-21,11.9247
2000-01-24,3.5514
2000-01-25,-9.7473
2000-01-26,-2.2
2000-01-27,-0.6135
2000-01-28,-0.6276
2000-01-31,0.4211
2000-02-01,0.0
2000-02-02,-3.1447
2000-02-03,2.1645
2000-02-04,-1.4830999999999999
2000-02-07,0.0
2000-02-08,0.2151
2000-02-09,0.6438
2000-02-10,1.4925
2000-02-11,1.4706000000000001
2000-02-14,0.8282
2000-02-15,3.0801
2000-02-16,-0.7968
2000-02-17,-0.6024
2000-02-18,-2.2222
2000-02-22,-0.8264
2000-02-23,-1.6667
2000-02-24,-1.4830999999999999
2000-02-25,-2.1505
2000-02-28,-0.2198
2000-02-29,-0.8811
2000-03-01,-0.8889
2000-03-02,-1.3453
2000-03-03,-0.2273
2000-03-06,-0.6834
2000-03-07,1.3761
2000-03-08,3.3937
2000-03-09,0.0
2000-03-10,-0.8753
2000-03-13,-1.766
2000-03-14,-0.8989
2000-03-15,1.3605
2000-03-16,10.5145
2000-03-17,-5.0607
2000-03-20,0.8529
2000-03-21,-1.4799
2000-03-22,-2.5751
2000-03-23,2.6432
2000-03-24,-0.6438
2000-03-27,-2.1598
2000-03-28,-1.5453000000000001
2000-03-29,3.3632
2000-03-30,1.7354
2000-03-31,3.838
2000-04-03,-2.4641
2000-04-04,-1.0526
2000-04-05,2.3404
2000-04-06,-1.8711
2000-04-07,-0.8475
2000-04-10,0.8547
2000-04-11,0.8475
2000-04-12,0.6303
2000-04-13,0.8351
2000-04-14,-3.3125999999999998
2000-04-17,2.3555
2000-04-18,1.4644
2000-04-19,-1.0309
2000-04-20,0.2083
2000-04-24,0.8316
2000-04-25,1.0309
2000-04-26,5.102
2000-04-27,-2.5641
2000-04-28,-2.834
2000-05-01,-1.25
2000-05-02,-3.3755
2000-05-03,0.0
2000-05-04,4.5852
2000-05-05,-3.5491
2000-05-08,2.3810000000000002
2000-05-09,-2.1142
2000-05-10,1.0799
2000-05-11,1.9231
2000-05-12,-1.8868
2000-05-15,3.4188
2000-05-16,-1.4463
2000-05-17,-2.3061
2000-05-18,1.073
2000-05-19,-1.9108
2000-05-22,0.4329
