ticker,BBBY UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.036
2000-01-04,-6.25
2000-01-05,1.4141
2000-01-06,2.3904
2000-01-07,4.4747
2000-01-10,5.0279
2000-01-11,-6.383
2000-01-12,0.0
2000-01-13,5.303
2000-01-14,-1.0791
2000-01-18,-3.6364
2000-01-19,-2.4528
2000-01-20,-7.7369
2000-01-21,-5.87
2000-01-24,-5.5679
2000-01-25,2.5943
2000-01-26,-1.3793
2000-01-27,3.2634
2000-01-28,-0.4515
2000-01-31,-1.3605
2000-02-01,13.1034
2000-02-02,0.2033
2000-02-03,0.2028
2000-02-04,3.8462
2000-02-07,-4.2885
2000-02-08,2.0367
2000-02-09,-1.5968
2000-02-10,2.4341
2000-02-11,-5.1485
2000-02-14,2.5052
2000-02-15,1.6293
2000-02-16,-10.4208
2000-02-17,1.1186
2000-02-18,-10.6195
2000-02-22,0.7426
2000-02-23,4.4226
2000-02-24,-8.2353
2000-02-25,-1.7949000000000002
2000-02-28,9.1384
2000-02-29,8.612400000000001
2000-03-01,-5.7269
2000-03-02,1.8692
2000-03-03,-1.3761
2000-03-06,-10.4651
2000-03-07,-4.1558
2000-03-08,2.439
2000-03-09,1.8519
2000-03-10,-1.8182
2000-03-13,-3.7037
2000-03-14,0.2747
2000-03-15,18.0822
2000-03-16,15.7773
2000-03-17,2.4048
2000-03-20,-2.7397
2000-03-21,4.0241
2000-03-22,-7.7369
2000-03-23,-1.2579
2000-03-24,-0.2123
2000-03-27,3.617
2000-03-28,4.3121
2000-03-29,5.5118
2000-03-30,30.2239
2000-03-31,-9.7421
2000-04-03,0.6349
2000-04-04,2.6814
2000-04-05,0.3072
2000-04-06,1.6844999999999999
2000-04-07,0.0
2000-04-10,-8.1325
2000-04-11,6.3934
2000-04-12,4.6225000000000005
2000-04-13,-4.9705
2000-04-14,-11.8171
2000-04-17,8.7873
2000-04-18,0.6462
2000-04-19,-3.8523
2000-04-20,4.3406
2000-04-24,0.48
2000-04-25,5.5732
2000-04-26,-4.3741
2000-04-27,-6.7823
2000-04-28,-0.6768
2000-05-01,-2.7257
2000-05-02,0.0
2000-05-03,-5.9545
2000-05-04,5.2142
2000-05-05,0.0
2000-05-08,-4.7788
2000-05-09,5.3903
2000-05-10,6.1728
2000-05-11,6.1462
2000-05-12,-2.5039
2000-05-15,3.8523
2000-05-16,-2.6275
2000-05-17,-5.2381
2000-05-18,-1.8425
2000-05-19,-1.7065000000000001
2000-05-22,3.9931
