ticker,GME UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-02-14,-0.4975
2002-02-15,-0.5
2002-02-19,-4.0201
2002-02-20,3.4031000000000002
2002-02-21,-0.2532
2002-02-22,-1.7766
2002-02-25,0.7752
2002-02-26,0.0
2002-02-27,-1.7949000000000002
2002-02-28,-0.2611
2002-03-01,1.4136
2002-03-04,1.7037
2002-03-05,-2.2843
2002-03-06,0.5195
2002-03-07,5.5297
2002-03-08,2.3506
2002-03-11,1.2919
2002-03-12,0.1417
2002-03-13,-0.8491
2002-03-14,-0.0951
2002-03-15,-3.0952
2002-03-18,-5.1597
2002-03-19,-3.1088
2002-03-20,-3.6364
2002-03-21,4.0511
2002-03-22,2.9333
2002-03-25,2.1762
2002-03-26,1.3185
2002-03-27,3.1031
2002-03-28,-1.9417
2002-04-01,-5.6931
2002-04-02,-2.1522
2002-04-03,-0.2146
2002-04-04,1.8817
2002-04-05,-2.4274
2002-04-08,-1.0276
2002-04-09,3.5519
2002-04-10,-0.1583
2002-04-11,-2.2199
2002-04-12,-1.3514
2002-04-15,1.6985999999999999
2002-04-16,2.3707
2002-04-17,4.2632
2002-04-18,0.0
2002-04-19,2.3221
2002-04-22,-1.332
2002-04-23,-2.25
2002-04-24,-0.7161
2002-04-25,-0.0515
2002-04-26,-0.7732
2002-04-29,-1.8182
2002-04-30,0.7937
2002-05-01,7.6115
2002-05-02,1.561
2002-05-03,-0.0961
2002-05-06,4.5673
2002-05-07,-1.1494
2002-05-08,4.186
2002-05-09,2.0089
2002-05-10,-3.4573
2002-05-13,-2.5385
2002-05-14,-3.2558
2002-05-15,-4.5673
2002-05-16,3.7782999999999998
2002-05-17,3.0583
2002-05-20,0.7065
2002-05-21,-4.3499
2002-05-22,3.912
2002-05-23,5.4588
2002-05-24,4.6854
2002-05-28,3.1969
2002-05-29,-2.5196
2002-05-30,-1.4407
2002-05-31,3.9983
2002-06-03,-3.8859
2002-06-04,0.7742
2002-06-05,-0.7682
2002-06-06,0.0
2002-06-07,-1.2903
2002-06-10,-1.9607999999999999
2002-06-11,1.1111
2002-06-12,-1.5385
2002-06-13,2.5
2002-06-14,-1.9599
2002-06-17,2.2657
2002-06-18,-2.172
2002-06-19,2.1314
2002-06-20,-4.7826
2002-06-21,-4.1096
2002-06-24,-2.2857
2002-06-25,-2.6316
2002-06-26,-5.1552
2002-06-27,5.5409
2002-06-28,4.95
2002-07-01,-5.9552
2002-07-02,-4.9645
2002-07-03,-1.3859
2002-07-05,2.7568
