ticker,WINMQ UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-11,0.6404
2009-12-14,-0.8182
2009-12-15,-1.6499000000000001
2009-12-16,1.0252
2009-12-17,-0.6458
2009-12-18,0.5571
2009-12-21,2.4007
2009-12-22,1.3526
2009-12-23,0.8897
2009-12-24,1.2346
2009-12-28,1.1324
2009-12-29,-2.2394
2009-12-30,-0.3604
2009-12-31,-0.6329
2010-01-04,1.0919
2010-01-05,-0.27
2010-01-06,-0.722
2010-01-07,-0.1818
2010-01-08,-0.9107
2010-01-11,-0.1838
2010-01-12,-1.5654
2010-01-13,0.2806
2010-01-14,0.7463
2010-01-15,-1.3889
2010-01-19,2.5352
2010-01-20,-1.0073
2010-01-21,-1.8500999999999999
2010-01-22,-0.5655
2010-01-25,1.5166
2010-01-26,-1.4939
2010-01-27,-1.0427
2010-01-28,-0.1916
2010-01-29,-1.0557
2010-02-01,-0.582
2010-02-02,2.8293
2010-02-03,-0.1898
2010-02-04,-3.2319
2010-02-05,-1.7682
2010-02-08,-0.1
2010-02-09,1.3013
2010-02-10,0.6917
2010-02-11,-0.6869
2010-02-12,0.5929
2010-02-16,1.1788
2010-02-17,2.0388
2010-02-18,1.6175000000000002
2010-02-19,-3.2772
2010-02-22,-1.2585
2010-02-23,-0.6863
2010-02-24,0.691
2010-02-25,-1.2745
2010-02-26,0.5958
2010-03-01,1.5795
2010-03-02,0.9718
2010-03-03,-1.3474
2010-03-04,0.1951
2010-03-05,0.9737
2010-03-08,2.3144
2010-03-09,1.131
2010-03-10,0.932
2010-03-11,-0.1847
2010-03-12,1.3876
2010-03-15,1.4599
2010-03-16,-0.4496
2010-03-17,1.5356999999999998
2010-03-18,0.3559
2010-03-19,-2.6596
2010-03-22,2.459
2010-03-23,0.6222
2010-03-24,-0.8834
2010-03-25,-0.2674
2010-03-26,0.4468
2010-03-29,-0.1779
2010-03-30,-0.4558
2010-03-31,-0.2747
2010-04-01,0.4591
2010-04-05,1.2797
2010-04-06,-0.361
2010-04-07,-0.4529
2010-04-08,0.091
2010-04-09,-0.3636
2010-04-12,0.4562
2010-04-13,0.0
2010-04-14,0.4541
2010-04-15,0.5425
2010-04-16,-1.259
2010-04-19,0.1821
2010-04-20,1.0
2010-04-21,-0.27
2010-04-22,0.0903
2010-04-23,0.2705
2010-04-26,-0.7194
2010-04-27,-0.4529
2010-04-28,0.182
2010-04-29,1.1807
2010-04-30,-0.8079
2010-05-03,1.086
2010-05-04,-1.4324
2010-05-05,-0.0908
