ticker,ADI UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-03,-2.0551
2012-04-04,-0.998
2012-04-05,0.2585
2012-04-09,-1.9335
2012-04-10,-1.1304
2012-04-11,0.8508
2012-04-12,2.3728
2012-04-13,-2.0345
2012-04-16,-0.2892
2012-04-17,1.8719000000000001
2012-04-18,-0.647
2012-04-19,-0.2865
2012-04-20,-1.2278
2012-04-23,-1.5604
2012-04-24,0.6448
2012-04-25,0.9877
2012-04-26,1.4539
2012-04-27,1.5373
2012-04-30,0.0257
2012-05-01,0.1539
2012-05-02,-0.1281
2012-05-03,-2.0262000000000002
2012-05-04,-1.8325
2012-05-07,-0.16
2012-05-08,0.0267
2012-05-09,-0.9613
2012-05-10,0.1078
2012-05-11,0.5386
2012-05-14,-0.375
2012-05-15,-0.7798
2012-05-16,-1.4905
2012-05-17,-1.8432
2012-05-18,-1.6536
2012-05-21,2.2229
2012-05-22,-0.1951
2012-05-23,-0.3352
2012-05-24,0.8969
2012-05-25,0.5278
2012-05-29,1.9619
2012-05-30,-1.2195
2012-05-31,0.6086
2012-06-01,-1.7322
2012-06-04,-0.1679
2012-06-05,1.4294
2012-06-06,3.1224
2012-06-07,-1.2862
2012-06-08,0.7058
2012-06-11,-2.0216
2012-06-12,2.6135
2012-06-13,-1.8231000000000002
2012-06-14,-0.4915
2012-06-15,1.2898
2012-06-18,1.7610000000000001
2012-06-19,1.1715
2012-06-20,0.7105
2012-06-21,-2.4824
2012-06-22,1.0986
2012-06-25,-2.0408
2012-06-26,-0.8929
2012-06-27,1.2285
2012-06-28,-1.5102
2012-06-29,3.149
2012-07-02,-1.1415
2012-07-03,0.1074
2012-07-05,0.4024
2012-07-06,-2.164
2012-07-09,-0.8465
2012-07-10,-0.5233
2012-07-11,0.8859
2012-07-12,-1.674
2012-07-13,1.7862
2012-07-16,-0.7678
2012-07-17,1.05
2012-07-18,2.7892
2012-07-19,1.0641
2012-07-20,-1.2635
2012-07-23,-1.3862999999999999
2012-07-24,-0.7299
2012-07-25,3.3497
2012-07-26,1.0013
2012-07-27,2.7133000000000003
2012-07-30,-0.381
2012-07-31,-0.357
2012-08-01,0.6909
2012-08-02,-0.6861
2012-08-03,1.8424
2012-08-06,0.1005
2012-08-07,0.4267
2012-08-08,0.4249
2012-08-09,0.448
2012-08-10,0.1734
2012-08-13,0.2473
2012-08-14,-0.6168
2012-08-15,0.3724
2012-08-16,1.0388
2012-08-17,-0.0734
2012-08-20,-0.6859
2012-08-21,-0.4933
