ticker,3286728Q UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4935
2000-01-04,-6.2334
2000-01-05,-1.8182
2000-01-06,5.3241
2000-01-07,8.1319
2000-01-10,13.0081
2000-01-11,0.6745
2000-01-12,-11.255
2000-01-13,2.315
2000-01-14,18.4456
2000-01-18,6.3953
2000-01-19,-1.9516
2000-01-20,8.4793
2000-01-21,-1.4312
2000-01-24,-1.7126000000000001
2000-01-25,-1.3636
2000-01-26,0.1152
2000-01-27,5.7921
2000-01-28,-4.2785
2000-01-31,-9.2424
2000-02-01,0.8347
2000-02-02,-2.9387
2000-02-03,-0.7249
2000-02-04,3.0928
2000-02-07,-0.4167
2000-02-08,4.1004
2000-02-09,2.2508
2000-02-10,0.6289
2000-02-11,-0.5078
2000-02-14,0.3926
2000-02-15,-4.8885
2000-02-16,1.8502999999999998
2000-02-17,0.1211
2000-02-18,1.2903
2000-02-22,1.2739
2000-02-23,1.5723
2000-02-24,10.3715
2000-02-25,21.7391
2000-02-28,-5.2604
2000-02-29,2.6764
2000-03-01,0.4147
2000-03-02,3.3628
2000-03-03,14.0982
2000-03-06,18.059
2000-03-07,-20.1695
2000-03-08,-5.5202
2000-03-09,4.382
2000-03-10,-1.0226
2000-03-13,-3.9695
2000-03-14,-4.983
2000-03-15,-2.3242
2000-03-16,2.9896000000000003
2000-03-17,-4.2654
2000-03-20,-10.8911
2000-03-21,-0.0694
2000-03-22,12.5782
2000-03-23,5.1852
2000-03-24,-6.1033
2000-03-27,-3.0
2000-03-28,-7.4742
2000-03-29,-7.8690999999999995
2000-03-30,-1.4361
2000-03-31,18.4049
2000-04-03,-8.5492
2000-04-04,-3.6827
2000-04-05,16.3235
2000-04-06,6.0051
2000-04-07,-1.7292999999999998
2000-04-10,-0.9709
2000-04-11,-12.5
2000-04-12,-8.1232
2000-04-13,-4.878
2000-04-14,-15.0641
2000-04-17,20.6604
2000-04-18,-2.2674
2000-04-19,0.8
2000-04-20,-5.2381
2000-04-24,-3.6013
2000-04-25,10.512599999999999
2000-04-26,0.7075
2000-04-27,-25.0585
2000-04-28,0.0
2000-05-01,8.8542
2000-05-02,-6.6029
2000-05-03,2.0492
2000-05-04,2.8112
2000-05-05,0.0
2000-05-08,-1.9531
2000-05-09,-4.7809
2000-05-10,-3.0335
2000-05-11,0.5394
2000-05-12,3.5408
2000-05-15,-6.5285
2000-05-16,7.2062
2000-05-17,5.3775
2000-05-18,-1.8646
2000-05-19,-3.2
2000-05-22,-4.9587
