ticker,TFCF UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-30,0.6445
2008-12-31,2.2412
2009-01-02,6.1587
2009-01-05,-0.295
2009-01-06,3.5503
2009-01-07,-6.5714
2009-01-08,-1.0194
2009-01-09,-2.4717000000000002
2009-01-12,-3.1679
2009-01-13,0.2181
2009-01-14,-4.7878
2009-01-15,-1.6
2009-01-16,0.2323
2009-01-20,-8.8065
2009-01-21,7.2427
2009-01-22,-6.2796
2009-01-23,-4.0455
2009-01-26,0.527
2009-01-27,-2.097
2009-01-28,10.174
2009-01-29,-7.4119
2009-01-30,-4.9869
2009-02-02,1.6575
2009-02-03,2.3098
2009-02-04,-3.7185
2009-02-05,2.7586
2009-02-06,3.0872
2009-02-09,-2.2135
2009-02-10,-6.6578
2009-02-11,2.5678
2009-02-12,0.6954
2009-02-13,-0.1381
2009-02-17,-5.6708
2009-02-18,-0.5865
2009-02-19,-1.4748999999999999
2009-02-20,0.0
2009-02-23,-4.3413
2009-02-24,6.2598
2009-02-25,-0.8837
2009-02-26,-4.1605
2009-02-27,-2.9457
2009-03-02,-4.1534
2009-03-03,1.5
2009-03-04,5.4187
2009-03-05,-5.1402
2009-03-06,-1.4778
2009-03-09,-4.8333
2009-03-10,9.7345
2009-03-11,2.5806
2009-03-12,2.9874
2009-03-13,3.3588
2009-03-16,0.4431
2009-03-17,4.7059
2009-03-18,2.9494
2009-03-19,-4.0928
2009-03-20,-1.9915
2009-03-23,11.4659
2009-03-24,-0.2604
2009-03-25,1.3054999999999999
2009-03-26,4.3814
2009-03-27,-1.8519
2009-03-30,-5.4088
2009-03-31,2.3936
2009-04-01,3.8961
2009-04-02,6.75
2009-04-03,2.9274
2009-04-06,-2.7304
2009-04-07,-4.0936
2009-04-08,0.3659
2009-04-09,6.0753
2009-04-13,-1.1455
2009-04-14,-2.781
2009-04-15,1.0727
2009-04-16,6.0142
2009-04-17,4.2269
2009-04-20,-8.9648
2009-04-21,1.9929999999999999
2009-04-22,0.4598
2009-04-23,-1.0297
2009-04-24,3.1214
2009-04-27,-4.7085
2009-04-28,-1.1764999999999999
2009-04-29,7.0238
2009-04-30,1.4461
2009-05-01,1.5351
2009-05-04,6.4795
2009-05-05,1.6227
2009-05-06,6.2874
2009-05-07,1.1268
2009-05-08,3.0641
2009-05-11,-3.4234
2009-05-12,-0.5597
2009-05-13,-7.0356
2009-05-14,3.1282
2009-05-15,-2.544
2009-05-18,5.7229
2009-05-19,0.1899
2009-05-20,-1.5166
