ticker,519239Q UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-11-08,1.3514
2002-11-11,-3.2
2002-11-12,0.551
2002-11-13,-2.4657999999999998
2002-11-14,-1.1938
2002-11-15,0.8529
2002-11-18,-1.8323
2002-11-19,1.2204
2002-11-20,-1.5603
2002-11-21,-1.2968
2002-11-22,3.1387
2002-11-25,-1.2739
2002-11-26,2.1505
2002-11-27,4.7018
2002-11-29,0.5362
2002-12-02,4.6667
2002-12-03,-0.7643
2002-12-04,-0.4493
2002-12-05,1.5474
2002-12-06,0.6349
2002-12-09,-1.8927
2002-12-10,2.1222
2002-12-11,1.7003
2002-12-12,0.1238
2002-12-13,-1.6078999999999999
2002-12-16,1.5085
2002-12-17,-0.8669
2002-12-18,-3.0606
2002-12-19,-3.0284
2002-12-20,1.4618
2002-12-23,2.0956
2002-12-24,0.8339
2002-12-26,-0.827
2002-12-27,-0.3849
2002-12-30,-0.1288
2002-12-31,1.4828999999999999
2003-01-02,4.0025
2003-01-03,-1.0385
2003-01-06,1.7284000000000002
2003-01-07,-1.335
2003-01-08,-1.7835
2003-01-09,-0.5009
2003-01-10,0.6293
2003-01-13,-0.2502
2003-01-14,1.1912
2003-01-15,-0.5576
2003-01-16,-0.0623
2003-01-17,-1.995
2003-01-21,-1.0814
2003-01-22,-3.6013
2003-01-23,1.7345000000000002
2003-01-24,-1.6393
2003-01-27,-1.6667
2003-01-28,0.8814
2003-01-29,0.0672
2003-01-30,-4.634
2003-01-31,3.2394
2003-02-03,-0.6821
2003-02-04,-2.9533
2003-02-05,-0.92
2003-02-06,-0.7857
2003-02-07,-2.0878
2003-02-10,-0.1471
2003-02-11,-5.3756
2003-02-12,0.0
2003-02-13,-14.4747
2003-02-14,5.0955
2003-02-18,-2.0779
2003-02-19,2.122
2003-02-20,-0.1732
2003-02-21,-0.6938
2003-02-24,-1.31
2003-02-25,-1.5044
2003-02-26,-3.8634
2003-02-27,4.486
2003-02-28,-0.7156
2003-03-03,-1.5314999999999999
2003-03-04,-1.6468
2003-03-05,-1.0233
2003-03-06,-3.2895
2003-03-07,0.5831
2003-03-10,-17.6812
2003-03-11,-6.1033
2003-03-12,10.0
2003-03-13,-0.3409
2003-03-14,2.1665
2003-03-17,4.4643
2003-03-18,0.2137
2003-03-19,0.3198
2003-03-20,1.169
2003-03-21,1.3655
2003-03-24,-3.8342
2003-03-25,0.2155
2003-03-26,0.0
2003-03-27,2.1505
2003-03-28,1.8947
2003-03-31,-2.8926
