ticker,HBAN UA Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-08-13,-1.0725
2002-08-14,2.7362
2002-08-27,0.2513
2002-08-28,-1.1529
2002-08-29,1.5213
2002-08-30,0.8492
2002-09-03,-2.9718
2002-09-04,1.3272
2002-09-05,0.1511
2002-09-06,0.2515
2002-09-09,1.5053
2002-09-10,-2.175
2002-09-11,0.1516
2002-09-12,-3.5822000000000003
2002-09-13,1.1512
2002-09-16,0.0
2002-09-17,-0.6725
2002-09-18,-0.4167
2002-09-19,-4.0084
2002-09-20,1.3736
2002-09-23,-0.4336
2002-09-24,-1.6331
2002-09-25,2.1029
2002-09-26,2.71
2002-09-27,-1.0554
2002-09-30,-2.4533
2002-10-01,3.4445
2002-10-02,-2.7484
2002-10-03,-5.0
2002-10-04,-1.8879000000000001
2002-10-07,-5.3644
2002-10-08,5.915
2002-10-09,-2.7923
2002-10-10,5.0269
2002-10-11,3.2479
2002-10-14,1.9316
2002-10-15,3.2485
2002-10-16,0.1573
2002-10-17,0.7853
2002-10-18,0.9351
2002-10-21,0.8749
2002-10-22,-1.8367
2002-10-23,1.1435
2002-10-24,-0.925
2002-10-25,0.0519
2002-10-28,-0.5184
2002-10-29,-1.4591
2002-10-30,0.5817
2002-10-31,-0.8938
2002-11-01,3.2891
2002-11-04,-0.6163
2002-11-05,-0.155
2002-11-06,-2.4327
2002-11-07,-3.183
2002-11-08,0.1096
2002-11-11,-1.2589000000000001
2002-11-12,0.2772
2002-11-13,-0.2211
2002-11-14,2.2161
2002-11-15,0.9214
2002-11-18,-1.0741
2002-11-19,0.3257
2002-11-20,2.4892
2002-11-21,3.4847
2002-11-22,0.2041
2002-11-25,0.7637
2002-11-26,-1.4654
2002-11-27,1.2308
2002-11-29,-0.6586
2002-12-02,-0.6629
2002-12-03,-1.4374
2002-12-04,-0.6771
2002-12-05,-0.7341
2002-12-06,0.1585
2002-12-09,-1.1076
2002-12-10,0.6933
2002-12-11,0.1589
2002-12-12,0.2644
2002-12-13,-0.6857
2002-12-16,1.3808
2002-12-17,-0.3143
2002-12-18,-1.051
2002-12-19,-0.8034
2002-12-20,2.5378
2002-12-23,-0.1053
2002-12-24,-1.0016
2002-12-26,1.4377
2002-12-27,-1.9948000000000001
2002-12-30,0.6963
2002-12-31,-0.3723
2003-01-02,3.15
2003-01-03,-0.9317
2003-01-06,2.8736
2003-01-07,-1.0157
2003-01-08,-0.8209
2003-01-09,0.4139
2003-01-10,0.103
2003-01-13,0.4117
