ticker,1280712D UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6376
2000-01-04,-0.963
2000-01-05,-2.303
2000-01-06,-1.2572
2000-01-07,5.9947
2000-01-10,10.961
2000-01-11,-3.4732
2000-01-12,5.6542
2000-01-13,1.0615
2000-01-14,8.8403
2000-01-18,0.7238
2000-01-19,0.9581
2000-01-20,8.6595
2000-01-21,-9.9345
2000-01-24,-0.8485
2000-01-25,4.5232
2000-01-26,-6.7836
2000-01-27,-6.0226
2000-01-28,-0.9346
2000-01-31,5.9299
2000-02-01,5.598
2000-02-02,3.012
2000-02-03,2.5731
2000-02-04,-2.7366
2000-02-07,1.6413
2000-02-08,-0.346
2000-02-09,-1.3889
2000-02-10,12.2066
2000-02-11,-9.205
2000-02-14,-0.4608
2000-02-15,1.9676
2000-02-16,-0.454
2000-02-17,1.8244
2000-02-18,-7.7268
2000-02-22,3.034
2000-02-23,3.4158
2000-02-24,1.0251
2000-02-25,-4.1714
2000-02-28,4.4706
2000-02-29,6.8694
2000-03-01,0.6322
2000-03-02,1.3613
2000-03-03,3.8223000000000003
2000-03-06,2.2886
2000-03-07,0.7782
2000-03-08,-2.027
2000-03-09,2.8571
2000-03-10,7.1839
2000-03-13,-5.5853
2000-03-14,-5.8684
2000-03-15,-8.7984
2000-03-16,3.9691
2000-03-17,1.9088
2000-03-20,2.2893
2000-03-21,0.5086
2000-03-22,3.6437
2000-03-23,-3.0273
2000-03-24,2.9204
2000-03-27,-3.3268
2000-03-28,-6.1741
2000-03-29,-7.3355
2000-03-30,-3.6088
2000-03-31,8.4541
2000-04-03,-18.7082
2000-04-04,10.137
2000-04-05,5.2239
2000-04-06,0.7092
2000-04-07,9.8592
2000-04-10,-8.547
2000-04-11,3.0374
2000-04-12,-8.5034
2000-04-13,-6.6914
2000-04-14,-13.413
2000-04-17,31.2883
2000-04-18,13.4346
2000-04-19,-5.2523
2000-04-20,-4.4565
2000-04-24,-0.7964
2000-04-25,5.3899
2000-04-26,3.9173
2000-04-27,9.0052
2000-04-28,2.4976
2000-05-01,-2.1556
2000-05-02,-0.8621
2000-05-03,-5.7971
2000-05-04,5.0256
2000-05-05,0.6836
2000-05-08,-7.1775
2000-05-09,-6.7921
2000-05-10,-10.6502
2000-05-11,-0.7528
2000-05-12,-0.6321
2000-05-15,-2.5445
2000-05-16,6.9191
2000-05-17,0.2442
2000-05-18,-5.2375
2000-05-19,-3.4704
2000-05-22,-3.9947
2000-05-23,-11.0957
