ticker,MKC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.0924
2000-01-04,1.3423
2000-01-05,0.883
2000-01-06,-1.3129
2000-01-07,-0.4435
2000-01-10,-4.4543
2000-01-11,-0.6993
2000-01-12,0.0
2000-01-13,2.3474
2000-01-14,0.9174
2000-01-18,-5.4545
2000-01-19,-2.1635
2000-01-20,-1.2285
2000-01-21,-0.4975
2000-01-24,-3.5
2000-01-25,-0.2591
2000-01-26,2.3377
2000-01-27,3.0457
2000-01-28,1.9704000000000002
2000-01-31,2.1739
2000-02-01,-0.9456
2000-02-02,-5.4893
2000-02-03,5.0505
2000-02-04,4.8077
2000-02-07,-2.9817
2000-02-08,2.1277
2000-02-09,0.2315
2000-02-10,0.2309
2000-02-11,0.0
2000-02-14,-0.2304
2000-02-15,3.6952
2000-02-16,-2.0045
2000-02-17,-0.6818
2000-02-18,0.6865
2000-02-22,-0.2273
2000-02-23,2.2779
2000-02-24,-5.3452
2000-02-25,-0.9412
2000-02-28,0.4751
2000-02-29,3.5461
2000-03-01,0.2283
2000-03-02,-2.7335000000000003
2000-03-03,-0.9368
2000-03-06,-2.6005000000000003
2000-03-07,-0.4854
2000-03-08,2.439
2000-03-09,1.6667
2000-03-10,-0.9368
2000-03-13,-2.8369
2000-03-14,1.9465
2000-03-15,15.7518
2000-03-16,1.8557000000000001
2000-03-17,-2.2267
2000-03-20,0.8282
2000-03-21,4.3121
2000-03-22,0.5906
2000-03-23,-3.1311
2000-03-24,-3.8384
2000-03-27,-2.1008
2000-03-28,1.2876
2000-03-29,4.8814
2000-03-30,1.626
2000-03-31,3.2
2000-04-03,-3.876
2000-04-04,0.8065
2000-04-05,3.0
2000-04-06,3.6893000000000002
2000-04-07,1.4981
2000-04-10,-2.0295
2000-04-11,1.8832
2000-04-12,3.8817
2000-04-13,2.4911
2000-04-14,-5.5556
2000-04-17,2.0221
2000-04-18,-4.8649000000000004
2000-04-19,-0.1894
2000-04-20,0.759
2000-04-24,-1.1299
2000-04-25,2.6667
2000-04-26,-2.2263
2000-04-27,-3.4156
2000-04-28,-1.9646
2000-05-01,2.4048
2000-05-02,-0.9785
2000-05-03,0.3953
2000-05-04,8.6614
2000-05-05,-1.8115999999999999
2000-05-08,2.583
2000-05-09,1.0791
2000-05-10,-0.8897
2000-05-11,1.2567
2000-05-12,-3.0142
2000-05-15,-0.3656
2000-05-16,-1.1009
2000-05-17,-2.7829
2000-05-18,-1.145
2000-05-19,2.5097
2000-05-22,0.7533
