ticker,1284849D UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.3769
2000-01-04,-1.1349
2000-01-05,-0.3827
2000-01-06,-1.7926
2000-01-07,9.7784
2000-01-10,-0.7126
2000-01-11,-1.0766
2000-01-12,-2.0556
2000-01-13,2.5926
2000-01-14,0.1203
2000-01-18,0.1202
2000-01-19,-0.7203
2000-01-20,-2.0556
2000-01-21,4.5679
2000-01-24,2.3613
2000-01-25,2.4221
2000-01-26,2.027
2000-01-27,-1.8763999999999998
2000-01-28,1.6873
2000-01-31,0.885
2000-02-01,0.3289
2000-02-02,0.1093
2000-02-03,0.0
2000-02-04,1.7467000000000001
2000-02-07,3.0043
2000-02-08,4.2708
2000-02-09,-0.7992
2000-02-10,2.6183
2000-02-11,-5.2993
2000-02-14,-0.5181
2000-02-15,1.25
2000-02-16,-1.4115
2000-02-17,-0.5225
2000-02-18,-1.9958
2000-02-22,-2.358
2000-02-23,-3.6224
2000-02-24,-0.1139
2000-02-25,-4.1049
2000-02-28,-4.0428
2000-02-29,-0.2478
2000-03-01,-1.2422
2000-03-02,-7.5472
2000-03-03,5.7143
2000-03-06,-2.7027
2000-03-07,-0.1323
2000-03-08,0.3974
2000-03-09,-1.0554
2000-03-10,1.6
2000-03-13,-3.8058
2000-03-14,-0.8186
2000-03-15,3.4388
2000-03-16,9.5745
2000-03-17,3.8834999999999997
2000-03-20,0.2336
2000-03-21,0.0
2000-03-22,2.2145
2000-03-23,-2.8506
2000-03-24,-3.8731999999999998
2000-03-27,-2.5641
2000-03-28,-3.1328
2000-03-29,-0.5175
2000-03-30,0.5202
2000-03-31,3.4929
2000-04-03,1.625
2000-04-04,1.845
2000-04-05,1.9324
2000-04-06,-0.3555
2000-04-07,-2.8537
2000-04-10,2.3256
2000-04-11,1.7943
2000-04-12,1.5276
2000-04-13,-0.463
2000-04-14,-5.3488
2000-04-17,2.5799
2000-04-18,5.8683
2000-04-19,4.5249
2000-04-20,-1.5152
2000-04-24,2.7473
2000-04-25,7.3797
2000-04-26,-7.6693
2000-04-27,2.3731999999999998
2000-04-28,-0.7376
2000-05-01,0.2123
2000-05-02,-1.0593
2000-05-03,-2.6767
2000-05-04,1.6502
2000-05-05,1.5152
2000-05-08,1.5991
2000-05-09,1.5739999999999998
2000-05-10,1.4463
2000-05-11,-2.0367
2000-05-12,-0.7277
2000-05-15,1.0471
2000-05-16,1.1399
2000-05-17,1.5369000000000002
2000-05-18,-0.3027
2000-05-19,1.417
