ticker,SCHW UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-21,-1.5333
2005-12-22,1.8957000000000002
2005-12-23,-0.3322
2005-12-27,-1.9333
2005-12-28,1.5636
2005-12-29,-0.5355
2005-12-30,-1.2786
2006-01-03,1.9768
2006-01-04,4.8797
2006-01-05,0.7648
2006-01-06,1.4548
2006-01-09,0.9975
2006-01-10,-3.2716
2006-01-11,-0.5105
2006-01-12,-0.9622
2006-01-13,-1.4249
2006-01-17,-1.5769
2006-01-18,-2.4699999999999998
2006-01-19,2.5324999999999998
2006-01-20,-3.271
2006-01-23,1.9324
2006-01-24,-0.1354
2006-01-25,-0.678
2006-01-26,3.6177
2006-01-27,-2.0422
2006-01-30,1.1432
2006-01-31,-1.6622
2006-02-01,-0.3381
2006-02-02,-2.1031
2006-02-03,1.1781
2006-02-06,0.6507
2006-02-07,-1.2952
2006-02-08,1.7955999999999999
2006-02-09,-0.8141
2006-02-10,-0.4788
2006-02-13,-0.756
2006-02-14,5.8864
2006-02-15,3.2047
2006-02-16,2.218
2006-02-17,-0.062
2006-02-21,-0.4963
2006-02-22,2.2444
2006-02-23,0.9756
2006-02-24,0.0
2006-02-27,-0.4831
2006-02-28,-1.6383
2006-03-01,1.9123999999999999
2006-03-02,0.1211
2006-03-03,0.9674
2006-03-06,-1.4969999999999999
2006-03-07,-1.155
2006-03-08,-0.369
2006-03-09,-0.679
2006-03-10,1.5537999999999998
2006-03-13,1.1016
2006-03-14,2.6634
2006-03-15,-0.1179
2006-03-16,3.8371
2006-03-17,3.0699
2006-03-20,-1.7099
2006-03-21,-1.7957
2006-03-22,0.1143
2006-03-23,-0.9703
2006-03-24,0.2305
2006-03-27,0.1725
2006-03-28,-0.8037
2006-03-29,2.0833
2006-03-30,-0.9637
2006-03-31,-1.4883
2006-04-03,1.1621
2006-04-04,1.7231
2006-04-05,-0.9599
2006-04-06,1.9384000000000001
2006-04-07,0.6711
2006-04-10,0.6667
2006-04-11,-2.1523
2006-04-12,-1.9177
2006-04-13,1.1501000000000001
2006-04-17,-1.4213
2006-04-18,1.1534
2006-04-19,1.4253
2006-04-20,-0.3935
2006-04-21,0.8465
2006-04-24,-1.5109
2006-04-25,-0.7386
2006-04-26,1.3738000000000001
2006-04-27,2.8233
2006-04-28,-1.7024
2006-05-01,-1.6760000000000002
2006-05-02,0.3977
2006-05-03,-0.2264
2006-05-04,1.1344
2006-05-05,3.6517
2006-05-08,-0.3252
2006-05-09,-0.7613
2006-05-10,0.1644
