ticker,KMX UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-09-16,1.0101
2002-09-17,-5.2632
2002-09-18,-5.5556
2002-09-23,-4.4118
2002-09-25,0.6769
2002-09-26,0.6112
2002-09-27,-6.9866
2002-09-30,5.8132
2002-10-01,0.6173
2002-10-02,-2.0245
2002-10-03,-0.7514
2002-10-04,-3.0284
2002-10-07,-5.6604
2002-10-08,-3.1034
2002-10-09,-1.2811
2002-10-10,3.0281
2002-10-11,1.1197
2002-10-14,2.0069
2002-10-15,7.1235
2002-10-16,-5.1298
2002-10-17,-0.8678
2002-10-18,4.7138
2002-10-21,12.5402
2002-10-22,2.0571
2002-10-23,0.7279
2002-10-24,-3.4464
2002-10-25,-1.5544
2002-10-28,1.1696
2002-10-29,-1.1561
2002-10-30,-3.5088
2002-10-31,-0.6667
2002-11-01,-0.7322
2002-11-04,7.8672
2002-11-05,-2.0513
2002-11-06,-1.9779
2002-11-07,-4.9852
2002-11-08,1.2492
2002-11-11,-1.2955
2002-11-12,0.6875
2002-11-13,-1.7381
2002-11-14,0.9476
2002-11-15,3.0663
2002-11-18,2.9144
2002-11-19,-5.3687000000000005
2002-11-20,5.611
2002-11-21,9.5041
2002-11-22,4.1509
2002-11-25,-0.8799
2002-11-26,-4.752
2002-11-27,6.8530999999999995
2002-11-29,1.0775
2002-12-02,-2.0305
2002-12-03,-0.7772
2002-12-04,3.2898
2002-12-05,3.1345
2002-12-06,-0.4902
2002-12-09,-4.6305
2002-12-10,0.7231
2002-12-11,0.3077
2002-12-12,-2.045
2002-12-13,-5.0104
2002-12-16,3.7363
2002-12-17,-6.8856
2002-12-18,-1.2514
2002-12-19,0.8065
2002-12-20,-1.8286
2002-12-23,4.482
2002-12-24,-1.337
2002-12-26,1.3552
2002-12-27,-2.507
2002-12-30,2.0
2002-12-31,0.1681
2003-01-02,-0.0559
2003-01-03,-2.3503
2003-01-06,-1.0315
2003-01-07,0.1737
2003-01-08,-0.8092
2003-01-09,2.5641
2003-01-10,1.0795
2003-01-13,-2.3609
2003-01-14,2.0725
2003-01-15,7.6142
2003-01-16,-0.7862
2003-01-17,-4.1204
2003-01-21,-6.0606
2003-01-22,-4.4575
2003-01-23,-2.3941
2003-01-24,0.0629
2003-01-27,0.0629
2003-01-28,2.5126
2003-01-29,-0.1225
2003-01-30,-1.1043
2003-01-31,0.6203
2003-02-03,4.8088999999999995
2003-02-04,-2.0588
2003-02-05,-0.1201
2003-02-06,-6.5544
2003-02-07,-3.4749
