ticker,HES UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.9648
2000-01-04,-1.9495
2000-01-05,-0.8187
2000-01-06,2.1226
2000-01-07,4.2725
2000-01-10,-1.2182
2000-01-11,-0.7848
2000-01-12,-0.678
2000-01-13,3.413
2000-01-14,0.44
2000-01-18,1.2048
2000-01-19,0.7576
2000-01-20,-1.2889
2000-01-21,1.9586999999999999
2000-01-24,-2.7748
2000-01-25,-1.7563
2000-01-26,-2.9050000000000002
2000-01-27,-1.2658
2000-01-28,-1.6317
2000-01-31,0.8294
2000-02-01,-0.7051
2000-02-02,0.355
2000-02-03,-2.0047
2000-02-04,0.1203
2000-02-07,0.4808
2000-02-08,-1.7943
2000-02-09,-2.8015
2000-02-10,0.7519
2000-02-11,-3.9801
2000-02-14,1.2953000000000001
2000-02-15,3.1969
2000-02-16,1.2392
2000-02-17,0.8568
2000-02-18,-0.4854
2000-02-22,-0.4878
2000-02-23,-1.4706000000000001
2000-02-24,-1.1194
2000-02-25,-1.8868
2000-02-28,2.0513
2000-02-29,1.6332
2000-03-01,2.7194000000000003
2000-03-02,2.6474
2000-03-03,0.9379
2000-03-06,0.3484
2000-03-07,6.9444
2000-03-08,-2.1645
2000-03-09,1.0398
2000-03-10,0.5488
2000-03-13,-0.8734
2000-03-14,2.2026
2000-03-15,-0.5388
2000-03-16,0.9751
2000-03-17,-1.5021
2000-03-20,-0.6536
2000-03-21,2.8509
2000-03-22,-1.1727
2000-03-23,-0.6472
2000-03-24,2.3887
2000-03-27,-1.4846
2000-03-28,1.3994
2000-03-29,4.5648
2000-03-30,4.8731
2000-03-31,0.0968
2000-04-03,0.3868
2000-04-04,-0.289
2000-04-05,-3.3816
2000-04-06,2.4
2000-04-07,-2.1484
2000-04-10,-0.1996
2000-04-11,1.2
2000-04-12,0.7905
2000-04-13,0.7843
2000-04-14,-1.3618999999999999
2000-04-17,-2.1696
2000-04-18,0.0
2000-04-19,1.1089
2000-04-20,0.0997
2000-04-24,0.8964
2000-04-25,0.691
2000-04-26,0.5882
2000-04-27,0.0975
2000-04-28,-0.8763
2000-05-01,0.8841
2000-05-02,0.0974
2000-05-03,-2.7237
2000-05-04,3.5
2000-05-05,0.0966
2000-05-08,2.4131
2000-05-09,-1.131
2000-05-10,-0.4766
2000-05-11,3.1609
2000-05-12,4.1783
2000-05-15,-0.4456
2000-05-16,-2.8648
2000-05-17,1.1982
2000-05-18,-2.0036
2000-05-19,0.1859
2000-05-22,-1.4842
