ticker,TRV UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.0408
2000-01-04,-1.3258
2000-01-05,-0.7678
2000-01-06,1.9342000000000001
2000-01-07,3.9848
2000-01-10,-1.8248
2000-01-11,-1.1152
2000-01-12,0.188
2000-01-13,2.0638
2000-01-14,0.0
2000-01-18,-3.6765
2000-01-19,0.1908
2000-01-20,-0.5714
2000-01-21,-3.4483
2000-01-24,1.9841
2000-01-25,-2.3346
2000-01-26,3.1873
2000-01-27,-5.7915
2000-01-28,-1.6393
2000-01-31,0.625
2000-02-01,-2.8986
2000-02-02,-4.9041
2000-02-03,-4.0359
2000-02-04,0.0
2000-02-07,-0.4673
2000-02-08,-1.1737
2000-02-09,-3.3254
2000-02-10,-3.6855
2000-02-11,-0.5102
2000-02-14,-0.5128
2000-02-15,0.2577
2000-02-16,0.7712
2000-02-17,0.5102
2000-02-18,-4.0609
2000-02-22,1.0582
2000-02-23,-0.5236
2000-02-24,-4.2105
2000-02-25,0.5495
2000-02-28,0.8197
2000-02-29,-2.981
2000-03-01,0.838
2000-03-02,0.277
2000-03-03,-0.2762
2000-03-06,-0.554
2000-03-07,-1.6713
2000-03-08,-1.983
2000-03-09,5.2023
2000-03-10,1.0989
2000-03-13,-2.1739
2000-03-14,-0.8333
2000-03-15,7.0028
2000-03-16,13.8743
2000-03-17,-2.069
2000-03-20,-1.1737
2000-03-21,4.7506
2000-03-22,-0.6803
2000-03-23,3.8813
2000-03-24,3.7363
2000-03-27,0.0
2000-03-28,1.6949
2000-03-29,0.6917
2000-03-30,8.977
2000-03-31,4.5977
2000-04-03,-0.3663
2000-04-04,-2.9412000000000003
2000-04-05,-0.947
2000-04-06,-1.3384
2000-04-07,-1.1628
2000-04-10,0.7843
2000-04-11,0.5837
2000-04-12,0.5803
2000-04-13,1.1538
2000-04-14,-8.7452
2000-04-17,0.2083
2000-04-18,2.7027
2000-04-19,-3.2389
2000-04-20,2.7197
2000-04-24,1.4257
2000-04-25,6.0241
2000-04-26,-0.7576
2000-04-27,1.3359
2000-04-28,7.3446
2000-05-01,-1.0526
2000-05-02,0.5319
2000-05-03,-5.1146
2000-05-04,0.7435
2000-05-05,-0.5535
2000-05-08,0.3711
2000-05-09,0.5545
2000-05-10,0.7353
2000-05-11,2.9196999999999997
2000-05-12,0.7092
2000-05-15,4.5775
2000-05-16,1.6835
2000-05-17,-2.649
2000-05-18,1.1905000000000001
2000-05-19,-2.1849
2000-05-22,3.4364
2000-05-23,0.6645
