ticker,ADM UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5385
2000-01-04,-1.0417
2000-01-05,-1.5789
2000-01-06,0.5348
2000-01-07,1.5957
2000-01-10,0.0
2000-01-11,-1.5707
2000-01-12,2.6596
2000-01-13,-0.5181
2000-01-14,4.1667
2000-01-18,4.5
2000-01-19,1.9139
2000-01-20,-1.8779
2000-01-21,-0.4785
2000-01-24,-4.8077
2000-01-25,-1.0101
2000-01-26,-0.5102
2000-01-27,-1.5385
2000-01-28,-1.5625
2000-01-31,-0.5291
2000-02-01,2.1277
2000-02-02,-1.6667
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,-0.5319
2000-02-08,0.0
2000-02-09,-3.7433
2000-02-10,-2.7778
2000-02-11,0.0
2000-02-14,1.7143000000000002
2000-02-15,0.5618
2000-02-16,1.1173
2000-02-17,1.105
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,-3.2787
2000-02-24,-0.565
2000-02-25,-2.8409
2000-02-28,-1.1696
2000-02-29,-4.7337
2000-03-01,2.4845
2000-03-02,-3.6364
2000-03-03,3.7736
2000-03-06,-4.2424
2000-03-07,-3.1646
2000-03-08,0.6536
2000-03-09,-1.2987
2000-03-10,0.6579
2000-03-13,-0.6536
2000-03-14,-4.6053
2000-03-15,3.4483
2000-03-16,10.6667
2000-03-17,1.8072
2000-03-20,-2.9586
2000-03-21,0.0
2000-03-22,2.439
2000-03-23,0.0
2000-03-24,-2.3810000000000002
2000-03-27,-1.2195
2000-03-28,0.0
2000-03-29,-0.6173
2000-03-30,3.1056
2000-03-31,0.0
2000-04-03,1.2048
2000-04-04,0.5952
2000-04-05,0.5917
2000-04-06,1.1764999999999999
2000-04-07,-2.3256
2000-04-10,5.9524
2000-04-11,-1.1236
2000-04-12,-1.1364
2000-04-13,1.7241
2000-04-14,-6.2147
2000-04-17,1.8072
2000-04-18,-4.7337
2000-04-19,-1.2422
2000-04-20,-1.2579
2000-04-24,1.2739
2000-04-25,-1.2579
2000-04-26,0.0
2000-04-27,1.2739
2000-04-28,0.0
2000-05-01,3.1447
2000-05-02,0.6098
2000-05-03,-0.7273
2000-05-04,-2.454
2000-05-05,1.2579
2000-05-08,1.2422
2000-05-09,-0.6135
2000-05-10,1.8519
2000-05-11,1.8182
2000-05-12,-0.5952
2000-05-15,1.1976
2000-05-16,-1.1834
2000-05-17,1.7964
2000-05-18,0.0
2000-05-19,-1.1764999999999999
2000-05-22,5.9524
2000-05-23,-2.2472
