ticker,VRSN UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.4255
2000-01-04,-0.9204
2000-01-05,-5.5076
2000-01-06,-12.8511
2000-01-07,9.4782
2000-01-10,7.02
2000-01-11,-8.7689
2000-01-12,-3.251
2000-01-13,9.7107
2000-01-14,4.2259
2000-01-18,7.3254
2000-01-19,-0.8889
2000-01-20,7.1108
2000-01-21,-0.5084
2000-01-24,-5.771
2000-01-25,0.4785
2000-01-26,-3.5873
2000-01-27,-7.7955
2000-01-28,-6.0262
2000-01-31,-1.8811
2000-02-01,4.9961
2000-02-02,3.3198
2000-02-03,4.2485
2000-02-04,3.5274
2000-02-07,-3.3741
2000-02-08,3.7658
2000-02-09,2.8373
2000-02-10,12.8008
2000-02-11,-4.8919
2000-02-14,-3.5885
2000-02-15,8.4367
2000-02-16,1.0226
2000-02-17,1.0335
2000-02-18,6.3266
2000-02-22,-5.6932
2000-02-23,8.4964
2000-02-24,3.5549
2000-02-25,-4.5274
2000-02-28,2.5795
2000-02-29,2.8194
2000-03-01,-0.7411
2000-03-02,-2.1653000000000002
2000-03-03,1.1447
2000-03-06,-0.4276
2000-03-07,-19.1715
2000-03-08,1.5
2000-03-09,18.5961
2000-03-10,-0.3375
2000-03-13,-5.3399
2000-03-14,-4.1827
2000-03-15,-10.5112
2000-03-16,2.8241
2000-03-17,0.9363
2000-03-20,-8.3797
2000-03-21,-3.839
2000-03-22,2.2374
2000-03-23,-3.6045
2000-03-24,8.7607
2000-03-27,-0.8513
2000-03-28,-0.9247
2000-03-29,-9.7333
2000-03-30,-10.192
2000-03-31,-1.6447
2000-04-03,-21.99
2000-04-04,2.8939
2000-04-05,8.6458
2000-04-06,19.0916
2000-04-07,13.6762
2000-04-10,-13.4915
2000-04-11,-3.8887
2000-04-12,-9.2845
2000-04-13,-13.8498
2000-04-14,-14.7275
2000-04-17,13.2449
2000-04-18,25.9594
2000-04-19,-6.1492
2000-04-20,-9.488
2000-04-24,-16.1392
2000-04-25,11.6981
2000-04-26,-3.5755
2000-04-27,18.0
2000-04-28,10.3551
2000-05-01,-2.4215
2000-05-02,-6.9853
2000-05-03,1.5687
2000-05-04,1.0337
2000-05-05,6.6923
2000-05-08,-4.648
2000-05-09,-1.7037
2000-05-10,-6.7886
2000-05-11,-3.5124
2000-05-12,0.4283
2000-05-15,10.7143
2000-05-16,7.5108
2000-05-17,-4.6574
2000-05-18,-1.9258
2000-05-19,-4.2146
2000-05-22,-5.7
2000-05-23,-8.3775
