ticker,JAVA UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.2107
2000-01-04,-6.2092
2000-01-05,0.1742
2000-01-06,-5.3913
2000-01-07,5.6985
2000-01-10,9.4783
2000-01-11,-1.1914
2000-01-12,-4.3408
2000-01-13,3.8655
2000-01-14,4.0453
2000-01-18,0.4666
2000-01-19,2.709
2000-01-20,4.3708
2000-01-21,-2.4549
2000-01-24,-6.2916
2000-01-25,4.4234
2000-01-26,-4.8411
2000-01-27,-2.1463
2000-01-28,-2.437
2000-01-31,4.6628
2000-02-01,2.7843999999999998
2000-02-02,0.6192
2000-02-03,3.0769
2000-02-04,0.0
2000-02-07,2.3881
2000-02-08,1.4577
2000-02-09,5.2443
2000-02-10,3.3447
2000-02-11,-0.1982
2000-02-14,-3.3752
2000-02-15,2.6712
2000-02-16,-1.8012000000000001
2000-02-17,4.4837
2000-02-18,-3.446
2000-02-22,-5.1852
2000-02-23,7.5283999999999995
2000-02-24,2.3778
2000-02-25,-3.2258
2000-02-28,0.1333
2000-02-29,1.4647000000000001
2000-03-01,2.8215
2000-03-02,-1.9144999999999999
2000-03-03,2.4073
2000-03-06,-1.3977
2000-03-07,-2.7706
2000-03-08,2.0543
2000-03-09,1.039
2000-03-10,-3.1491
2000-03-13,-3.5169
2000-03-14,-3.8514
2000-03-15,1.0014
2000-03-16,2.8329
2000-03-17,5.9229
2000-03-20,-3.6411
2000-03-21,7.1525
2000-03-22,-2.5189
2000-03-23,1.0982
2000-03-24,2.492
2000-03-27,4.7382
2000-03-28,-4.1667
2000-03-29,-3.4783
2000-03-30,-4.0541
2000-03-31,0.5533
2000-04-03,-4.1521
2000-04-04,0.2088
2000-04-05,-1.3889
2000-04-06,4.4366
2000-04-07,6.6082
2000-04-10,-7.9064
2000-04-11,-3.4341
2000-04-12,-8.9616
2000-04-13,-2.8125
2000-04-14,-1.6077
2000-04-17,10.9477
2000-04-18,8.4683
2000-04-19,-3.5981
2000-04-20,-1.1268
2000-04-24,-0.1425
2000-04-25,6.99
2000-04-26,-4.4667
2000-04-27,3.8381
2000-04-28,-1.1425
2000-05-01,0.068
2000-05-02,-4.0761
2000-05-03,-0.9915
2000-05-04,-2.0029
2000-05-05,5.6934000000000005
2000-05-08,-5.663
2000-05-09,-3.8067
2000-05-10,-5.2511
2000-05-11,-1.2851
2000-05-12,6.1025
2000-05-15,3.4509
2000-05-16,3.9288
2000-05-17,-1.4979
2000-05-18,-6.2998
2000-05-19,-4.4822
