ticker,TDY UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6623
2000-01-04,-2.6667
2000-01-05,6.1644
2000-01-06,-4.5161
2000-01-07,3.3784
2000-01-10,1.9607999999999999
2000-01-11,-3.8462
2000-01-12,0.0
2000-01-13,-1.3333
2000-01-14,3.3784
2000-01-18,0.6536
2000-01-19,0.6494
2000-01-20,-2.5806
2000-01-21,3.3113
2000-01-24,-1.2821
2000-01-25,-0.6494
2000-01-26,0.0
2000-01-27,1.3072
2000-01-28,-4.5161
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,-0.6757
2000-02-03,0.0
2000-02-04,-2.0408
2000-02-07,-0.6944
2000-02-08,0.6993
2000-02-09,-0.6944
2000-02-10,-2.0979
2000-02-11,-0.7143
2000-02-14,-0.7194
2000-02-15,3.6231999999999998
2000-02-16,-1.3986
2000-02-17,2.1277
2000-02-18,2.0833
2000-02-22,3.4013999999999998
2000-02-23,-6.5789
2000-02-24,0.0
2000-02-25,-0.7042
2000-02-28,0.7092
2000-02-29,-2.1127
2000-03-01,-1.4388
2000-03-02,-0.7299
2000-03-03,4.4118
2000-03-06,1.4085
2000-03-07,-4.1667
2000-03-08,2.1739
2000-03-09,2.1277
2000-03-10,3.4722
2000-03-13,9.396
2000-03-14,6.135
2000-03-15,-1.7341
2000-03-16,2.9412000000000003
2000-03-17,13.1429
2000-03-20,5.5556
2000-03-21,4.3062000000000005
2000-03-22,-0.4587
2000-03-23,0.4608
2000-03-24,13.7615
2000-03-27,18.5484
2000-03-28,15.3061
2000-03-29,-10.6195
2000-03-30,-5.6106
2000-03-31,-2.7972
2000-04-03,-8.9928
2000-04-04,-5.9289
2000-04-05,6.7227
2000-04-06,1.1811
2000-04-07,0.3891
2000-04-10,-1.5504
2000-04-11,-0.3937
2000-04-12,-1.581
2000-04-13,4.0161
2000-04-14,-14.2857
2000-04-17,5.4054
2000-04-18,13.2479
2000-04-19,3.3962
2000-04-20,-0.365
2000-04-24,4.3956
2000-04-25,7.7193000000000005
2000-04-26,2.2801
2000-04-27,-8.2803
2000-04-28,-2.7778
2000-05-01,3.2143
2000-05-02,0.346
2000-05-03,-0.6897
2000-05-04,0.6944
2000-05-05,3.1034
2000-05-08,-2.0067
2000-05-09,3.0717
2000-05-10,-6.6225000000000005
2000-05-11,0.3546
2000-05-12,-1.0601
2000-05-15,-6.4286
2000-05-16,-2.2901
2000-05-17,-5.4688
2000-05-18,-5.7851
2000-05-19,-2.6316
