ticker,MAT UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-02,-0.6091
2009-10-05,0.6685
2009-10-06,0.1107
2009-10-07,-0.5528
2009-10-08,3.0017
2009-10-09,0.5936
2009-10-12,0.7511
2009-10-13,0.4792
2009-10-14,2.7557
2009-10-15,0.9799
2009-10-16,4.4944
2009-10-19,-2.0039
2009-10-20,-0.8479
2009-10-21,-0.5533
2009-10-22,1.6692
2009-10-23,-2.8856
2009-10-26,0.7172
2009-10-27,-2.4415
2009-10-28,-3.9103
2009-10-29,3.7982
2009-10-30,-1.0455
2009-11-02,1.4791
2009-11-03,-0.7808
2009-11-04,-0.0525
2009-11-05,2.5722
2009-11-06,1.0235
2009-11-09,2.9889
2009-11-10,0.6886
2009-11-11,-0.4397
2009-11-12,0.1963
2009-11-13,0.2449
2009-11-16,0.5862
2009-11-17,0.3885
2009-11-18,-0.5806
2009-11-19,-1.5572
2009-11-20,-1.0875
2009-11-23,2.2489
2009-11-24,-0.1466
2009-11-25,1.1258
2009-11-27,-1.7077
2009-11-30,-0.5621
2009-12-01,2.7749
2009-12-02,-0.75
2009-12-03,-0.9068
2009-12-04,1.1185
2009-12-07,0.7039
2009-12-08,-0.5991
2009-12-09,-1.3059
2009-12-10,0.9669
2009-12-11,0.2016
2009-12-14,0.4527
2009-12-15,-0.3005
2009-12-16,0.6529
2009-12-17,-0.7984
2009-12-18,0.2012
2009-12-21,0.1004
2009-12-22,0.2508
2009-12-23,0.6503
2009-12-24,-0.2982
2009-12-28,0.7976
2009-12-29,-0.0495
2009-12-30,0.1979
2009-12-31,-1.3333
2010-01-04,0.0501
2010-01-05,-2.051
2010-01-06,-0.4086
2010-01-07,2.5641
2010-01-08,-1.15
2010-01-11,0.6576
2010-01-12,-2.7638
2010-01-13,3.3075
2010-01-14,2.4512
2010-01-15,-0.9766
2010-01-19,2.4655
2010-01-20,-0.9625
2010-01-21,0.0
2010-01-22,-3.0612
2010-01-25,0.0501
2010-01-26,-0.5511
2010-01-27,0.5542
2010-01-28,0.4008
2010-01-29,-1.5968
2010-02-01,2.789
2010-02-02,2.664
2010-02-03,0.5286
2010-02-04,-4.2543
2010-02-05,0.3495
2010-02-08,-0.199
2010-02-09,2.2433
2010-02-10,-1.1702
2010-02-11,1.6774
2010-02-12,1.8437999999999999
2010-02-16,1.2387
2010-02-17,1.4588
2010-02-18,1.577
2010-02-19,-0.5479
2010-02-22,-0.9183
2010-02-23,1.0195
2010-02-24,0.9174
2010-02-25,0.3636
