ticker,UNP UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.2894
2000-01-04,-0.1451
2000-01-05,0.0
2000-01-06,6.1047
2000-01-07,-0.6849
2000-01-10,2.3448
2000-01-11,0.8086
2000-01-12,-2.0053
2000-01-13,1.7734999999999999
2000-01-14,-1.2064
2000-01-18,-3.6635
2000-01-19,-1.6901000000000002
2000-01-20,-3.7249
2000-01-21,4.1667
2000-01-24,-3.0
2000-01-25,-3.5346
2000-01-26,2.1374
2000-01-27,-3.7369
2000-01-28,0.9317
2000-01-31,-1.5385
2000-02-01,0.7813
2000-02-02,-3.876
2000-02-03,1.4516
2000-02-04,2.5437
2000-02-07,-1.5504
2000-02-08,-2.5197000000000003
2000-02-09,0.6462
2000-02-10,-4.8154
2000-02-11,-0.8432
2000-02-14,3.4013999999999998
2000-02-15,2.1382
2000-02-16,-3.7037
2000-02-17,1.3378
2000-02-18,-0.33
2000-02-22,2.8146
2000-02-23,1.2882
2000-02-24,-5.2464
2000-02-25,0.5034
2000-02-28,2.8381
2000-02-29,-1.2987
2000-03-01,0.6579
2000-03-02,-1.1438
2000-03-03,4.1322
2000-03-06,-4.6032
2000-03-07,-4.1597
2000-03-08,0.8681
2000-03-09,-1.0327
2000-03-10,-2.4348
2000-03-13,1.1052
2000-03-14,0.0
2000-03-15,6.0284
2000-03-16,6.3545
2000-03-17,1.7296
2000-03-20,-5.4096
2000-03-21,4.902
2000-03-22,-3.7382999999999997
2000-03-23,0.1618
2000-03-24,-1.454
2000-03-27,1.4754
2000-03-28,-3.8772
2000-03-29,1.6806999999999999
2000-03-30,-1.6529
2000-03-31,5.2101
2000-04-03,-0.9585
2000-04-04,-0.1613
2000-04-05,5.9774
2000-04-06,0.6098
2000-04-07,-1.2121
2000-04-10,2.1471999999999998
2000-04-11,3.6036
2000-04-12,1.5941999999999998
2000-04-13,-2.2824999999999998
2000-04-14,-4.0876
2000-04-17,-3.0441
2000-04-18,1.7268
2000-04-19,-0.463
2000-04-20,2.4806
2000-04-24,1.8154
2000-04-25,6.5379000000000005
2000-04-26,1.3947
2000-04-27,-5.6396
2000-04-28,-1.7492999999999999
2000-05-01,2.0772
2000-05-02,-2.907
2000-05-03,-0.5988
2000-05-04,-2.259
2000-05-05,4.3143
2000-05-08,0.7386
2000-05-09,1.9062000000000001
2000-05-10,-1.295
2000-05-11,0.4373
2000-05-12,1.5965
2000-05-15,0.0
2000-05-16,2.1429
2000-05-17,-0.5594
2000-05-18,1.2658
