ticker,CVC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.7318
2000-01-04,-2.5786
2000-01-05,-4.0529
2000-01-06,3.4483
2000-01-07,-1.0
2000-01-10,10.4377
2000-01-11,-4.4207
2000-01-12,-1.7544
2000-01-13,3.0844
2000-01-14,0.8661
2000-01-18,-1.7955
2000-01-19,6.8362
2000-01-20,0.0744
2000-01-21,1.9331
2000-01-24,-3.1364
2000-01-25,-2.1837
2000-01-26,-0.077
2000-01-27,2.0031
2000-01-28,-5.8911999999999995
2000-01-31,-1.9262000000000001
2000-02-01,0.0818
2000-02-02,3.3524
2000-02-03,-1.4241
2000-02-04,-0.6421
2000-02-07,-1.7771
2000-02-08,-1.3158
2000-02-09,-3.9167
2000-02-10,-0.2602
2000-02-11,-1.5652
2000-02-14,-0.9717
2000-02-15,4.2819
2000-02-16,-2.6518
2000-02-17,-3.8664
2000-02-18,0.1828
2000-02-22,0.5474
2000-02-23,1.1797
2000-02-24,-4.4843
2000-02-25,-1.5023
2000-02-28,-1.4299
2000-02-29,-0.677
2000-03-01,1.0711
2000-03-02,-2.1195
2000-03-03,1.5748
2000-03-06,-3.7791
2000-03-07,-0.8056
2000-03-08,-1.7259
2000-03-09,-0.8264
2000-03-10,0.2083
2000-03-13,-4.9896
2000-03-14,0.1094
2000-03-15,2.9508
2000-03-16,4.4586
2000-03-17,2.439
2000-03-20,1.5873
2000-03-21,-3.9062
2000-03-22,0.4065
2000-03-23,-2.4291
2000-03-24,1.1411
2000-03-27,-0.7179
2000-03-28,-1.7562
2000-03-29,0.0
2000-03-30,-1.9979
2000-03-31,4.2918
2000-04-03,3.0864
2000-04-04,-1.8961999999999999
2000-04-05,5.2899
2000-04-06,-0.8696
2000-04-07,2.3392
2000-04-10,-1.3333
2000-04-11,-2.027
2000-04-12,0.8867
2000-04-13,-3.7109
2000-04-14,-3.0426
2000-04-17,-2.3013
2000-04-18,9.207699999999999
2000-04-19,0.6863
2000-04-20,0.1947
2000-04-24,-0.7775
2000-04-25,4.6033
2000-04-26,0.2809
2000-04-27,0.0934
2000-04-28,1.0261
2000-05-01,-1.2927
2000-05-02,-2.4322
2000-05-03,-4.6021
2000-05-04,-1.9095
2000-05-05,3.2787
2000-05-08,0.3968
2000-05-09,-3.2609
2000-05-10,-1.0215
2000-05-11,1.6512
2000-05-12,4.7716
2000-05-15,-0.8721
2000-05-16,3.0303
2000-05-17,-0.8539
2000-05-18,-2.5837
2000-05-19,-2.6523
