ticker,SNI UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-03-16,0.6914
2016-03-17,-0.3662
2016-03-18,-0.4747
2016-03-21,-0.1077
2016-03-22,-1.2477
2016-03-23,-0.9827
2016-03-24,0.8349
2016-03-28,0.9842
2016-03-29,0.2321
2016-03-30,0.0617
2016-03-31,1.0335
2016-04-01,2.916
2016-04-04,-0.2225
2016-04-05,-0.8623
2016-04-06,0.7199
2016-04-07,-3.0226
2016-04-08,0.0768
2016-04-11,-0.5523
2016-04-12,-0.4782
2016-04-13,0.7906
2016-04-14,-1.3227
2016-04-15,-0.4052
2016-04-18,0.2191
2016-04-19,-0.4528
2016-04-20,-0.5176
2016-04-21,0.5834
2016-04-22,1.9596
2016-04-25,-1.8296000000000001
2016-04-26,0.4542
2016-04-27,0.5457
2016-04-28,-1.3646
2016-04-29,-1.9808
2016-05-02,0.1925
2016-05-03,-2.5772
2016-05-04,0.3615
2016-05-05,3.2417
2016-05-06,4.2341
2016-05-09,-0.9889
2016-05-10,2.1051
2016-05-11,-0.301
2016-05-12,-2.1736
2016-05-13,-0.216
2016-05-16,-0.634
2016-05-17,0.3579
2016-05-18,-3.4269
2016-05-19,-0.5138
2016-05-20,0.2098
2016-05-23,-0.4832
2016-05-24,2.023
2016-05-25,-0.2538
2016-05-26,0.0636
2016-05-27,1.5159
2016-05-31,1.1317
2016-06-01,0.2798
2016-06-02,1.3174000000000001
2016-06-03,0.0918
2016-06-06,0.214
2016-06-07,-1.1133
2016-06-08,0.0617
2016-06-09,-0.0308
2016-06-10,-1.3876
2016-06-13,-1.6729
2016-06-14,0.0954
2016-06-15,1.9857
2016-06-16,0.4361
2016-06-17,-0.7909
2016-06-20,1.7508
2016-06-21,-2.8883
2016-06-22,0.3322
2016-06-23,-1.9395
2016-06-24,-3.3124000000000002
2016-06-27,-1.1974
2016-06-28,1.2624
2016-06-29,1.3464
2016-06-30,2.1322
2016-07-01,0.819
2016-07-05,-1.6566
2016-07-06,0.8422
2016-07-07,1.5901
2016-07-08,1.834
2016-07-11,1.8941
2016-07-12,0.8837
2016-07-13,-0.1963
2016-07-14,1.0139
2016-07-15,-0.9588
2016-07-18,-0.4235
2016-07-19,0.0911
2016-07-20,1.1231
2016-07-21,0.2251
2016-07-22,0.1348
2016-07-25,-1.2861
2016-07-26,1.3028
2016-07-27,0.3589
2016-07-28,-0.0745
2016-07-29,-1.4912
2016-08-01,-0.3936
2016-08-02,1.0942
2016-08-03,1.0222
2016-08-04,-0.9673
