ticker,SNI UW Equity
2016-08-05,-0.6011
2016-08-08,0.0302
2016-08-09,-7.1029
2016-08-10,1.0412
2016-08-11,2.238
2016-08-12,-0.3622
2016-08-15,1.2802
2016-08-16,-0.4838
2016-08-17,0.69
2016-08-18,0.2492
2016-08-19,0.0777
2016-08-22,-0.5899
2016-08-23,0.6402
2016-08-24,0.2327
2016-08-25,-0.805
2016-08-26,-1.108
2016-08-29,0.7417
2016-08-30,-0.4246
2016-08-31,0.079
2016-09-01,0.3314
2016-09-02,0.3932
2016-09-06,-1.0183
2016-09-07,0.2374
2016-09-08,0.3158
2016-09-09,-2.6759
2016-09-12,1.6982
2016-09-13,-2.3855
2016-09-14,0.1955
2016-09-15,1.0407
2016-09-16,-3.6369
2016-09-19,0.3841
2016-09-20,-0.732
2016-09-21,0.2514
2016-09-22,2.8251
2016-09-23,0.2113
2016-09-26,0.7463
2016-09-27,-0.161
2016-09-28,1.0161
2016-09-29,2.0916
2016-09-30,-0.7038
2016-10-03,0.9923
2016-10-04,-0.811
2016-10-05,0.283
2016-10-06,-0.439
2016-10-07,-1.7638
2016-10-10,-0.1763
2016-10-11,-0.2088
2016-10-12,0.0644
2016-10-13,-0.6594
2016-10-14,-0.7933
2016-10-17,0.359
2016-10-18,0.3089
2016-10-19,0.3242
2016-10-20,1.0018
2016-10-21,5.5671
2016-10-24,0.1667
2016-10-25,-1.3767
2016-10-26,1.0738
2016-10-27,-3.263
2016-10-28,-0.2824
2016-10-31,1.2587
2016-11-01,-0.5749
2016-11-02,-0.7032
2016-11-03,1.8885999999999998
2016-11-04,0.1545
2016-11-07,0.9099
2016-11-08,-0.3515
2016-11-09,0.4601
2016-11-10,2.3053
2016-11-11,2.1788
2016-11-14,7.6384
2016-11-15,-4.1655
2016-11-16,1.4725
2016-11-17,-0.6697
2016-11-18,-2.1632
2016-11-21,-0.2584
2016-11-22,-0.2015
2016-11-23,1.1683
2016-11-25,0.5133
2016-11-28,-1.7447
2016-11-29,1.5068000000000001
2016-11-30,-1.1419
2016-12-01,0.6208
2016-12-02,-1.7506
2016-12-05,1.0662
2016-12-06,1.6763
2016-12-07,2.5725
2016-12-08,1.0669
2016-12-09,-1.6726
2016-12-12,-1.8126
2016-12-13,1.1360000000000001
2016-12-14,0.4493
2016-12-15,-1.5096
2016-12-16,-0.2271
2016-12-19,0.6401
2016-12-20,2.7279
2016-12-21,-0.7567
2016-12-22,0.6516
2016-12-23,-0.124
2016-12-27,0.3034
2016-12-28,-0.9625
2016-12-29,-0.3332
2016-12-30,-0.585
2017-01-03,1.4011
2017-01-04,2.9294000000000002
2017-01-05,0.2551
2017-01-06,-0.4017
2017-01-09,0.5109
2017-01-10,-0.6287
2017-01-11,0.1615
2017-01-12,1.3305
2017-01-13,-0.1459
2017-01-17,-0.3586
2017-01-18,0.4266
2017-01-19,-1.3008
2017-01-20,-0.2959
2017-01-23,0.6609
2017-01-24,0.0938
2017-01-25,0.4016
2017-01-26,2.6132999999999997
2017-01-27,-0.8966
2017-01-30,0.0393
2017-01-31,-0.1835
2017-02-01,-0.4202
2017-02-02,-0.1582
2017-02-03,0.5283
2017-02-06,-0.8014
2017-02-07,0.0132
2017-02-08,-0.437
2017-02-09,2.7131
2017-02-10,0.7769
2017-02-13,-0.4625
2017-02-14,-0.7358
2017-02-15,0.3641
2017-02-16,-0.1037
2017-02-17,-1.3748
2017-02-21,7.1804
2017-02-22,1.1779
2017-02-23,-0.9217
2017-02-24,-0.7834
2017-02-27,-0.0619
2017-02-28,0.0743
2017-03-01,-0.9657
2017-03-02,-1.2877
2017-03-03,-0.5572
2017-03-06,-0.4075
2017-03-07,0.179
2017-03-08,0.2553
2017-03-09,0.7639
2017-03-10,0.2906
2017-03-13,-0.4788
2017-03-14,-0.6203
2017-03-15,1.6051
2017-03-16,-0.3511
2017-03-17,-0.4278
2017-03-20,-0.0379
2017-03-21,-1.0365
2017-03-22,0.0128
2017-03-23,-0.0639
2017-03-24,0.3834
2017-03-27,-0.0255
2017-03-28,-0.2419
2017-03-29,0.3574
2017-03-30,0.0636
2017-03-31,-0.3813
2017-04-03,-1.2505
2017-04-04,1.0208
2017-04-05,-0.5116
2017-04-06,-0.0771
2017-04-07,-0.7591
2017-04-10,0.1037
2017-04-11,-0.7382
2017-04-12,-1.5788
2017-04-13,-1.5246
2017-04-17,0.727
2017-04-18,-0.4143
2017-04-19,0.9932
2017-04-20,0.4651
2017-04-21,-0.5952
2017-04-24,0.4524
2017-04-25,0.6226
2017-04-26,0.6977
2017-04-27,-1.1113
2017-04-28,-1.2163
2017-05-01,-1.4989
2017-05-02,-2.3505
2017-05-03,-4.8282
2017-05-04,2.6316
2017-05-05,3.2763999999999998
2017-05-08,-2.0552
2017-05-09,-1.7181
2017-05-10,-0.6591
2017-05-11,-0.8222
2017-05-12,-0.5672
2017-05-15,-0.1316
2017-05-16,-0.8787
2017-05-17,-1.7435
2017-05-18,0.1805
2017-05-19,2.1465
2017-05-22,0.2645
2017-05-23,-1.0992
2017-05-24,-0.8595
2017-05-25,0.4634
2017-05-26,-0.3125
2017-05-30,0.1799
2017-05-31,-0.8979
2017-06-01,0.9363
2017-06-02,-1.3465
2017-06-05,-0.0758
2017-06-06,0.5919
2017-06-07,0.6789
2017-06-08,-0.5695
2017-06-09,1.2811
2017-06-12,1.8304
2017-06-13,-1.4029
2017-06-14,-1.0523
2017-06-15,1.3481
2017-06-16,-0.4582
2017-06-19,0.193
2017-06-20,-1.971
2017-06-21,0.3628
2017-06-22,0.3314
2017-06-23,1.186
2017-06-26,1.7210999999999999
2017-06-27,-0.1896
2017-06-28,1.4906
2017-06-29,-1.3103
2017-06-30,-0.3356
2017-07-03,0.2342
2017-07-05,0.2045
2017-07-06,-1.6616
2017-07-07,-0.4595
2017-07-10,0.2233
2017-07-11,0.1783
2017-07-12,-0.4301
2017-07-13,0.0596
2017-07-14,0.8336
2017-07-17,0.7086
2017-07-18,-1.759
2017-07-19,14.7269
2017-07-20,2.7572
2017-07-21,-0.3291
2017-07-24,-0.8381
2017-07-25,4.3027
2017-07-26,3.2167
2017-07-27,2.7834
2017-07-28,0.5786
2017-07-31,0.5753
2017-08-01,0.183
2017-08-02,0.4568
2017-08-03,0.0909
2017-08-04,-0.8631
2017-08-07,0.4239
2017-08-08,0.1597
2017-08-09,-0.615
2017-08-10,-0.4928
2017-08-11,-0.1958
2017-08-14,0.1039
2017-08-15,-0.6916
2017-08-16,-0.3482
2017-08-17,-0.3145
2017-08-18,0.1052
2017-08-21,0.035
2017-08-22,0.0583
2017-08-23,0.07
2017-08-24,0.0583
2017-08-25,0.4193
2017-08-28,-0.2436
2017-08-29,0.279
2017-08-30,-0.5236
2017-08-31,0.1754
2017-09-01,0.0
2017-09-05,-0.5137
2017-09-06,0.2817
2017-09-07,-0.2458
2017-09-08,0.2698
2017-09-11,-0.2691
2017-09-12,-0.0469
2017-09-13,0.0469
2017-09-14,0.1173
2017-09-15,0.7851
2017-09-18,-0.4069
2017-09-19,0.1751
2017-09-20,-0.0699
2017-09-21,0.3848
2017-09-22,-0.0465
2017-09-25,-0.0116
2017-09-26,-0.1744
2017-09-27,0.198
2017-09-28,-0.2905
2017-09-29,0.1049
2017-10-02,0.2561
2017-10-03,0.0348
2017-10-04,0.1625
2017-10-05,-0.2434
2017-10-06,-0.0581
2017-10-09,-0.3371
2017-10-10,-0.3149
2017-10-11,-0.8308
2017-10-12,-1.0737
2017-10-13,-0.0239
2017-10-16,-0.5369
2017-10-17,-0.1559
2017-10-18,0.6367
2017-10-19,0.8714
2017-10-20,0.0
2017-10-23,-1.1360999999999999
2017-10-24,0.1796
2017-10-25,-0.2151
2017-10-26,0.1437
2017-10-27,-0.2631
2017-10-30,0.024
2017-10-31,-0.1798
2017-11-01,0.2882
2017-11-02,-3.0532
2017-11-03,-1.6796
2017-11-06,0.6532
2017-11-07,0.3245
2017-11-08,-1.9157
2017-11-09,-0.6595
2017-11-10,1.0852
2017-11-13,-0.3789
2017-11-14,-1.0269
2017-11-15,1.3321
2017-11-16,0.8848
2017-11-17,1.0149
2017-11-20,-0.3969
2017-11-21,-0.2491
2017-11-22,0.8864
2017-11-24,-0.5445
2017-11-27,-0.7963
2017-11-28,0.9658
2017-11-29,1.4534
2017-11-30,0.5776
2017-12-01,0.5621
2017-12-04,1.3001
2017-12-05,-1.6673
2017-12-06,-0.5733
2017-12-07,0.1963
2017-12-08,0.2204
2017-12-11,-0.0489
2017-12-12,-0.1834
2017-12-13,-0.1225
2017-12-14,-0.1471
2017-12-15,2.1734
2017-12-18,0.2163
2017-12-19,0.4557
2017-12-20,0.0955
2017-12-21,2.2182
2017-12-22,-0.42
2017-12-26,0.3866
2017-12-27,-0.5019
2017-12-28,0.2698
2017-12-29,-0.117
2018-01-02,1.4758
2018-01-03,0.0
2018-01-04,-0.7849
2018-01-05,0.2094
2018-01-08,0.1974
2018-01-09,-0.5793
2018-01-10,1.212
2018-01-11,0.9557
2018-01-12,0.2167
2018-01-16,-0.0683
2018-01-17,0.2619
2018-01-18,0.5452
2018-01-19,-0.0226
2018-01-22,0.3051
2018-01-23,-0.6534
2018-01-24,0.1474
2018-01-25,0.0
2018-01-26,-0.0226
2018-01-29,0.068
2018-01-30,-0.464
2018-01-31,0.0455
2018-02-01,0.716
2018-02-02,-0.756
2018-02-05,-1.444
2018-02-06,1.2114
2018-02-07,-0.6041
2018-02-08,-0.8486
2018-02-09,0.1735
2018-02-12,0.7851
2018-02-13,0.2406
2018-02-14,0.0914
2018-02-15,0.3654
2018-02-16,-0.1024
2018-02-20,0.3986
2018-02-21,-0.0454
2018-02-22,-0.4085
2018-02-23,-0.0114
2018-02-26,0.8661
2018-02-27,1.706
2018-02-28,0.156
2018-03-01,-0.2448
2018-03-02,0.6917
2018-03-05,-0.1773
2018-03-06,-0.0666
