ticker,XLNX UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.8179
2000-01-04,-2.2727
2000-01-05,-2.1888
2000-01-06,-8.6713
2000-01-07,11.3323
2000-01-10,5.0894
2000-01-11,-7.9843
2000-01-12,0.0
2000-01-13,2.9872
2000-01-14,6.4917
2000-01-18,0.6485
2000-01-19,-5.5412
2000-01-20,2.3192
2000-01-21,1.2
2000-01-24,-6.1924
2000-01-25,4.4944
2000-01-26,-5.914
2000-01-27,0.0
2000-01-28,-1.2857
2000-01-31,5.9334
2000-02-01,4.7814
2000-02-02,5.867
2000-02-03,12.8079
2000-02-04,1.4192
2000-02-07,3.3369
2000-02-08,-0.5208
2000-02-09,-3.1414
2000-02-10,1.5135
2000-02-11,-2.9819
2000-02-14,8.7816
2000-02-15,-0.1009
2000-02-16,5.4545
2000-02-17,5.8429
2000-02-18,-4.1629
2000-02-22,1.6053
2000-02-23,1.1152
2000-02-24,6.0662
2000-02-25,-4.0728
2000-02-28,1.5356999999999998
2000-02-29,13.5231
2000-03-01,-6.348
2000-03-02,3.0126
2000-03-03,8.0422
2000-03-06,-2.7068
2000-03-07,1.391
2000-03-08,-0.2287
2000-03-09,1.0695000000000001
2000-03-10,0.7559
2000-03-13,-5.0263
2000-03-14,-9.8539
2000-03-15,-3.0011
2000-03-16,4.5167
2000-03-17,4.408
2000-03-20,-2.8146
2000-03-21,4.9404
2000-03-22,7.3052
2000-03-23,2.118
2000-03-24,-2.0741
2000-03-27,5.0681
2000-03-28,-2.2318
2000-03-29,-5.2283
2000-03-30,-4.4289
2000-03-31,7.7236
2000-04-03,-6.2642
2000-04-04,-0.6844
2000-04-05,8.4718
2000-04-06,-3.3632
2000-04-07,1.3921000000000001
2000-04-10,-8.0092
2000-04-11,3.2338
2000-04-12,-7.5502
2000-04-13,-2.8670999999999998
2000-04-14,-16.8157
2000-04-17,11.3978
2000-04-18,7.3359
2000-04-19,-4.1367
2000-04-20,1.4071
2000-04-24,-6.753
2000-04-25,11.7063
2000-04-26,-6.9272
2000-04-27,10.8779
2000-04-28,0.8606
2000-05-01,-2.2184
2000-05-02,-6.1955
2000-05-03,-0.5581
2000-05-04,-0.0935
2000-05-05,3.1835
2000-05-08,-6.4428
2000-05-09,-3.2008
2000-05-10,-10.6212
2000-05-11,6.6143
2000-05-12,0.5258
2000-05-15,7.2176
2000-05-16,5.7561
2000-05-17,-2.3985
2000-05-18,-3.4026
2000-05-19,-4.1096
2000-05-22,6.0204
