ticker,SPG UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3624
2000-01-04,-1.105
2000-01-05,0.838
2000-01-06,2.4931
2000-01-07,4.3243
2000-01-10,1.0363
2000-01-11,-0.2564
2000-01-12,-1.0283
2000-01-13,1.039
2000-01-14,1.5424
2000-01-18,0.5063
2000-01-19,0.5038
2000-01-20,0.5013
2000-01-21,1.2469000000000001
2000-01-24,-0.9852
2000-01-25,-0.995
2000-01-26,0.2513
2000-01-27,0.5013
2000-01-28,-0.4988
2000-01-31,-1.0025
2000-02-01,0.5063
2000-02-02,-0.2317
2000-02-03,1.5464
2000-02-04,0.5076
2000-02-07,-0.5051
2000-02-08,-1.0152
2000-02-09,-0.2564
2000-02-10,-0.5141
2000-02-11,-1.0336
2000-02-14,-2.0888
2000-02-15,-0.5333
2000-02-16,-1.0724
2000-02-17,0.813
2000-02-18,-0.8065
2000-02-22,-0.271
2000-02-23,0.8152
2000-02-24,0.0
2000-02-25,1.0782
2000-02-28,0.0
2000-02-29,0.2667
2000-03-01,-0.5319
2000-03-02,-0.2674
2000-03-03,0.8043
2000-03-06,-0.266
2000-03-07,-1.3333
2000-03-08,0.2703
2000-03-09,-1.0782
2000-03-10,0.2725
2000-03-13,-1.087
2000-03-14,-0.2747
2000-03-15,1.1019
2000-03-16,0.8174
2000-03-17,-0.5405
2000-03-20,0.0
2000-03-21,1.6303999999999998
2000-03-22,-0.5348
2000-03-23,1.0753
2000-03-24,0.266
2000-03-27,-1.3263
2000-03-28,0.0
2000-03-29,-0.2688
2000-03-30,1.3477000000000001
2000-03-31,2.1277
2000-04-03,-2.0833
2000-04-04,0.0
2000-04-05,-0.7979
2000-04-06,0.8043
2000-04-07,1.8617
2000-04-10,0.7833
2000-04-11,0.5181
2000-04-12,1.2887
2000-04-13,3.3079
2000-04-14,-1.4778
2000-04-17,-1.5
2000-04-18,0.7614
2000-04-19,0.0
2000-04-20,-0.5038
2000-04-24,0.5063
2000-04-25,0.5038
2000-04-26,2.005
2000-04-27,0.2457
2000-04-28,-0.4902
2000-05-01,4.1872
2000-05-02,2.3641
2000-05-03,-1.1363
2000-05-04,0.7143
2000-05-05,0.2364
2000-05-08,-1.1792
2000-05-09,-0.2387
2000-05-10,-0.7177
2000-05-11,0.7229
2000-05-12,0.2392
2000-05-15,-0.9547
2000-05-16,-0.241
2000-05-17,0.0
2000-05-18,0.2415
2000-05-19,-0.7229
2000-05-22,-1.6989999999999998
2000-05-23,0.0
