ticker,STI UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.4487
2000-01-04,-3.2039
2000-01-05,-1.1033
2000-01-06,1.3185
2000-01-07,-0.2002
2000-01-10,-4.3129
2000-01-11,-0.8386
2000-01-12,1.6913
2000-01-13,2.2869
2000-01-14,2.439
2000-01-18,-1.9841
2000-01-19,-2.5304
2000-01-20,-2.6999
2000-01-21,-0.2134
2000-01-24,-4.385
2000-01-25,1.6779
2000-01-26,2.5303
2000-01-27,1.073
2000-01-28,-2.8662
2000-01-31,4.153
2000-02-01,-0.8395
2000-02-02,-2.2222
2000-02-03,-2.3810000000000002
2000-02-04,-2.439
2000-02-07,-1.3636
2000-02-08,3.4562
2000-02-09,-3.4521
2000-02-10,-1.7301
2000-02-11,0.2347
2000-02-14,-1.4052
2000-02-15,2.3753
2000-02-16,-1.7401
2000-02-17,-0.7084
2000-02-18,-2.1403
2000-02-22,0.9721
2000-02-23,-2.5271
2000-02-24,-1.9752999999999998
2000-02-25,0.3778
2000-02-28,3.3777
2000-02-29,-0.6112
2000-03-01,-0.123
2000-03-02,-1.3547
2000-03-03,1.3733
2000-03-06,-0.4926
2000-03-07,-4.0842
2000-03-08,-1.6774
2000-03-09,1.0499
2000-03-10,-1.5584
2000-03-13,1.9788999999999999
2000-03-14,-1.5524
2000-03-15,8.9356
2000-03-16,9.8914
2000-03-17,-1.0977
2000-03-20,-1.5537999999999998
2000-03-21,4.6223
2000-03-22,1.0776
2000-03-23,3.5181
2000-03-24,-1.0299
2000-03-27,-2.0812
2000-03-28,2.763
2000-03-29,-2.3785
2000-03-30,-2.7542
2000-03-31,0.6536
2000-04-03,3.8961
2000-04-04,-1.7708
2000-04-05,-0.3181
2000-04-06,-0.3191
2000-04-07,-2.7748
2000-04-10,0.7684
2000-04-11,-0.1089
2000-04-12,4.253
2000-04-13,-2.9289
2000-04-14,-8.7284
2000-04-17,2.8335
2000-04-18,1.837
2000-04-19,-3.3822
2000-04-20,1.867
2000-04-24,2.0619
2000-04-25,2.8058
2000-04-26,-4.0393
2000-04-27,-3.0717
2000-04-28,-4.6948
2000-05-01,1.4778
2000-05-02,0.9709
2000-05-03,-3.125
2000-05-04,-1.861
2000-05-05,-0.2528
2000-05-08,3.5488
2000-05-09,1.7136
2000-05-10,-2.8881
2000-05-11,2.7260999999999997
2000-05-12,3.1363
2000-05-15,2.5731
2000-05-16,-1.8244
2000-05-17,-0.6969
2000-05-18,1.7544
2000-05-19,-1.4943
