ticker,WMB UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.4315
2000-01-04,-2.0161
2000-01-05,5.9671
2000-01-06,2.1359
2000-01-07,2.6616
2000-01-10,-1.8519
2000-01-11,-1.1320999999999999
2000-01-12,-1.3359
2000-01-13,2.3211
2000-01-14,5.6711
2000-01-18,4.6512
2000-01-19,-2.0513
2000-01-20,6.1082
2000-01-21,2.7961
2000-01-24,-3.84
2000-01-25,-1.4975
2000-01-26,9.7973
2000-01-27,-4.0
2000-01-28,-3.0449
2000-01-31,2.4793
2000-02-01,-1.9355
2000-02-02,1.6447
2000-02-03,-1.1327
2000-02-04,-1.6367
2000-02-07,2.1631
2000-02-08,7.6547
2000-02-09,-0.9077
2000-02-10,3.2061
2000-02-11,-0.5917
2000-02-14,-0.1488
2000-02-15,2.8316
2000-02-16,2.8986
2000-02-17,-2.1127
2000-02-18,-3.3094
2000-02-22,-2.0833
2000-02-23,-0.9119
2000-02-24,-1.3804
2000-02-25,-2.3327999999999998
2000-02-28,4.4586
2000-02-29,1.9817
2000-03-01,6.8759
2000-03-02,0.8392
2000-03-03,4.7157
2000-03-06,1.7219
2000-03-07,1.5625
2000-03-08,-5.0769
2000-03-09,-0.9485
2000-03-10,6.5663
2000-03-13,-4.6213
2000-03-14,-1.2113
2000-03-15,-0.9537
2000-03-16,1.3755
2000-03-17,-1.2212
2000-03-20,-3.022
2000-03-21,3.8244
2000-03-22,-2.1828
2000-03-23,-0.6974
2000-03-24,-3.2303
2000-03-27,4.4993
2000-03-28,-7.6389
2000-03-29,5.4135
2000-03-30,-0.8559
2000-03-31,1.1511
2000-04-03,-0.7112
2000-04-04,-6.5903
2000-04-05,-1.9939
2000-04-06,3.5994
2000-04-07,1.8127
2000-04-10,-2.819
2000-04-11,-4.7328
2000-04-12,-4.4872
2000-04-13,4.1946
2000-04-14,-6.9243
2000-04-17,2.4221
2000-04-18,-0.8446
2000-04-19,4.0886
2000-04-20,-0.8183
2000-04-24,-2.9703
2000-04-25,2.551
2000-04-26,-0.4975
2000-04-27,-1.5
2000-04-28,1.0152
2000-05-01,2.8476
2000-05-02,1.9544000000000001
2000-05-03,-4.4728
2000-05-04,0.8361
2000-05-05,-0.1658
2000-05-08,1.8272
2000-05-09,-2.447
2000-05-10,-5.0167
2000-05-11,9.8592
2000-05-12,0.9615
2000-05-15,1.746
2000-05-16,-0.78
2000-05-17,0.0
2000-05-18,0.9434
2000-05-19,-2.0249
2000-05-22,-1.1129
