ticker,ANDV UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.4865
2000-01-04,-3.4682
2000-01-05,-1.1976
2000-01-06,-1.8182
2000-01-07,-1.2346
2000-01-10,-1.25
2000-01-11,5.6962
2000-01-12,-2.9939999999999998
2000-01-13,3.0864
2000-01-14,-4.1916
2000-01-18,4.375
2000-01-19,0.5988
2000-01-20,5.3571
2000-01-21,2.2599
2000-01-24,-2.2099
2000-01-25,11.8644
2000-01-26,3.0303
2000-01-27,-6.3725
2000-01-28,-3.1414
2000-01-31,-4.8649000000000004
2000-02-01,0.0
2000-02-02,-0.5682
2000-02-03,-0.5714
2000-02-04,-1.1494
2000-02-07,0.5814
2000-02-08,-1.1561
2000-02-09,-2.3392
2000-02-10,-1.1976
2000-02-11,-2.4242
2000-02-14,-0.6211
2000-02-15,-2.5
2000-02-16,0.0
2000-02-17,1.9231
2000-02-18,-3.7736
2000-02-22,-2.6144
2000-02-23,-3.3557
2000-02-24,2.7778
2000-02-25,0.0
2000-02-28,0.6757
2000-02-29,-0.6711
2000-03-01,2.027
2000-03-02,1.3245
2000-03-03,-0.6536
2000-03-06,-1.3158
2000-03-07,2.6667
2000-03-08,1.2987
2000-03-09,-3.8462
2000-03-10,0.0
2000-03-13,0.0
2000-03-14,-0.6667
2000-03-15,0.6711
2000-03-16,16.6667
2000-03-17,-4.0
2000-03-20,-2.9762
2000-03-21,7.362
2000-03-22,0.5714
2000-03-23,-1.7045
2000-03-24,-1.7341
2000-03-27,0.5882
2000-03-28,-1.7544
2000-03-29,5.9524
2000-03-30,5.0562
2000-03-31,-1.6042999999999998
2000-04-03,-2.7174
2000-04-04,-2.7933
2000-04-05,0.5747
2000-04-06,-1.1429
2000-04-07,2.3121
2000-04-10,-2.8249
2000-04-11,4.6512
2000-04-12,10.0
2000-04-13,-5.5556
2000-04-14,-5.8824
2000-04-17,0.0
2000-04-18,2.8409
2000-04-19,6.0773
2000-04-20,-2.0833
2000-04-24,-2.1277
2000-04-25,4.3478
2000-04-26,-1.5625
2000-04-27,1.0582
2000-04-28,-1.5707
2000-05-01,1.5957
2000-05-02,0.5236
2000-05-03,-19.2708
2000-05-04,-1.9355
2000-05-05,0.0
2000-05-08,3.2895
2000-05-09,-2.5478
2000-05-10,0.6536
2000-05-11,1.2987
2000-05-12,1.2821
2000-05-15,1.8987
2000-05-16,-1.8634
2000-05-17,-1.2658
2000-05-18,-1.2821
2000-05-19,0.0
2000-05-22,0.6494
2000-05-23,-3.2258
