ticker,MPC UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-06-24,-4.4872
2011-06-27,1.0738
2011-06-28,2.7888
2011-06-29,3.6176
2011-06-30,3.2419000000000002
2011-07-01,1.9324
2011-07-05,0.0237
2011-07-06,-0.7581
2011-07-07,-0.2626
2011-07-08,-0.8856
2011-07-11,-3.1635
2011-07-12,0.9476
2011-07-13,-1.2846
2011-07-14,-3.3033
2011-07-15,1.3458
2011-07-18,-0.1021
2011-07-19,1.5849
2011-07-20,-0.5284
2011-07-21,1.4419
2011-07-22,1.1721
2011-07-25,1.9719
2011-07-26,4.0609
2011-07-27,-2.2997
2011-07-28,1.7118
2011-07-29,2.3609
2011-08-01,2.6947
2011-08-02,-5.8706
2011-08-03,-2.1262
2011-08-04,-7.2653
2011-08-05,-2.8891
2011-08-08,-13.3476
2011-08-09,11.661
2011-08-10,-2.7147
2011-08-11,6.3212
2011-08-12,0.1875
2011-08-15,5.0521
2011-08-16,-0.6138
2011-08-17,0.6176
2011-08-18,-6.3683
2011-08-19,-4.425
2011-08-22,-6.9163
2011-08-23,5.1581
2011-08-24,4.6131
2011-08-25,-4.0469
2011-08-26,1.4252
2011-08-29,3.2406
2011-08-30,0.0833
2011-08-31,2.8587
2011-09-01,-0.1349
2011-09-02,-4.2961
2011-09-06,-1.1858
2011-09-07,3.6856999999999998
2011-09-08,3.968
2011-09-09,-3.6576
2011-09-12,0.8528
2011-09-13,-3.6007
2011-09-14,-0.8772
2011-09-15,1.1133
2011-09-16,-0.9034
2011-09-19,-4.416
2011-09-20,0.4173
2011-09-21,-3.8289999999999997
2011-09-22,-9.0432
2011-09-23,0.2036
2011-09-26,1.9302000000000001
2011-09-27,-0.897
2011-09-28,-2.8495
2011-09-29,-3.9337
2011-09-30,-2.8017
2011-10-03,0.3326
2011-10-04,5.93
2011-10-05,9.4576
2011-10-06,5.7497
2011-10-07,-5.0766
2011-10-10,4.3354
2011-10-11,0.546
2011-10-12,1.267
2011-10-13,0.5958
2011-10-14,7.0181
2011-10-17,-3.3204000000000002
2011-10-18,3.5776
2011-10-19,-1.6303
2011-10-20,2.5
2011-10-21,2.3568
2011-10-24,-4.0161
2011-10-25,-8.0335
2011-10-26,5.3382
2011-10-27,7.4863
2011-10-28,-0.0268
2011-10-31,-3.8049
2011-11-01,0.2786
2011-11-02,6.4722
2011-11-03,0.887
2011-11-04,-0.1293
2011-11-07,0.7768
2011-11-08,-2.0812
2011-11-09,-2.8601
2011-11-10,1.8368
