ticker,DVMT UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-08,4.8125
2016-09-09,-2.4448
2016-09-12,0.652
2016-09-13,-1.8218999999999999
2016-09-14,-0.3093
2016-09-15,1.1169
2016-09-16,-0.8591
2016-09-19,0.5983
2016-09-20,-0.0615
2016-09-21,-0.6362
2016-09-22,-0.8055
2016-09-23,-0.0416
2016-09-26,-0.2499
2016-09-27,-0.2088
2016-09-28,0.1465
2016-09-29,-0.6059
2016-09-30,0.4835
2016-10-03,0.272
2016-10-04,-0.146
2016-10-05,1.2746
2016-10-06,-0.1651
2016-10-07,-0.6613
2016-10-10,-1.1442
2016-10-11,-0.7997
2016-10-12,-0.0636
2016-10-13,0.0425
2016-10-14,0.2334
2016-10-17,0.3175
2016-10-18,0.6119
2016-10-19,0.0629
2016-10-20,-0.021
2016-10-21,-0.9644
2016-10-24,1.4818
2016-10-25,-1.9816
2016-10-26,-0.5746
2016-10-27,3.4461
2016-10-28,1.1173
2016-10-31,0.4502
2016-11-01,-1.263
2016-11-02,1.0935
2016-11-03,-0.4694
2016-11-04,-0.3076
2016-11-07,1.8511
2016-11-08,0.3231
2016-11-09,-0.624
2016-11-10,-0.2228
2016-11-11,-0.2233
2016-11-14,-0.3255
2016-11-15,2.2249
2016-11-16,1.1381999999999999
2016-11-17,2.2705
2016-11-18,0.3668
2016-11-21,0.8656
2016-11-22,-0.6674
2016-11-23,-1.0559
2016-11-25,1.2612
2016-11-28,-0.0958
2016-11-29,2.1672
2016-11-30,0.5444
2016-12-01,-3.1367
2016-12-02,1.6768999999999998
2016-12-05,0.5877
2016-12-06,0.5842
2016-12-07,0.9931
2016-12-08,0.0371
2016-12-09,0.0927
2016-12-12,-0.1297
2016-12-13,-0.2412
2016-12-14,0.8183
2016-12-15,4.7039
2016-12-16,-0.5638
2016-12-19,-0.0886
2016-12-20,1.1703999999999999
2016-12-21,0.4207
2016-12-22,-2.531
2016-12-23,0.4477
2016-12-27,-0.0713
2016-12-28,-1.2667
2016-12-29,-0.1446
2016-12-30,-0.5248
2017-01-03,-0.7277
2017-01-04,0.788
2017-01-05,0.4909
2017-01-06,2.7500999999999998
2017-01-09,-0.5283
2017-01-10,0.8851
2017-01-11,1.0352999999999999
2017-01-12,0.1042
2017-01-13,0.9195
2017-01-17,-0.3954
2017-01-18,1.0873
2017-01-19,0.4098
2017-01-20,0.7652
2017-01-23,-1.6537
2017-01-24,2.5566
2017-01-25,0.4852
2017-01-26,-0.7493
2017-01-27,4.9321
