ticker,REZI UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-16,6.8966
2018-10-17,-1.6129
2018-10-18,-2.459
2018-10-19,0.0
2018-10-22,0.8403
2018-10-23,-9.6667
2018-10-24,6.0886
2018-10-25,1.5652
2018-10-26,-4.6233
2018-10-29,-7.289
2018-10-30,-18.4353
2018-10-31,-0.0475
2018-11-01,4.5131
2018-11-02,8.0909
2018-11-05,3.9108
2018-11-06,-2.5091
2018-11-07,-1.6189
2018-11-08,-6.2869
2018-11-09,-1.0806
2018-11-12,-2.731
2018-11-13,-0.5147
2018-11-14,1.0818
2018-11-15,2.5128
2018-11-16,-4.5847
2018-11-19,-7.5642
2018-11-20,0.4632
2018-11-21,0.8197
2018-11-23,-1.3719999999999999
2018-11-26,2.576
2018-11-27,-2.8127
2018-11-28,4.186
2018-11-29,2.9266
2018-11-30,-0.5783
2018-12-03,1.5511
2018-12-04,-2.6253
2018-12-06,0.9804
2018-12-07,2.1845
2018-12-10,2.4703
2018-12-11,-0.4172
2018-12-12,-0.1862
2018-12-13,3.1716
2018-12-14,1.8535
2018-12-17,-1.1984
2018-12-18,2.4708
2018-12-19,-1.7098
2018-12-20,-4.1481
2018-12-21,-6.5612
2018-12-24,-3.1375
2018-12-26,4.1645
2018-12-27,-2.0237
2018-12-28,1.1083
2018-12-31,2.3916
2019-01-02,0.438
2019-01-03,-5.1357
2019-01-04,4.1369
2019-01-07,-1.3242
2019-01-08,2.1869
2019-01-09,3.8911
2019-01-10,0.7491
2019-01-11,1.3941
2019-01-14,-3.9413
2019-01-15,1.6221
2019-01-16,1.4085
2019-01-17,1.3889
2019-01-18,-0.4566
2019-01-22,-3.211
2019-01-23,-2.7488
2019-01-24,-0.6335
2019-01-25,2.2560000000000002
2019-01-28,-0.2878
2019-01-29,-1.6354
2019-01-30,2.1516
2019-01-31,4.9785
2019-02-01,3.9215999999999998
2019-02-04,3.7736
2019-02-05,0.4228
2019-02-06,0.5895
2019-02-07,1.2976
2019-02-08,0.2893
2019-02-11,1.7717
2019-02-12,0.9717
2019-02-13,0.9222
2019-02-14,-1.0727
2019-02-15,2.0482
2019-02-19,1.0626
2019-02-20,-0.5062
2019-02-21,-0.8611
2019-02-22,2.0924
2019-02-25,-0.3867
2019-02-26,1.514
2019-02-27,0.2294
2019-02-28,-1.9458
2019-03-01,-1.6732
2019-03-04,-0.0396
2019-03-05,-1.346
2019-03-06,-0.6822
2019-03-07,-23.3939
2019-03-08,4.3249
2019-03-11,2.9323
