ticker,QEP UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-17,-2.1583
2010-06-18,1.4706000000000001
2010-06-21,-2.1739
2010-06-22,-4.2963000000000005
2010-06-23,-0.0929
2010-06-24,-0.8367
2010-06-25,1.5937000000000001
2010-06-28,-0.7998
2010-06-29,-6.0155
2010-06-30,1.7156
2010-07-01,-4.9303
2010-07-02,-0.9894
2010-07-06,-2.8946
2010-07-07,4.8261
2010-07-08,2.5728
2010-07-09,0.462
2010-07-12,-0.8213
2010-07-13,0.9275
2010-07-14,0.0
2010-07-15,0.1969
2010-07-16,-2.6531000000000002
2010-07-19,0.2692
2010-07-20,2.1141
2010-07-21,-2.3332
2010-07-22,1.0094
2010-07-23,-2.4983
2010-07-26,1.0591
2010-07-27,1.9607999999999999
2010-07-28,2.4867
2010-07-29,5.144
2010-07-30,5.9077
2010-08-02,-1.5107
2010-08-03,1.9468999999999999
2010-08-04,0.9838
2010-08-05,-0.0287
2010-08-06,-2.6369
2010-08-09,0.9714
2010-08-10,-2.0117
2010-08-11,-5.4448
2010-08-12,-2.8005
2010-08-13,-2.428
2010-08-16,0.5972
2010-08-17,4.2216
2010-08-18,-0.2532
2010-08-19,-0.5079
2010-08-20,-1.053
2010-08-23,0.516
2010-08-24,-1.6683
2010-08-25,-0.3589
2010-08-26,-0.4257
2010-08-27,-0.0987
2010-08-30,-3.0612
2010-08-31,-1.4261
2010-09-01,5.9594000000000005
2010-09-02,1.788
2010-09-03,1.4053
2010-09-07,-1.3858
2010-09-08,-2.4273
2010-09-09,-1.5385
2010-09-10,-0.0332
2010-09-13,-0.9644
2010-09-14,-0.0672
2010-09-15,0.3696
2010-09-16,-0.5691
2010-09-17,-1.7172
2010-09-20,1.987
2010-09-21,-1.7803
2010-09-22,0.2052
2010-09-23,0.0
2010-09-24,0.1365
2010-09-27,-0.5794
2010-09-28,2.2969
2010-09-29,0.134
2010-09-30,0.8701
2010-10-01,0.6967
2010-10-04,-1.0214
2010-10-05,1.1651
2010-10-06,1.3162
2010-10-07,-1.1043
2010-10-08,-0.3284
2010-10-11,-0.4942
2010-10-12,-1.7219
2010-10-13,2.7291
2010-10-14,0.1312
2010-10-15,2.0308
2010-10-18,2.3114
2010-10-19,-1.2237
2010-10-20,0.4447
2010-10-21,0.506
2010-10-22,0.0629
2010-10-25,-1.1006
2010-10-26,2.9889
2010-10-27,-1.9759
2010-10-28,2.0787
2010-10-29,1.913
2010-11-01,-0.4239
2010-11-02,1.581
