ticker,TPR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-06,-3.3846
2000-10-09,-7.6433
2000-10-10,2.4138
2000-10-11,-4.3771
2000-10-12,-4.9296
2000-10-13,2.2222
2000-10-16,0.3623
2000-10-17,6.1372
2000-10-18,-5.102
2000-10-19,-2.1505
2000-10-20,-0.3663
2000-10-23,-1.4706000000000001
2000-10-24,4.4776
2000-10-25,4.2857
2000-10-26,-0.6849
2000-10-27,7.5862
2000-10-30,10.2564
2000-10-31,8.7209
2000-11-01,-0.8021
2000-11-02,2.965
2000-11-03,5.7592
2000-11-06,-4.703
2000-11-07,-1.2987
2000-11-08,1.0526
2000-11-09,-0.2604
2000-11-10,3.3943
2000-11-13,-10.6061
2000-11-14,2.8249
2000-11-15,1.0989
2000-11-16,-0.2717
2000-11-17,1.9074
2000-11-20,-2.6738
2000-11-21,-0.5495
2000-11-22,1.6575
2000-11-24,0.0
2000-11-27,3.2609
2000-11-28,-1.0526
2000-11-29,-5.3191
2000-11-30,-0.5618
2000-12-01,-0.565
2000-12-04,5.1136
2000-12-05,-3.7838000000000003
2000-12-06,3.6517
2000-12-07,4.065
2000-12-08,5.7292
2000-12-11,1.7241
2000-12-12,-3.3898
2000-12-13,-3.7594
2000-12-14,-12.2396
2000-12-15,0.0
2000-12-18,-2.0772
2000-12-19,0.6061
2000-12-20,-2.4096
2000-12-21,3.7037
2000-12-22,6.5476
2000-12-26,7.2626
2000-12-27,4.1667
2000-12-28,13.0
2000-12-29,1.7699
2001-01-02,-9.1304
2001-01-03,-0.2392
2001-01-04,-4.0767
2001-01-05,-2.5
2001-01-08,-7.9487
2001-01-09,3.6212
2001-01-10,8.0645
2001-01-11,8.457699999999999
2001-01-12,-2.2936
2001-01-16,6.8075
2001-01-17,1.978
2001-01-18,3.4483
2001-01-19,1.25
2001-01-22,2.0576
2001-01-23,0.0
2001-01-24,-0.8065
2001-01-25,-1.626
2001-01-26,0.8264
2001-01-29,1.5737999999999999
2001-01-30,2.0013
2001-01-31,6.8038
2001-02-01,5.5704
2001-02-02,1.0385
2001-02-05,-2.2778
2001-02-06,-3.0131
2001-02-07,0.381
2001-02-08,-1.3139
2001-02-09,-0.1479
2001-02-12,-2.8148
2001-02-13,0.0
2001-02-14,3.5061
2001-02-15,0.8837
2001-02-16,-0.5839
2001-02-20,-0.5874
2001-02-21,2.1861
2001-02-22,-1.7057
2001-02-23,-2.9412000000000003
2001-02-26,-0.2424
2001-02-27,-1.4277
2001-02-28,-7.1186
