ticker,CE UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-24,0.0
2005-01-25,-2.1875
2005-01-26,-0.3834
2005-01-27,1.2187000000000001
2005-01-28,1.3942
2005-01-31,0.8125
2005-02-01,0.434
2005-02-02,0.0
2005-02-03,-1.1728
2005-02-04,0.1874
2005-02-07,-1.808
2005-02-08,0.3175
2005-02-09,-0.0633
2005-02-10,-1.33
2005-02-11,-0.0642
2005-02-14,0.1927
2005-02-15,2.1795
2005-02-16,1.0038
2005-02-17,2.4845
2005-02-18,1.4545
2005-02-22,-1.7324000000000002
2005-02-23,0.9119
2005-02-24,0.9036
2005-02-25,3.1045
2005-02-28,-3.3005
2005-03-01,-3.2335
2005-03-02,1.2376
2005-03-03,-0.6724
2005-03-04,1.6
2005-03-07,3.513
2005-03-08,0.9362
2005-03-09,4.058
2005-03-10,-0.2786
2005-03-11,0.5587
2005-03-14,-0.8333
2005-03-15,-1.1204
2005-03-16,-1.8697
2005-03-17,0.4042
2005-03-18,-0.7476
2005-03-21,-1.7961
2005-03-22,0.236
2005-03-23,-0.5297
2005-03-24,7.0414
2005-03-28,-1.4373
2005-03-29,-2.3556
2005-03-30,1.6657
2005-03-31,1.6383999999999999
2005-04-01,0.6115
2005-04-04,-3.9227
2005-04-05,-0.345
2005-04-06,-0.4616
2005-04-07,0.1739
2005-04-08,-1.5046
2005-04-11,0.3525
2005-04-12,1.3466
2005-04-13,-2.8885
2005-04-14,-3.7478
2005-04-15,-3.2756
2005-04-18,-2.2364
2005-04-19,1.9607999999999999
2005-04-20,-3.2051
2005-04-21,0.9272
2005-04-22,-1.5748
2005-04-25,1.8
2005-04-26,-3.2089
2005-04-27,-3.2476
2005-04-28,-1.3986
2005-04-29,3.1915
2005-05-02,3.9175
2005-05-03,0.0
2005-05-04,0.5952
2005-05-05,1.9066
2005-05-06,-0.1935
2005-05-09,2.8442
2005-05-10,-4.7769
2005-05-11,-0.396
2005-05-12,-1.5905
2005-05-13,-3.9731
2005-05-16,-1.4025
2005-05-17,0.7112
2005-05-18,3.3898
2005-05-19,4.3716
2005-05-20,1.767
2005-05-23,4.5016
2005-05-24,-0.9231
2005-05-25,-0.9938
2005-05-26,-2.0075
2005-05-27,-0.5762
2005-05-31,-0.322
2005-06-01,1.8088
2005-06-02,1.2056
2005-06-03,-0.4389
2005-06-06,-0.1889
2005-06-07,-0.1893
2005-06-08,-0.1896
2005-06-09,0.0633
2005-06-10,0.0
2005-06-13,-1.0127
2005-06-14,0.3836
