ticker,PG UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1677
2000-01-04,-1.9242
2000-01-05,-2.0809
2000-01-06,4.6752
2000-01-07,8.1206
2000-01-10,-0.4828
2000-01-11,1.5633
2000-01-12,-0.6369
2000-01-13,-1.7094
2000-01-14,1.7391
2000-01-18,-0.0534
2000-01-19,-1.0625
2000-01-20,-2.4377
2000-01-21,-8.7729
2000-01-24,0.426
2000-01-25,-5.5152
2000-01-26,3.0789
2000-01-27,3.4848
2000-01-28,-3.4877000000000002
2000-01-31,0.5607
2000-02-01,-1.3631
2000-02-02,-0.8794
2000-02-03,-0.8872
2000-02-04,-3.0691
2000-02-07,-1.3852
2000-02-08,2.4749
2000-02-09,-2.0888
2000-02-10,-2.4667
2000-02-11,2.529
2000-02-14,-2.0
2000-02-15,4.1497
2000-02-16,-2.4167
2000-02-17,0.8701
2000-02-18,-1.3271
2000-02-22,-0.0672
2000-02-23,-2.8937
2000-02-24,-1.6632
2000-02-25,-4.0169
2000-02-28,3.9648
2000-02-29,-0.565
2000-03-01,0.2841
2000-03-02,-1.0623
2000-03-03,1.2885
2000-03-06,-1.1307
2000-03-07,-31.3796
2000-03-08,-3.9583
2000-03-09,-0.4338
2000-03-10,-7.5163
2000-03-13,7.3027
2000-03-14,-2.9638
2000-03-15,5.8824
2000-03-16,2.3504
2000-03-17,-3.7578
2000-03-20,0.9761
2000-03-21,-2.0408
2000-03-22,-1.9737
2000-03-23,0.4474
2000-03-24,0.5568
2000-03-27,-2.1041
2000-03-28,3.2805
2000-03-29,2.8478
2000-03-30,-0.9585
2000-03-31,-3.2258
2000-04-03,5.7778
2000-04-04,6.6176
2000-04-05,-2.9557
2000-04-06,1.8274
2000-04-07,1.1964
2000-04-10,3.8424
2000-04-11,0.8539
2000-04-12,4.6096
2000-04-13,-0.6295
2000-04-14,-9.3213
2000-04-17,10.1796
2000-04-18,-3.7935
2000-04-19,0.0
2000-04-20,4.3519
2000-04-24,2.9918
2000-04-25,-9.507
2000-04-26,-5.4475
2000-04-27,0.2058
2000-04-28,-2.0534
2000-05-01,-0.3145
2000-05-02,0.6309
2000-05-03,1.1494
2000-05-04,-0.4132
2000-05-05,1.0373
2000-05-08,0.5133
2000-05-09,2.3493
2000-05-10,2.495
2000-05-11,1.2658
2000-05-12,-1.4423
2000-05-15,1.2683
2000-05-16,0.289
2000-05-17,-0.4803
2000-05-18,0.0
2000-05-19,0.4826
2000-05-22,-0.2882
2000-05-23,-0.7707
