ticker,COL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-06-18,4.7917
2001-06-19,5.6461
2001-06-20,1.242
2001-06-21,-5.5762
2001-06-22,-9.6457
2001-06-25,-2.7887
2001-06-26,3.1376
2001-06-27,-1.0865
2001-06-28,3.6907
2001-06-29,-0.3814
2001-07-02,0.638
2001-07-03,-2.1555
2001-07-05,-3.4557
2001-07-06,-2.8188
2001-07-09,-0.0921
2001-07-10,-2.0276
2001-07-11,-2.4459
2001-07-12,0.0964
2001-07-13,-3.1792
2001-07-16,-3.2338
2001-07-17,3.6504
2001-07-18,4.0179
2001-07-19,3.0043
2001-07-20,-0.0463
2001-07-23,-3.8907
2001-07-24,-0.7711
2001-07-25,5.1967
2001-07-26,-0.7387
2001-07-27,-1.814
2001-07-30,-4.5476
2001-07-31,2.7295
2001-08-01,0.7246
2001-08-02,1.3909
2001-08-03,0.8042
2001-08-06,-0.9855
2001-08-07,-0.237
2001-08-08,-1.1401
2001-08-09,0.7208
2001-08-10,-0.575
2001-08-13,-3.4217
2001-08-14,-0.9481
2001-08-15,-2.4685
2001-08-16,2.0145
2001-08-17,0.6582
2001-08-20,-1.4588
2001-08-21,0.2552
2001-08-22,0.5601
2001-08-23,0.557
2001-08-24,-1.0574
2001-08-27,-0.8142
2001-08-28,0.0513
2001-08-29,-0.6154
2001-08-30,2.1672
2001-08-31,2.6263
2001-09-04,-0.0492
2001-09-05,-1.1324
2001-09-06,-1.6434
2001-09-07,-5.7722
2001-09-10,2.3643
2001-09-17,-18.6352
2001-09-18,-4.5161
2001-09-19,-11.4865
2001-09-20,-1.145
2001-09-21,3.8609999999999998
2001-09-24,5.948
2001-09-25,-0.4211
2001-09-26,-3.1008
2001-09-27,-1.8909
2001-09-28,5.2632
2001-10-01,3.5211
2001-10-02,4.7619
2001-10-03,-1.6883
2001-10-04,1.7833999999999999
2001-10-05,0.7138
2001-10-08,0.5155
2001-10-09,-2.6923
2001-10-10,0.3953
2001-10-11,-1.1811
2001-10-12,1.1952
2001-10-15,0.3937
2001-10-16,-1.3072
2001-10-17,-0.596
2001-10-18,-1.6656
2001-10-19,1.5583
2001-10-22,-0.6004
2001-10-23,1.0738
2001-10-24,-2.7224
2001-10-25,0.6143
2001-10-26,-0.4749
2001-10-29,-1.227
2001-10-30,-2.6225
2001-10-31,-4.3232
2001-11-01,2.5926
2001-11-02,-0.5054
2001-11-05,1.5239
2001-11-06,2.7161999999999997
2001-11-07,1.5310000000000001
2001-11-08,3.4483
