ticker,TSCO UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.7813
2000-01-04,-2.1654
2000-01-05,0.6036
2000-01-06,-1.6
2000-01-07,2.439
2000-01-10,-4.7619
2000-01-11,0.8333
2000-01-12,5.7851
2000-01-13,-1.5625
2000-01-14,3.1746
2000-01-18,-1.1538
2000-01-19,-4.4747
2000-01-20,2.6477
2000-01-21,-3.1746
2000-01-24,-2.8689
2000-01-25,-1.2658
2000-01-26,2.5641
2000-01-27,13.75
2000-01-28,-3.2967
2000-01-31,9.0909
2000-02-01,-2.0833
2000-02-02,-8.5106
2000-02-03,-1.5504
2000-02-04,2.3622
2000-02-07,5.3846
2000-02-08,0.365
2000-02-09,-0.3636
2000-02-10,2.1898
2000-02-11,1.4285999999999999
2000-02-14,-5.6338
2000-02-15,-0.7463
2000-02-16,0.0
2000-02-17,0.7519
2000-02-18,-1.4925
2000-02-22,0.0
2000-02-23,-1.5152
2000-02-24,0.7692
2000-02-25,3.0534
2000-02-28,2.963
2000-02-29,3.5971
2000-03-01,4.8611
2000-03-02,-4.6358
2000-03-03,-1.3889
2000-03-06,2.8169
2000-03-07,-3.7671
2000-03-08,1.0676
2000-03-09,-2.1127
2000-03-10,2.1583
2000-03-13,1.7606000000000002
2000-03-14,-5.1903
2000-03-15,5.1095
2000-03-16,7.2917
2000-03-17,-2.9126
2000-03-20,2.6667
2000-03-21,2.5974
2000-03-22,1.2658
2000-03-23,2.1875
2000-03-24,-5.1988
2000-03-27,0.0
2000-03-28,1.6129
2000-03-29,-0.9524
2000-03-30,2.5641
2000-03-31,2.5
2000-04-03,0.0
2000-04-04,0.3049
2000-04-05,0.304
2000-04-06,0.6061
2000-04-07,3.012
2000-04-10,-3.8012
2000-04-11,5.7751
2000-04-12,-1.7241
2000-04-13,-7.6023
2000-04-14,0.0
2000-04-17,-3.7975
2000-04-18,5.2632
2000-04-19,-3.125
2000-04-20,0.6452
2000-04-24,-1.9231
2000-04-25,1.9607999999999999
2000-04-26,2.5641
2000-04-27,-0.3125
2000-04-28,-17.2414
2000-05-01,2.2727
2000-05-02,0.3704
2000-05-03,0.0
2000-05-04,6.2731
2000-05-05,4.8611
2000-05-08,-1.3245
2000-05-09,1.0067
2000-05-10,-4.3189
2000-05-11,-2.4306
2000-05-12,-0.3559
2000-05-15,1.7856999999999998
2000-05-16,1.0526
2000-05-17,-2.4306
2000-05-18,-1.0676
2000-05-19,-6.1151
2000-05-22,3.0651
2000-05-23,0.3717
