ticker,UAA UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-19,-0.0793
2006-12-20,0.8333
2006-12-21,1.0429
2006-12-22,-2.7069
2006-12-26,0.4804
2006-12-27,1.1952
2006-12-28,0.7677
2006-12-29,-1.4456
2007-01-03,-1.7839
2007-01-04,-0.6458
2007-01-05,-1.7671999999999999
2007-01-08,1.3027
2007-01-09,-0.2449
2007-01-10,2.2509
2007-01-11,0.1601
2007-01-12,-0.8991
2007-01-16,2.3387000000000002
2007-01-17,0.2758
2007-01-18,-0.3929
2007-01-19,0.7298
2007-01-22,-7.8128
2007-01-23,4.949
2007-01-24,2.7119999999999997
2007-01-25,-1.8719000000000001
2007-01-26,0.4819
2007-01-29,2.8177
2007-01-30,1.6327
2007-01-31,-2.8495
2007-02-01,-7.1457
2007-02-02,-2.9044
2007-02-05,-1.1572
2007-02-06,1.8997000000000002
2007-02-07,3.9237
2007-02-08,1.9399
2007-02-09,-1.6165
2007-02-12,-1.7679
2007-02-13,-0.7834
2007-02-14,1.3444
2007-02-15,0.1474
2007-02-16,0.6939
2007-02-20,1.9211
2007-02-21,-1.9258
2007-02-22,-0.1462
2007-02-23,-0.2301
2007-02-26,-0.2516
2007-02-27,-4.2464
2007-02-28,0.8782
2007-03-01,-0.0218
2007-03-02,-2.525
2007-03-05,-2.4118
2007-03-06,5.286
2007-03-07,-1.9561
2007-03-08,2.3498
2007-03-09,0.7364
2007-03-12,0.4945
2007-03-13,-3.0167
2007-03-14,2.8899
2007-03-15,0.9434
2007-03-16,-0.531
2007-03-19,3.9932
2007-03-20,0.5133
2007-03-21,2.0225
2007-03-22,0.1001
2007-03-23,2.4205
2007-03-26,-0.3906
2007-03-27,-2.6078
2007-03-28,-0.5436
2007-03-29,2.6923
2007-03-30,1.1236
2007-04-02,-0.2534
2007-04-03,2.1692
2007-04-04,-1.7024
2007-04-05,1.5373
2007-04-09,1.2265
2007-04-10,0.4354
2007-04-11,-0.7163
2007-04-12,-0.019
2007-04-13,-1.4622
2007-04-16,1.1948
2007-04-17,-1.0665
2007-04-18,-2.3869
2007-04-19,0.6508
2007-04-20,0.8817
2007-04-23,-1.3012000000000001
2007-04-24,-1.4168
2007-04-25,1.7964
2007-04-26,-2.7451
2007-04-27,-0.5847
2007-04-30,2.4133
2007-05-01,-8.7921
2007-05-02,-0.2388
2007-05-03,-3.1556
2007-05-04,1.5056
2007-05-07,-0.7306
2007-05-08,0.6244
2007-05-09,-0.5762
2007-05-10,-2.4967
