ticker,1288652D US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.3810000000000002
2000-01-04,-2.8143000000000002
2000-01-05,-1.834
2000-01-06,-0.1967
2000-01-07,2.266
2000-01-10,-2.6975
2000-01-11,0.7921
2000-01-12,1.3752
2000-01-13,0.8721
2000-01-14,0.4803
2000-01-18,-1.7208
2000-01-19,-2.1401
2000-01-20,-1.4910999999999999
2000-01-21,-1.2109
2000-01-24,-1.9407999999999999
2000-01-25,-3.3333
2000-01-26,3.9871
2000-01-27,-0.9326
2000-01-28,-3.5564999999999998
2000-01-31,1.9523000000000001
2000-02-01,0.5319
2000-02-02,0.0
2000-02-03,-0.5291
2000-02-04,0.6383
2000-02-07,-1.5856
2000-02-08,0.3222
2000-02-09,-1.7901
2000-02-10,-2.0833
2000-02-11,-1.4558
2000-02-14,-1.9318
2000-02-15,2.4334
2000-02-16,-0.2262
2000-02-17,0.0
2000-02-18,-1.5873
2000-02-22,-1.1521
2000-02-23,-1.049
2000-02-24,-3.6513999999999998
2000-02-25,1.956
2000-02-28,0.0
2000-02-29,-0.1199
2000-03-01,2.1609
2000-03-02,-2.1152
2000-03-03,2.0408
2000-03-06,0.1176
2000-03-07,-1.6451
2000-03-08,-0.4779
2000-03-09,1.4405999999999999
2000-03-10,-3.432
2000-03-13,-0.9804
2000-03-14,-0.1238
2000-03-15,8.3024
2000-03-16,7.3227
2000-03-17,-3.0917
2000-03-20,-0.7701
2000-03-21,2.2173
2000-03-22,0.6508
2000-03-23,4.5259
2000-03-24,3.0928
2000-03-27,-4.8
2000-03-28,1.4706000000000001
2000-03-29,2.6915
2000-03-30,6.0484
2000-03-31,1.2357
2000-04-03,-3.662
2000-04-04,-1.8519
2000-04-05,-0.8937
2000-04-06,0.3006
2000-04-07,-3.5964
2000-04-10,0.829
2000-04-11,0.5139
2000-04-12,1.0225
2000-04-13,2.3279
2000-04-14,-6.1325
2000-04-17,0.9484
2000-04-18,1.5657999999999999
2000-04-19,-1.2333
2000-04-20,2.4974
2000-04-24,0.6091
2000-04-25,3.33
2000-04-26,-2.1484
2000-04-27,-2.9939999999999998
2000-04-28,9.5679
2000-05-01,1.784
2000-05-02,-4.9815000000000005
2000-05-03,-3.6893000000000002
2000-05-04,1.2097
2000-05-05,-0.498
2000-05-08,-0.9009
2000-05-09,-0.5051
2000-05-10,0.0934
2000-05-11,0.9184
2000-05-12,2.1234
2000-05-15,2.4752
2000-05-16,0.5797
2000-05-17,-2.2094
2000-05-18,2.0629
