ticker,SRCL UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.9834
2000-01-04,-4.1958
2000-01-05,-0.7299
2000-01-06,-0.3676
2000-01-07,0.0
2000-01-10,-1.107
2000-01-11,-2.6119
2000-01-12,-0.3831
2000-01-13,-0.3846
2000-01-14,-1.9304999999999999
2000-01-18,5.1181
2000-01-19,-5.618
2000-01-20,2.7778
2000-01-21,0.3861
2000-01-24,2.6923
2000-01-25,-3.3708
2000-01-26,1.5504
2000-01-27,-1.9083999999999999
2000-01-28,0.0
2000-01-31,0.7782
2000-02-01,-4.2471
2000-02-02,2.8226
2000-02-03,-0.7843
2000-02-04,1.1858
2000-02-07,-3.9063
2000-02-08,1.2195
2000-02-09,4.4177
2000-02-10,-1.5385
2000-02-11,1.1719
2000-02-14,1.9304999999999999
2000-02-15,-1.8939
2000-02-16,0.3861
2000-02-17,-2.6923
2000-02-18,0.3953
2000-02-22,1.1811
2000-02-23,7.0039
2000-02-24,4.7273
2000-02-25,0.0
2000-02-28,0.3472
2000-02-29,2.2491
2000-03-01,1.5228000000000002
2000-03-02,-1.3333
2000-03-03,-2.7027
2000-03-06,0.6944
2000-03-07,0.3448
2000-03-08,0.6873
2000-03-09,3.0717
2000-03-10,5.9603
2000-03-13,-0.3125
2000-03-14,-7.21
2000-03-15,-2.7027
2000-03-16,9.7222
2000-03-17,-2.5316
2000-03-20,-0.974
2000-03-21,-0.6557
2000-03-22,-0.9901
2000-03-23,22.6667
2000-03-24,0.0
2000-03-27,-2.1739
2000-03-28,-1.6667
2000-03-29,1.4123999999999999
2000-03-30,2.507
2000-03-31,8.6957
2000-04-03,-4.0
2000-04-04,-2.8646000000000003
2000-04-05,1.8767
2000-04-06,0.0
2000-04-07,5.0
2000-04-10,-8.0201
2000-04-11,-1.3624
2000-04-12,1.3812
2000-04-13,0.545
2000-04-14,-1.355
2000-04-17,-10.989
2000-04-18,2.4691
2000-04-19,1.506
2000-04-20,-3.5608
2000-04-24,0.9231
2000-04-25,1.8293
2000-04-26,-2.9939999999999998
2000-04-27,5.2469
2000-04-28,-1.4663
2000-05-01,2.9762
2000-05-02,-0.578
2000-05-03,-1.7442
2000-05-04,6.8047
2000-05-05,-1.9391
2000-05-08,2.2599
2000-05-09,3.3149
2000-05-10,-3.4759
2000-05-11,-0.277
2000-05-12,1.1111
2000-05-15,-0.1374
2000-05-16,-0.1376
2000-05-17,7.438
2000-05-18,-6.9231
2000-05-19,0.0
2000-05-22,-1.1019
