ticker,NCLH UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-20,-1.3851
2017-12-21,-1.2404
2017-12-22,-0.2032
2017-12-26,-0.5552
2017-12-27,0.5025
2017-12-28,-0.7222
2017-12-29,-0.6715
2018-01-02,3.2113
2018-01-03,0.746
2018-01-04,-1.2462
2018-01-05,0.3475
2018-01-08,-0.3827
2018-01-09,0.5123
2018-01-10,1.2013
2018-01-11,1.0072
2018-01-12,3.0093
2018-01-16,-0.7952
2018-01-17,3.2758
2018-01-18,-0.6917
2018-01-19,0.9684
2018-01-22,-0.101
2018-01-23,-1.7517
2018-01-24,2.4687
2018-01-25,-0.2677
2018-01-26,2.2144
2018-01-29,-0.5908
2018-01-30,-1.0071
2018-01-31,1.3009
2018-02-01,-0.247
2018-02-02,-2.6242
2018-02-05,-3.4746
2018-02-06,2.1949
2018-02-07,-0.7904
2018-02-08,-2.9962
2018-02-09,0.3571
2018-02-12,2.206
2018-02-13,0.087
2018-02-14,2.4
2018-02-15,0.8152
2018-02-16,-0.4212
2018-02-20,-0.2707
2018-02-21,-0.3902
2018-02-22,-2.4353
2018-02-23,1.0648
2018-02-26,0.0864
2018-02-27,-2.8991
2018-02-28,1.1196
2018-03-01,-0.2285
2018-03-02,-0.5813
2018-03-05,-1.5237
2018-03-06,0.7557
2018-03-07,-0.8929
2018-03-08,-0.0901
2018-03-09,3.0658
2018-03-12,-0.9974
2018-03-13,0.1237
2018-03-14,-1.2357
2018-03-15,-1.0903
2018-03-16,1.4095
2018-03-19,-1.2473
2018-03-20,0.5413
2018-03-21,-2.7818
2018-03-22,-2.6952
2018-03-23,-2.4853
2018-03-26,2.0233
2018-03-27,0.82
2018-03-28,-0.7377
2018-03-29,0.9337
2018-04-02,-1.8879000000000001
2018-04-03,0.8082
2018-04-04,1.2407
2018-04-05,2.5452
2018-04-06,-2.1695
2018-04-09,-0.3383
2018-04-10,-1.9423
2018-04-11,0.6346
2018-04-12,1.9301
2018-04-13,-1.7248
2018-04-16,1.9458
2018-04-17,0.8234
2018-04-18,2.8768000000000002
2018-04-19,-0.8479
2018-04-20,1.2555
2018-04-23,1.9766
2018-04-24,-1.1278
2018-04-25,0.4812
2018-04-26,-2.359
2018-04-27,-0.545
2018-04-30,-2.3379
2018-05-01,0.7294
2018-05-02,-3.3977
2018-05-03,-1.7873999999999999
2018-05-04,0.8023
2018-05-07,-2.3296
2018-05-08,0.6758
2018-05-09,1.0069
2018-05-10,0.4691
2018-05-11,0.1167
