ticker,GM UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-19,0.2047
2010-11-22,-0.5254
2010-11-23,-2.4354
2010-11-24,0.6917
2010-11-26,0.9857
2010-11-29,-0.0296
2010-11-30,1.1834
2010-12-01,1.6959
2010-12-02,-0.2875
2010-12-03,-0.3749
2010-12-06,-0.2026
2010-12-07,0.58
2010-12-08,-0.6632
2010-12-09,-2.061
2010-12-10,0.2075
2010-12-13,-0.0296
2010-12-14,0.2663
2010-12-15,-0.8262
2010-12-16,0.0
2010-12-17,1.1604
2010-12-20,-0.7059
2010-12-21,0.2666
2010-12-22,3.161
2010-12-23,-0.315
2010-12-27,-0.6033
2010-12-28,2.0809
2010-12-29,1.9819
2010-12-30,2.221
2010-12-31,0.1086
2011-01-03,0.5426
2011-01-04,2.2666
2011-01-05,0.4485
2011-01-06,2.1802
2011-01-07,0.2057
2011-01-10,-1.0775
2011-01-11,0.4927
2011-01-12,-0.3355
2011-01-13,-0.9063
2011-01-14,-0.1829
2011-01-18,-0.445
2011-01-19,-1.6566
2011-01-20,-0.5882
2011-01-21,0.1614
2011-01-24,1.0741
2011-01-25,2.0191
2011-01-26,-1.3281
2011-01-27,2.0586
2011-01-28,-5.353
2011-01-31,-0.3005
2011-02-01,-0.1096
2011-02-02,-2.1125
2011-02-03,1.065
2011-02-04,1.4698
2011-02-07,0.3006
2011-02-08,0.5722
2011-02-09,-1.3546
2011-02-10,-1.4556
2011-02-11,1.5886
2011-02-14,-0.439
2011-02-15,-0.496
2011-02-16,1.7724
2011-02-17,-1.034
2011-02-18,0.3849
2011-02-22,-2.0268
2011-02-23,-3.2989
2011-02-24,-4.5389
2011-02-25,0.6965
2011-02-28,0.8421
2011-03-01,-1.7298
2011-03-02,-0.2124
2011-03-03,0.4562
2011-03-04,-1.9376
2011-03-07,-2.1303
2011-03-08,3.2177
2011-03-09,-1.4364
2011-03-10,-2.5736
2011-03-11,1.6232
2011-03-14,-1.0648
2011-03-15,2.4058
2011-03-16,-1.762
2011-03-17,-1.0699
2011-03-18,1.3041
2011-03-21,-1.7896
2011-03-22,-1.7263
2011-03-23,1.3663
2011-03-24,0.7381
2011-03-25,0.2549
2011-03-28,-1.9701
2011-03-29,0.8104
2011-03-30,1.4469
2011-03-31,-1.6482
2011-04-01,4.4473
2011-04-04,-0.0617
2011-04-05,1.4819
2011-04-06,0.0
2011-04-07,-1.7037
2011-04-08,-2.4451
2011-04-11,-2.3794
2011-04-12,1.2349999999999999
2011-04-13,-0.931
