ticker,CPNLQ UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.2969
2000-01-04,1.8727
2000-01-05,1.8382
2000-01-06,1.6245
2000-01-07,5.2398
2000-01-10,9.3671
2000-01-11,-5.1698
2000-01-12,0.6509
2000-01-13,3.2336
2000-01-14,5.7165
2000-01-18,0.4444
2000-01-19,-0.59
2000-01-20,1.2610999999999999
2000-01-21,2.1978
2000-01-24,1.5053999999999998
2000-01-25,-8.8277
2000-01-26,-4.0279
2000-01-27,-1.3721
2000-01-28,-4.6645
2000-01-31,0.4292
2000-02-01,4.1026
2000-02-02,2.2167
2000-02-03,1.3655
2000-02-04,-6.0222
2000-02-07,-0.8432
2000-02-08,1.9558
2000-02-09,0.7506
2000-02-10,5.4636
2000-02-11,-2.8257
2000-02-14,-0.6462
2000-02-15,9.3496
2000-02-16,-0.8178
2000-02-17,2.3988
2000-02-18,2.3426
2000-02-22,0.1431
2000-02-23,3.6429
2000-02-24,-2.2743
2000-02-25,1.6925
2000-02-28,2.9126
2000-02-29,-1.3477000000000001
2000-03-01,1.4344000000000001
2000-03-02,1.2795
2000-03-03,1.5957
2000-03-06,3.6649000000000003
2000-03-07,3.7879
2000-03-08,2.5547
2000-03-09,2.4911
2000-03-10,2.7778
2000-03-13,-5.4054
2000-03-14,-5.0
2000-03-15,2.2556
2000-03-16,1.4706000000000001
2000-03-17,3.2005
2000-03-20,5.8514
2000-03-21,5.8043
2000-03-22,-8.2027
2000-03-23,-1.1383
2000-03-24,-17.0984
2000-03-27,-11.3889
2000-03-28,6.6614
2000-03-29,8.1558
2000-03-30,7.6766
2000-03-31,-5.1104
2000-04-03,-7.7128
2000-04-04,-4.8991
2000-04-05,-0.9091
2000-04-06,3.9755000000000003
2000-04-07,-1.3235000000000001
2000-04-10,2.6826
2000-04-11,-1.8868
2000-04-12,-10.0592
2000-04-13,5.0987
2000-04-14,-6.1033
2000-04-17,0.6667
2000-04-18,4.3874
2000-04-19,2.4584
2000-04-20,5.7276
2000-04-24,-0.8785
2000-04-25,0.0
2000-04-26,3.4712
2000-04-27,-1.0707
2000-04-28,5.6277
2000-05-01,4.5082
2000-05-02,-0.1307
2000-05-03,-0.2618
2000-05-04,2.0997
2000-05-05,1.9923
2000-05-08,3.8437
2000-05-09,3.7015000000000002
2000-05-10,-3.0427
2000-05-11,1.3881000000000001
2000-05-12,0.9524
2000-05-15,0.1179
2000-05-16,3.6513999999999998
2000-05-17,0.6818
2000-05-18,-1.4673
