ticker,DVN UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-13,-2.3655
2004-10-14,1.0383
2004-10-15,0.0548
2004-10-18,-1.2051
2004-10-19,0.5268
2004-10-20,2.3718
2004-10-21,1.3605
2004-10-22,1.4751
2004-10-25,0.0393
2004-10-26,1.4793
2004-10-27,-2.58
2004-10-28,-3.1647
2004-10-29,1.1486
2004-11-01,0.0541
2004-11-02,-1.5674000000000001
2004-11-03,2.4434
2004-11-04,1.8357
2004-11-05,1.1842
2004-11-08,-1.7945
2004-11-09,-1.2182
2004-11-10,-0.067
2004-11-11,0.0268
2004-11-12,1.7835999999999999
2004-11-15,-1.2516
2004-11-16,0.6271
2004-11-17,0.9281
2004-11-18,0.0525
2004-11-19,1.5756000000000001
2004-11-22,2.12
2004-11-23,2.0
2004-11-24,1.6629
2004-11-26,0.7568
2004-11-29,-0.7996
2004-11-30,1.1724
2004-12-01,-2.5109
2004-12-02,-3.3432
2004-12-03,1.3323
2004-12-06,0.0
2004-12-07,-3.6157
2004-12-08,0.6821
2004-12-09,0.1824
2004-12-10,-0.9103
2004-12-13,3.0446
2004-12-14,0.6886
2004-12-15,1.7477
2004-12-16,-0.5975
2004-12-17,0.551
2004-12-20,0.8219
2004-12-21,-0.1729
2004-12-22,-2.7716
2004-12-23,0.28
2004-12-27,-2.2843
2004-12-28,0.4935
2004-12-29,0.6462
2004-12-30,-0.0257
2004-12-31,-0.0257
2005-01-03,-4.4193
2005-01-04,-0.2419
2005-01-05,-1.3743
2005-01-06,1.3934
2005-01-07,-0.2695
2005-01-10,1.6212
2005-01-11,0.7445
2005-01-12,0.8182
2005-01-13,-0.3403
2005-01-14,1.2608
2005-01-18,2.2049
2005-01-19,0.1777
2005-01-20,-0.532
2005-01-21,0.4585
2005-01-24,0.4817
2005-01-25,0.6561
2005-01-26,1.6044
2005-01-27,1.3077
2005-01-28,-2.2406
2005-01-31,1.3204
2005-02-01,2.09
2005-02-02,2.5048
2005-02-03,-2.6316
2005-02-04,-1.7375
2005-02-07,-1.2525
2005-02-08,0.3482
2005-02-09,0.2478
2005-02-10,3.9061
2005-02-11,1.0231
2005-02-14,-0.8008
2005-02-15,0.0
2005-02-16,3.5375
2005-02-17,-2.3388999999999998
2005-02-18,2.4184
2005-02-22,0.9858
2005-02-23,1.4302000000000001
2005-02-24,2.8424
2005-02-25,3.3079
2005-02-28,-1.4325
2005-03-01,-3.2913
2005-03-02,2.895
2005-03-03,2.7706
2005-03-04,1.2748
