ticker,SEBL UA Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-08-30,-4.6274999999999995
2002-09-03,-8.0473
2002-09-04,2.9600999999999997
2002-09-05,4.0
2002-09-06,1.2019
2002-09-09,3.3254
2002-09-10,-1.8391
2002-09-11,1.5222
2002-09-12,-3.6909
2002-09-13,-1.7964
2002-09-16,-1.3415
2002-09-17,0.618
2002-09-18,2.2113
2002-09-19,-8.6538
2002-09-20,-7.2368
2002-09-23,-6.383
2002-09-24,2.2727
2002-09-25,0.8889
2002-09-26,-5.1395
2002-09-27,0.774
2002-09-30,-9.831
2002-10-01,0.8518
2002-10-02,2.7027
2002-10-03,-7.5658
2002-10-04,-2.4911
2002-10-07,-1.0949
2002-10-08,4.2435
2002-10-09,7.2566
2002-10-10,2.4752
2002-10-11,5.314
2002-10-14,5.5046
2002-10-15,1.4493
2002-10-16,-4.8571
2002-10-17,7.6577
2002-10-18,-14.2259
2002-10-21,6.5041
2002-10-22,0.916
2002-10-23,4.9924
2002-10-24,2.3055
2002-10-25,3.9436999999999998
2002-10-28,-0.1355
2002-10-29,-5.0204
2002-10-30,5.0
2002-10-31,1.7687
2002-11-01,9.492
2002-11-04,8.6691
2002-11-05,-1.6854
2002-11-06,2.8571
2002-11-07,-6.7778
2002-11-08,-5.1251
2002-11-11,-6.407
2002-11-12,2.8188
2002-11-13,-0.1305
2002-11-14,5.4902
2002-11-15,-2.4783
2002-11-18,-0.3812
2002-11-19,-2.551
2002-11-20,4.0576
2002-11-21,8.805
2002-11-22,2.5434
2002-11-25,-3.4949
2002-11-26,-4.2056000000000004
2002-11-27,2.3171
2002-11-29,1.6686999999999999
2002-12-02,-0.1172
2002-12-03,3.0516
2002-12-04,-2.0501
2002-12-05,-5.1163
2002-12-06,1.8382
2002-12-09,-8.4236
2002-12-10,0.657
2002-12-11,-3.3943
2002-12-12,4.3243
2002-12-13,-0.5181
2002-12-16,3.776
2002-12-17,-0.6274
2002-12-18,-6.9444
2002-12-19,1.8996
2002-12-20,-0.2663
2002-12-23,4.0053
2002-12-24,-0.2567
2002-12-26,2.574
2002-12-27,-4.5169
2002-12-30,-2.6281
2002-12-31,0.2699
2003-01-02,0.4038
2003-01-03,6.0322
2003-01-06,6.7004
2003-01-07,5.6872
2003-01-08,-3.4753
2003-01-09,8.7108
2003-01-10,4.2735
2003-01-13,-5.0205
2003-01-14,0.1079
2003-01-15,3.2328
2003-01-16,-4.071
2003-01-17,-8.7051
2003-01-21,-1.907
2003-01-22,4.8603
