ticker,AIZ UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-02-06,0.6073
2004-02-09,-1.5292
2004-02-10,-0.4904
2004-02-11,-0.4107
2004-02-12,1.7732
2004-02-13,0.081
2004-02-17,-0.4049
2004-02-18,3.252
2004-02-19,1.1024
2004-02-20,-1.285
2004-02-23,-3.1558
2004-02-24,1.0183
2004-02-25,0.2016
2004-02-26,1.5694
2004-02-27,1.9809999999999999
2004-03-01,0.2331
2004-03-02,0.5426
2004-03-03,-1.7732999999999999
2004-03-04,-1.0597
2004-03-05,1.3487
2004-03-08,-0.274
2004-03-09,-1.8838
2004-03-10,-1.4
2004-03-11,-1.8256000000000001
2004-03-12,1.2397
2004-03-15,-2.0408
2004-03-16,0.9583
2004-03-17,-0.6603
2004-03-18,-1.1217
2004-03-19,-0.2521
2004-03-22,-0.1685
2004-03-23,1.2658
2004-03-24,-0.8333
2004-03-25,0.6723
2004-03-26,0.5843
2004-03-29,1.1203
2004-03-30,1.4362
2004-03-31,1.7395
2004-04-01,0.3976
2004-04-02,-0.1188
2004-04-05,1.1499
2004-04-06,1.6856
2004-04-07,-0.8096
2004-04-08,1.9043999999999999
2004-04-12,-1.2967
2004-04-13,-2.4343
2004-04-14,-0.2376
2004-04-15,0.2382
2004-04-16,1.1485
2004-04-19,0.7439
2004-04-20,-0.6996
2004-04-21,-1.3699
2004-04-22,0.0
2004-04-23,-0.6746
2004-04-26,-0.5194
2004-04-27,1.0843
2004-04-28,-0.6754
2004-04-29,-1.12
2004-04-30,-1.4563
2004-05-03,2.6273
2004-05-04,-1.0
2004-05-05,-0.2424
2004-05-06,-0.162
2004-05-07,-2.2312
2004-05-10,-0.4149
2004-05-11,1.0833
2004-05-12,0.5771
2004-05-13,2.418
2004-05-14,0.04
2004-05-17,-2.52
2004-05-18,1.9285999999999999
2004-05-19,-0.3623
2004-05-20,1.2929
2004-05-21,-0.28
2004-05-24,0.2808
2004-05-25,-1.4
2004-05-26,0.6085
2004-05-27,-0.8065
2004-05-28,2.0325
2004-06-01,0.239
2004-06-02,0.9539
2004-06-03,0.9055
2004-06-04,0.6633
2004-06-07,-0.969
2004-06-08,0.1174
2004-06-09,-0.2346
2004-06-10,-0.2351
2004-06-14,-0.0393
2004-06-15,0.9037
2004-06-16,-0.5841
2004-06-17,0.9792
2004-06-18,-1.6680000000000001
2004-06-21,-0.1972
2004-06-22,0.0
2004-06-23,-0.0791
2004-06-24,0.6725
2004-06-25,2.1218
2004-06-28,0.808
