ticker,NXTL UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.3636
2000-01-04,-8.0918
2000-01-05,-2.6938
2000-01-06,5.1992
2000-01-07,2.5674
2000-01-10,-2.8786
2000-01-11,-1.8041
2000-01-12,7.1522
2000-01-13,0.9186
2000-01-14,2.8519
2000-01-18,8.7906
2000-01-19,3.3623
2000-01-20,4.1973
2000-01-21,-3.3233
2000-01-24,-6.7188
2000-01-25,-1.2842
2000-01-26,4.129
2000-01-27,-1.358
2000-01-28,-6.0022
2000-01-31,-0.2929
2000-02-01,4.2891
2000-02-02,1.1268
2000-02-03,3.5655
2000-02-04,1.4524
2000-02-07,1.3256000000000001
2000-02-08,8.1109
2000-02-09,-3.4366
2000-02-10,4.2105
2000-02-11,-3.8961
2000-02-14,0.4004
2000-02-15,-0.2991
2000-02-16,-3.4
2000-02-17,3.4679
2000-02-18,-5.0025
2000-02-22,10.3739
2000-02-23,2.0992
2000-02-24,5.0
2000-02-25,-1.6911
2000-02-28,-1.8559999999999999
2000-02-29,0.9225
2000-03-01,-2.5594
2000-03-02,-5.5347
2000-03-03,7.15
2000-03-06,-1.3437999999999999
2000-03-07,2.0667
2000-03-08,0.8744
2000-03-09,11.6332
2000-03-10,4.3727
2000-03-13,-0.2741
2000-03-14,-8.5591
2000-03-15,-9.2314
2000-03-16,9.7446
2000-03-17,6.0345
2000-03-20,-7.8862
2000-03-21,4.9426
2000-03-22,2.4811
2000-03-23,4.4317
2000-03-24,-3.0648
2000-03-27,2.0673
2000-03-28,-4.17
2000-03-29,-1.1604
2000-03-30,-0.7128
2000-03-31,0.1689
2000-04-03,-3.7943
2000-04-04,-4.7765
2000-04-05,-7.3171
2000-04-06,0.5462
2000-04-07,12.5432
2000-04-10,-7.5033
2000-04-11,-2.6565
2000-04-12,-13.681799999999999
2000-04-13,2.5829
2000-04-14,-7.65
2000-04-17,4.8272
2000-04-18,7.8454
2000-04-19,-1.1993
2000-04-20,-6.0958
2000-04-24,-9.4886
2000-04-25,12.0527
2000-04-26,-7.0028
2000-04-27,8.012
2000-04-28,-2.3424
2000-05-01,4.7401
2000-05-02,-3.5442
2000-05-03,-1.8655
2000-05-04,5.0115
2000-05-05,5.1015
2000-05-08,-2.9228
2000-05-09,-5.8065
2000-05-10,-8.7329
2000-05-11,-2.1263
2000-05-12,-5.0479
2000-05-15,8.21
2000-05-16,8.1468
2000-05-17,-7.9931
2000-05-18,3.0
2000-05-19,-10.7403
2000-05-22,-3.1951
