ticker,1519128D UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6779
2000-01-04,-4.4369
2000-01-05,-8.392900000000001
2000-01-06,-21.6374
2000-01-07,12.6866
2000-01-10,-17.66
2000-01-11,5.3619
2000-01-12,6.3613
2000-01-13,3.8278
2000-01-14,-0.4608
2000-01-18,-2.3148
2000-01-19,-2.8436
2000-01-20,0.0
2000-01-21,0.4878
2000-01-24,2.9126
2000-01-25,-16.0377
2000-01-26,3.0899
2000-01-27,-10.3542
2000-01-28,7.5988
2000-01-31,-4.2373
2000-02-01,-3.5398
2000-02-02,0.3058
2000-02-03,6.0976
2000-02-04,3.1609
2000-02-07,-0.8357
2000-02-08,0.8427
2000-02-09,-5.0139
2000-02-10,-2.6393
2000-02-11,-1.2048
2000-02-14,-0.3049
2000-02-15,15.2905
2000-02-16,2.122
2000-02-17,-3.3766
2000-02-18,-3.4946
2000-02-22,1.6713
2000-02-23,-6.3014
2000-02-24,3.8012
2000-02-25,-2.8169
2000-02-28,2.029
2000-02-29,0.5682
2000-03-01,-2.8249
2000-03-02,-4.6512
2000-03-03,2.439
2000-03-06,-2.3810000000000002
2000-03-07,2.7439
2000-03-08,2.9674
2000-03-09,5.4755
2000-03-10,4.3716
2000-03-13,1.8325
2000-03-14,-4.6272
2000-03-15,3.2345
2000-03-16,2.3499
2000-03-17,0.5102
2000-03-20,3.2995
2000-03-21,10.8108
2000-03-22,-3.3259
2000-03-23,-11.0092
2000-03-24,1.0309
2000-03-27,0.5102
2000-03-28,-5.0761
2000-03-29,-6.4171
2000-03-30,-4.0
2000-03-31,0.2976
2000-04-03,-2.3739
2000-04-04,-0.304
2000-04-05,4.2683
2000-04-06,-5.2632
2000-04-07,0.3086
2000-04-10,-1.2308
2000-04-11,0.0
2000-04-12,-40.4984
2000-04-13,3.1414
2000-04-14,-1.5228000000000002
2000-04-17,-0.5155
2000-04-18,-0.5181
2000-04-19,-1.0417
2000-04-20,-1.0526
2000-04-24,-6.383
2000-04-25,6.8182
2000-04-26,0.5319
2000-04-27,5.8201
2000-04-28,0.5
2000-05-01,-1.4925
2000-05-02,-4.0404
2000-05-03,-3.6842
2000-05-04,-2.1858
2000-05-05,1.1173
2000-05-08,-1.6575
2000-05-09,-2.2472
2000-05-10,-4.5977
2000-05-11,3.6145
2000-05-12,-2.3256
2000-05-15,3.5714
2000-05-16,5.1724
2000-05-17,1.0929
2000-05-18,-1.6216
2000-05-19,-7.1429
2000-05-22,-3.5503
