ticker,SYK UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.7953000000000001
2000-01-04,-1.0969
2000-01-05,3.0499
2000-01-06,2.1525
2000-01-07,9.2186
2000-01-10,-1.1254
2000-01-11,0.9756
2000-01-12,-2.0934
2000-01-13,-0.0822
2000-01-14,1.4815
2000-01-18,2.0276
2000-01-19,1.2719
2000-01-20,-1.4129
2000-01-21,-0.1592
2000-01-24,0.319
2000-01-25,-2.0668
2000-01-26,-0.4058
2000-01-27,-0.4075
2000-01-28,-17.5123
2000-01-31,0.0
2000-02-01,2.3810000000000002
2000-02-02,1.1628
2000-02-03,-0.6705
2000-02-04,1.5429
2000-02-07,1.2346
2000-02-08,3.1895
2000-02-09,1.3636
2000-02-10,-5.0224
2000-02-11,-4.0604
2000-02-14,2.1654
2000-02-15,2.6012
2000-02-16,0.4695
2000-02-17,0.9346
2000-02-18,-6.3889
2000-02-22,-3.9565
2000-02-23,-2.8836
2000-02-24,2.333
2000-02-25,0.0
2000-02-28,-3.8342
2000-02-29,0.8621
2000-03-01,-6.4103
2000-03-02,5.5936
2000-03-03,0.4324
2000-03-06,-2.9064
2000-03-07,-6.6519
2000-03-08,-3.0879
2000-03-09,6.0049
2000-03-10,-1.3873
2000-03-13,1.0551
2000-03-14,2.0882
2000-03-15,7.2727
2000-03-16,9.1102
2000-03-17,-3.6893000000000002
2000-03-20,2.2177
2000-03-21,3.2544
2000-03-22,2.0057
2000-03-23,-1.3109
2000-03-24,-0.0949
2000-03-27,-0.5698
2000-03-28,2.0057
2000-03-29,-2.809
2000-03-30,1.3487
2000-03-31,6.0837
2000-04-03,0.3584
2000-04-04,-1.4285999999999999
2000-04-05,-0.4529
2000-04-06,-0.8189
2000-04-07,-0.367
2000-04-10,0.1842
2000-04-11,-1.1029
2000-04-12,0.6506
2000-04-13,3.3241
2000-04-14,-7.328
2000-04-17,0.8679
2000-04-18,4.3021
2000-04-19,8.4326
2000-04-20,0.8453
2000-04-24,-3.2691
2000-04-25,1.3865
2000-04-26,-1.2821
2000-04-27,-0.5195
2000-04-28,0.087
2000-05-01,0.4348
2000-05-02,1.1255
2000-05-03,-2.9966
2000-05-04,0.2648
2000-05-05,1.4085
2000-05-08,0.0
2000-05-09,-0.0868
2000-05-10,3.5621
2000-05-11,-1.6779
2000-05-12,-0.5119
2000-05-15,3.0875
2000-05-16,-0.4992
2000-05-17,-3.5117000000000003
2000-05-18,0.6932
2000-05-19,-2.2375
2000-05-22,-0.8803
