ticker,KDP UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-29,0.5545
2008-04-30,2.7574
2008-05-01,-2.8623
2008-05-02,-4.9724
2008-05-05,2.3256
2008-05-06,-5.1136
2008-05-07,1.7964
2008-05-08,-0.3922
2008-05-09,-0.6299
2008-05-12,1.3074
2008-05-13,1.2906
2008-05-14,1.0425
2008-05-15,-0.535
2008-05-16,1.8056
2008-05-19,-1.6226
2008-05-20,-1.9946000000000002
2008-05-21,-0.1566
2008-05-22,0.8232
2008-05-23,-1.1663999999999999
2008-05-27,-0.1574
2008-05-28,-0.6698
2008-05-29,-1.0313
2008-05-30,0.9218
2008-06-02,-4.2097
2008-06-03,0.3317
2008-06-04,-1.2397
2008-06-05,6.9456
2008-06-06,-2.2692
2008-06-09,-0.04
2008-06-10,-0.1602
2008-06-11,-2.4067
2008-06-12,-0.6165
2008-06-13,2.0265
2008-06-16,-3.8914
2008-06-17,-1.0544
2008-06-18,1.4066
2008-06-19,0.4203
2008-06-20,0.4604
2008-06-23,-1.6667
2008-06-24,-4.4915
2008-06-25,0.0
2008-06-26,-1.6415
2008-06-27,-2.5709999999999997
2008-06-30,-2.8704
2008-07-01,-1.8112
2008-07-02,3.5922
2008-07-03,-1.8744
2008-07-07,1.8147
2008-07-08,0.8443
2008-07-09,0.6977
2008-07-10,0.9238
2008-07-11,-0.9611
2008-07-14,0.6932
2008-07-15,-3.6254999999999997
2008-07-16,0.1429
2008-07-17,-2.9957000000000003
2008-07-18,-0.9804
2008-07-21,1.7822
2008-07-22,0.9728
2008-07-23,-2.6493
2008-07-24,1.1875
2008-07-25,-0.7824
2008-07-28,-0.5421
2008-07-29,0.3469
2008-07-30,2.0741
2008-07-31,0.0
2008-08-01,1.2095
2008-08-04,-0.956
2008-08-05,1.3514
2008-08-06,0.3333
2008-08-07,0.0
2008-08-08,4.1766
2008-08-11,0.1367
2008-08-12,-1.4559
2008-08-13,5.217
2008-08-14,2.0184
2008-08-15,2.4516
2008-08-18,0.2519
2008-08-19,0.3769
2008-08-20,0.0834
2008-08-21,0.1251
2008-08-22,1.1657
2008-08-25,-0.535
2008-08-26,-0.0827
2008-08-27,3.1056
2008-08-28,-0.3614
2008-08-29,-0.4031
2008-09-02,2.3068
2008-09-03,0.0791
2008-09-04,-0.5929
2008-09-05,0.0398
2008-09-08,1.7886
2008-09-09,-0.3514
2008-09-10,-0.3527
2008-09-11,0.9438
2008-09-12,3.3113
2008-09-15,-4.5249
2008-09-16,-1.0664
