ticker,DG UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-16,1.6278000000000001
2009-11-17,-0.2597
2009-11-18,-2.1267
2009-11-19,1.4191
2009-11-20,1.4867
2009-11-23,0.8186
2009-11-24,0.4274
2009-11-25,1.0213
2009-11-27,-2.4853
2009-11-30,-0.6479
2009-12-01,1.3477999999999999
2009-12-02,1.2441
2009-12-03,-1.2288000000000001
2009-12-04,2.3166
2009-12-07,-0.9224
2009-12-08,0.0
2009-12-09,1.5657999999999999
2009-12-10,-1.25
2009-12-11,-1.5190000000000001
2009-12-14,-2.3136
2009-12-15,-0.4825
2009-12-16,0.1763
2009-12-17,-1.2758
2009-12-18,0.5793
2009-12-21,0.1329
2009-12-22,-0.885
2009-12-23,0.0446
2009-12-24,-1.1602000000000001
2009-12-28,2.1219
2009-12-29,-0.0442
2009-12-30,0.0
2009-12-31,-0.7961
2010-01-04,2.8979
2010-01-05,0.7799
2010-01-06,1.3758
2010-01-07,0.6785
2010-01-08,0.5476
2010-01-11,0.5446
2010-01-12,-0.2083
2010-01-13,1.4614
2010-01-14,-0.4115
2010-01-15,0.6612
2010-01-19,0.78
2010-01-20,-0.1629
2010-01-21,-2.1624
2010-01-22,-2.6689
2010-01-25,0.0428
2010-01-26,0.7709
2010-01-27,0.085
2010-01-28,1.2314
2010-01-29,-1.4681
2010-02-01,-0.5109
2010-02-02,1.1125
2010-02-03,0.8887
2010-02-04,-5.7466
2010-02-05,-3.3823
2010-02-08,3.1322
2010-02-09,0.7593
2010-02-10,-2.2606
2010-02-11,0.0454
2010-02-12,2.2212
2010-02-16,2.1286
2010-02-17,-1.1724
2010-02-18,2.2847
2010-02-19,1.2887
2010-02-22,-1.4419
2010-02-23,1.7212
2010-02-24,2.1997
2010-02-25,-1.4901
2010-02-26,0.3782
2010-03-01,0.8372
2010-03-02,-0.2076
2010-03-03,-0.208
2010-03-04,0.8754
2010-03-05,1.3223
2010-03-08,0.6117
2010-03-09,1.8241
2010-03-10,-0.2389
2010-03-11,0.1995
2010-03-12,0.0796
2010-03-15,-0.3979
2010-03-16,0.3596
2010-03-17,2.7866
2010-03-18,-2.2463
2010-03-19,1.4263
2010-03-22,-2.3047
2010-03-23,0.6797
2010-03-24,0.278
2010-03-25,-3.2475
2010-03-26,2.2923
2010-03-29,1.4405999999999999
2010-03-30,1.7357
2010-03-31,-2.0938
2010-04-01,1.0693
2010-04-05,1.0972
2010-04-06,4.6899
2010-04-07,-1.7031
2010-04-08,-0.1507
