ticker,SNPS UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.779
2000-01-04,-7.1497
2000-01-05,0.8727
2000-01-06,-7.2774
2000-01-07,0.9879
2000-01-10,4.8913
2000-01-11,-3.9378
2000-01-12,-7.767
2000-01-13,3.0409
2000-01-14,2.3837
2000-01-18,-2.1064
2000-01-19,-1.6987999999999999
2000-01-20,0.576
2000-01-21,0.1145
2000-01-24,-3.2037
2000-01-25,-9.2199
2000-01-26,-0.7813
2000-01-27,-8.0052
2000-01-28,-1.0699
2000-01-31,6.5609
2000-02-01,0.8119
2000-02-02,-1.6107
2000-02-03,2.1828
2000-02-04,-3.3378
2000-02-07,-3.8674
2000-02-08,3.8792999999999997
2000-02-09,6.639
2000-02-10,5.4475
2000-02-11,-0.492
2000-02-14,-16.0692
2000-02-15,0.4418
2000-02-16,4.5455
2000-02-17,4.3478
2000-02-18,-19.2204
2000-02-22,3.6606
2000-02-23,2.7287
2000-02-24,0.1563
2000-02-25,0.468
2000-02-28,-0.6211
2000-02-29,-0.1563
2000-03-01,0.313
2000-03-02,-0.78
2000-03-03,0.3145
2000-03-06,-1.5674000000000001
2000-03-07,-0.9554
2000-03-08,1.6077
2000-03-09,6.1709
2000-03-10,3.2787
2000-03-13,-0.5772
2000-03-14,1.3062
2000-03-15,-1.2894
2000-03-16,12.627
2000-03-17,2.0619
2000-03-20,-2.5253
2000-03-21,4.0155
2000-03-22,-1.9925000000000002
2000-03-23,-0.3812
2000-03-24,0.5102
2000-03-27,-0.2538
2000-03-28,-5.3435
2000-03-29,-3.0914
2000-03-30,-2.3578
2000-03-31,10.7955
2000-04-03,-6.5385
2000-04-04,-3.4294000000000002
2000-04-05,0.4261
2000-04-06,-0.9901
2000-04-07,5.5714
2000-04-10,-4.1949
2000-04-11,-0.2825
2000-04-12,-4.2493
2000-04-13,-0.5917
2000-04-14,-6.1012
2000-04-17,-1.7433
2000-04-18,10.9677
2000-04-19,-4.3605
2000-04-20,-0.7599
2000-04-24,-3.2159
2000-04-25,7.4367
2000-04-26,-5.7437000000000005
2000-04-27,5.625
2000-04-28,-0.5917
2000-05-01,0.8929
2000-05-02,-4.1298
2000-05-03,-0.3077
2000-05-04,1.5432000000000001
2000-05-05,-1.8237
2000-05-08,-1.0836
2000-05-09,-0.939
2000-05-10,-0.7899
2000-05-11,0.9554
2000-05-12,0.4732
2000-05-15,4.8666
2000-05-16,4.6407
2000-05-17,0.7153
2000-05-18,-2.8409
2000-05-19,2.0468
