ticker,MU UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-31,-0.7519
2010-01-04,2.7462
2010-01-05,2.9493
2010-01-06,0.4476
2010-01-07,-3.3868
2010-01-08,2.3985
2010-01-11,-1.8018
2010-01-12,-5.8716
2010-01-13,1.9493
2010-01-14,2.5813
2010-01-15,-5.5918
2010-01-19,1.4808
2010-01-20,-2.9183
2010-01-21,-1.8035999999999999
2010-01-22,-6.8367
2010-01-25,2.1906
2010-01-26,1.179
2010-01-27,2.9661
2010-01-28,-3.2922000000000002
2010-01-29,-7.234
2010-02-01,5.1606
2010-02-02,1.9628999999999999
2010-02-03,-3.5294
2010-02-04,-4.5455
2010-02-05,1.0453
2010-02-08,2.4138
2010-02-09,1.908
2010-02-10,-5.9471
2010-02-11,-0.1171
2010-02-12,-1.0551
2010-02-16,2.2512
2010-02-17,1.1587
2010-02-18,0.3436
2010-02-19,1.5981999999999998
2010-02-22,0.4494
2010-02-23,-3.6913
2010-02-24,5.5748999999999995
2010-02-25,-0.22
2010-02-26,-0.1103
2010-03-01,7.8366
2010-03-02,-2.0471
2010-03-03,-1.2539
2010-03-04,-0.4233
2010-03-05,0.5313
2010-03-08,1.3742
2010-03-09,-1.7727
2010-03-10,4.7771
2010-03-11,-0.7092
2010-03-12,1.7347000000000001
2010-03-15,-2.4072
2010-03-16,4.9332
2010-03-17,1.8609
2010-03-18,-2.3077
2010-03-19,-2.0669
2010-03-22,3.8191
2010-03-23,2.0329
2010-03-24,-1.0436
2010-03-25,-0.4794
2010-03-26,1.0597
2010-03-29,1.3346
2010-03-30,1.5051999999999999
2010-03-31,-3.7071
2010-04-01,-2.1174
2010-04-05,4.2281
2010-04-06,-3.4906
2010-04-07,3.2258
2010-04-08,0.1894
2010-04-09,1.5123
2010-04-12,0.7449
2010-04-13,-0.5545
2010-04-14,5.0186
2010-04-15,-1.0619
2010-04-16,-2.415
2010-04-19,-1.0999
2010-04-20,-0.3707
2010-04-21,-0.093
2010-04-22,1.7691
2010-04-23,0.6404
2010-04-26,-0.2727
2010-04-27,-5.7429
2010-04-28,-0.9671
2010-04-29,-0.293
2010-04-30,-8.4231
2010-05-03,5.7754
2010-05-04,-3.7412
2010-05-05,-2.521
2010-05-06,-5.7112
2010-05-07,-2.0571
2010-05-10,6.1844
2010-05-11,-3.0769
2010-05-12,5.7823
2010-05-13,-2.0364
2010-05-14,-2.1882
2010-05-17,2.5727
2010-05-18,-1.1996
2010-05-19,-1.1038000000000001
2010-05-20,-2.6786
